Time,Px_mean,Py_mean,Pz_mean,Px_min,Px_max,Px_std,Px_var,Py_min,Py_max,Py_std,Py_var,Pz_min,Pz_max,Pz_std,Pz_var,absPx_mean,absPy_mean,absPz_mean,absP_mean,qdiff_absmax,strain,stress_raw,stress_sm,stress_trend,delta_sigma_serr,delta_sigma_serr_sm,S_rms,A_sigma,A_sigma_norm,onset_sigma,W_mech_proxy,align_method,P_parallel,O_parallel,Pmag_mean,Pvec_norm,chi_parallel,chi_vec,eta_perp,P_parallel_sm,O_parallel_sm,chi_parallel_sm,chi_vec_sm,eta_perp_sm,P_parallel_abs_sm,O_parallel_rel,chi_parallel_rel,chi_parallel_delta,PE_total,KE_total,ETOT,energy_align_method,dPE,dKE,dETOT,dPE_sm,ddPE_de,dKE_sm,ddKE_de,dETOT_sm,ddETOT_de,A_dPE_down,A_dPE_up,A_dPE_down_norm,A_dPE_up_norm,onset_dPE_down,onset_dPE_up,A_dETOT_down,A_dETOT_up,A_dETOT_down_norm,A_dETOT_up_norm,onset_dETOT_down,onset_dETOT_up,e_min_dPE,e_min_dETOT,dPE_min,dETOT_min,e_zero_dPE,e_zero_dETOT,dataset
100000.0,-0.0448,0.0206,-0.00395,-0.188,0.182,0.132,0.0174,-0.16,0.168,0.121,0.0146,-0.187,0.187,0.15,0.0226,0.138,0.121,0.149,0.238,0.0,0.0019509799999999,0.117736301434357,0.12318370549504061,0.12333060980540012,-0.005594308371043119,-0.0012366439382649177,0.003956014700504477,1.0309605492254435e-05,0.05718693147982229,0.00445098,0.00013572666957913484,time,0.0206,0.121,0.238,0.049467186093409436,0.1702479338828905,0.20784531971933443,0.7034313725472956,0.02099020979020985,0.12075524475524511,0.17375185950275088,0.2066979549384359,0.704012529460072,0.02099020979020985,0.9254515247262821,0.9380324634672094,-0.011478253812924,-231101.275936906,8.01643595779562,-231093.259500948,time,-2.686519591981778,0.1577248305801202,-2.528794761019526,-2.722664989990741,-714.0040794063002,0.08272015895968582,4.071188387675363,-2.6399448309587275,-709.9328909666941,1.8462610698453195,0.0,0.6671412228603409,0.0,0.0003509799999999,0.0083509799999999,1.8434955330716498,0.0,0.6689343748516027,0.0,0.0003509799999999,0.0083509799999999,0.00375098,0.00375098,-3.9064061419921927,-3.855862561002141,0.010895331376698512,0.010540940084131645,Single
110000.0,-0.0441,0.0211,-0.00417,-0.188,0.189,0.133,0.0176,-0.165,0.162,0.12,0.0143,-0.189,0.191,0.151,0.0227,0.139,0.12,0.15,0.238,0.0,0.00215098,0.130009033262754,0.13342651246276221,0.13449752459359052,-0.004488491330836508,-0.001852183067445283,0.0036020583686087763,1.1046735393343249e-05,0.06127575885318439,0.00445098,0.00016136619253555605,time,0.0211,0.12,0.238,0.049065353356518286,0.17583333333186807,0.20615694687526104,0.7066014669909375,0.020591142191142255,0.1198344988344992,0.17175404686759121,0.20682900881214805,0.7062390579497558,0.020591142191142255,0.9183950551048846,0.927246891945455,-0.013476066448083662,-231101.527711951,7.89927235040427,-231093.628439601,time,-2.938294636987848,0.04056122318876998,-2.8977334139926825,-2.905408881151838,-668.2300798515396,0.06962536426424229,4.070114961075268,-2.835783516803739,-664.1599648380189,1.9844844857711723,0.0,0.7170878637958144,0.0,0.0003509799999999,0.0083509799999999,1.9809048186521898,0.0,0.7187949754875422,0.0,0.0003509799999999,0.0083509799999999,0.00375098,0.00375098,-3.9064061419921927,-3.855862561002141,0.010895331376698512,0.010540940084131645,Single
120000.0,-0.0448,0.0185,-0.00383,-0.185,0.176,0.132,0.0175,-0.163,0.164,0.119,0.0141,-0.19,0.187,0.151,0.0227,0.139,0.119,0.15,0.238,0.0,0.0023509799999999,0.144200652466392,0.1476175062034929,0.14648254447450057,-0.002281892008108577,0.00046214766850180165,0.0035859897546847543,1.176667982349468e-05,0.0652692591696884,0.00445098,0.00018935879119999748,time,0.0185,0.119,0.238,0.04862056046571245,0.15546218487264316,0.2042880691828074,0.7083333333315973,0.020025174825174887,0.11901864801864837,0.16816145169361016,0.20672371962833308,0.7080705571085799,0.020025174825174887,0.9121424870859246,0.9078515835387757,-0.017068661622064718,-231101.639889473,7.93932327363429,-231093.700566199,time,-3.050472158996854,0.08061214641879033,-2.969860012002755,-3.0911637461672155,-623.4981945867333,0.0672577128490118,4.198462190022462,-3.0239060332649625,-619.2997323441793,2.113657313214935,0.0,0.7637641001464945,0.0,0.0003509799999999,0.0083509799999999,2.1092507883703457,0.0,0.7653668437009058,0.0,0.0003509799999999,0.0083509799999999,0.00375098,0.00375098,-3.9064061419921927,-3.855862561002141,0.010895331376698512,0.010540940084131645,Single
130000.0,-0.0449,0.0206,-0.00396,-0.183,0.173,0.132,0.0175,-0.157,0.16,0.118,0.0139,-0.188,0.187,0.151,0.0228,0.138,0.118,0.15,0.237,0.0,0.00255098,0.157284613686123,0.15958064932343724,0.15862537405816557,-0.0013407603720425598,-1.9940546649640893e-05,0.0033510921215167784,1.2476351595195287e-05,0.06920577749833806,0.00445098,0.00022007177366779597,time,0.0206,0.118,0.237,0.04955856737235248,0.17457627118496122,0.20910787920735602,0.7093596059095829,0.019418414918414978,0.11836829836829871,0.16401057556603713,0.20597541736747244,0.7096532645693532,0.019418414918414978,0.9071582971508109,0.8854422892115807,-0.02121953774963775,-231101.968104007,7.90520305137537,-231094.062900956,time,-3.378686693002237,0.046491924159870024,-3.3321947689983062,-3.2439616089259835,-580.4640191782192,0.0765672176642295,4.3505799017016935,-3.167394391196078,-576.1134392252302,2.2340535345914905,0.0,0.8072689346841413,0.0,0.0003509799999999,0.0083509799999999,2.2287921055273463,0.0,0.8087438385602946,0.0,0.0003509799999999,0.0083509799999999,0.00375098,0.00375098,-3.9064061419921927,-3.855862561002141,0.010895331376698512,0.010540940084131645,Single
140000.0,-0.0451,0.0186,-0.00432,-0.19,0.182,0.134,0.0179,-0.16,0.16,0.117,0.0136,-0.192,0.188,0.152,0.023,0.14,0.117,0.151,0.238,0.0,0.0027509799999999,0.168120150814309,0.17029009367511222,0.1711579686706775,-0.003037817856368502,-0.0009667221297351973,0.003024164140845284,1.3105421944661491e-05,0.07269520325744583,0.00445098,0.00025300196335346366,time,0.0186,0.117,0.238,0.04897583485761116,0.1589743589730002,0.20578081872859402,0.713235294115899,0.019431701631701694,0.1174592074592078,0.1654562877861277,0.20635313654406448,0.7118676987087036,0.019431701631701694,0.9001911499296842,0.8932472416256569,-0.01977382552954718,-231101.796482565,7.9144423443815,-231093.882040221,time,-3.2070652509864885,0.05573121716600049,-3.1513340340170544,-3.369015931660166,-538.6156784374923,0.07324624993461988,4.388655885303179,-3.2957696816412154,-534.2270225031518,2.3459615043530055,0.0,0.8477065634755939,0.0,0.0003509799999999,0.0083509799999999,2.339826151700129,0.0,0.8490338685231432,0.0,0.0003509799999999,0.0083509799999999,0.00375098,0.00375098,-3.9064061419921927,-3.855862561002141,0.010895331376698512,0.010540940084131645,Single
150000.0,-0.0451,0.0199,-0.00373,-0.185,0.175,0.133,0.0178,-0.155,0.161,0.117,0.0136,-0.187,0.191,0.152,0.0232,0.14,0.117,0.151,0.239,0.0,0.00295098,0.18197158512639,0.18224620051328605,0.18394925342290686,-0.0019776682965168546,-0.002540567593997578,0.00298353132844393,1.3699759195808852e-05,0.07599196603685629,0.00445098,0.00028822856171875546,time,0.0199,0.117,0.239,0.049436149728715725,0.17008547008401637,0.20684581476363548,0.713235294115899,0.01953076923076929,0.11639627039627076,0.16786278928568643,0.20658226527403828,0.7142566506177356,0.01953076923076929,0.8920449470249823,0.9062391977199908,-0.017367324029988446,-231102.190693112,7.98290616075375,-231094.207786951,time,-3.6012757979915477,0.12419503353824979,-3.4770807640161365,-3.5162621880462632,-498.5148388570948,0.08454748026187114,4.2154854596654525,-3.4317147076627204,-494.29935335058815,2.4496745560825164,0.0,0.8851829817825675,0.0,0.0003509799999999,0.0083509799999999,2.4426787892855546,0.0,0.8863551766526006,0.0,0.0003509799999999,0.0083509799999999,0.00375098,0.00375098,-3.9064061419921927,-3.855862561002141,0.010895331376698512,0.010540940084131645,Single
160000.0,-0.0448,0.019,-0.0039,-0.185,0.183,0.134,0.0179,-0.155,0.169,0.116,0.0134,-0.188,0.194,0.152,0.023,0.14,0.116,0.151,0.238,0.0,0.0031509799999999,0.198570275907985,0.19644301455920654,0.19720520016548054,0.001365075742504468,-0.001464885560452188,0.0029258111073183564,1.4275167927342621e-05,0.0791837331445148,0.00445098,0.00032598416220540777,time,0.019,0.116,0.238,0.04881854155953453,0.16379310344686382,0.2051199225181908,0.7149877149859584,0.019637995337995397,0.1155571095571099,0.17003870020053813,0.20670223058260645,0.7159960877290452,0.019637995337995397,0.8856137342054805,0.9179862666813519,-0.015191413115136748,-231102.050895816,7.96631626524369,-231094.084579551,time,-3.4614785019948613,0.10760513802819016,-3.353873364016181,-3.597697863239495,-415.7164763933437,0.08481964906104099,4.028333663486303,-3.512878214032563,-411.68814268231915,2.5410976876075146,0.0,0.9182184721362795,0.0,0.0003509799999999,0.0083509799999999,2.5332775388888,0.0,0.9192300151542181,0.0,0.0003509799999999,0.0083509799999999,0.00375098,0.00375098,-3.9064061419921927,-3.855862561002141,0.010895331376698512,0.010540940084131645,Single
170000.0,-0.0446,0.0202,-0.00407,-0.182,0.174,0.133,0.0178,-0.156,0.157,0.114,0.013,-0.192,0.195,0.154,0.0236,0.139,0.115,0.153,0.238,0.0,0.00335098,0.211415367267445,0.21145916741078385,0.2104888145212257,0.0009265527462193057,0.0016099904021579176,0.0029831328444090807,1.4880719588825477e-05,0.08254270176836075,0.00445098,0.0003667912331860093,time,0.0202,0.115,0.238,0.04913008141658225,0.17565217391151605,0.2064289135141841,0.7174447174429548,0.019978554778554838,0.11479020979021015,0.174088184949509,0.20792880882978473,0.717783995435541,0.019978554778554838,0.8797363202676584,0.9398481803651585,-0.01114192836616587,-231102.336865503,7.93863568017856,-231094.398229823,time,-3.747448188980343,0.07992455296306034,-3.6675236360169947,-3.6545977150860813,-335.4304586838105,0.08438684539437344,3.833162319632673,-3.570210869511589,-331.5972963157819,2.6162123811152678,0.0,0.9453609544753241,0.0,0.0003509799999999,0.0083509799999999,2.607606082788647,0.0,0.9462010151676702,0.0,0.0003509799999999,0.0083509799999999,0.00375098,0.00375098,-3.9064061419921927,-3.855862561002141,0.010895331376698512,0.010540940084131645,Single
180000.0,-0.0452,0.0207,-0.00428,-0.194,0.18,0.135,0.0183,-0.15,0.155,0.112,0.0126,-0.199,0.192,0.152,0.0231,0.142,0.113,0.151,0.237,0.0,0.0035509799999999,0.224803370462444,0.22427347318185892,0.22363737863494143,0.0011659918275025716,0.001585963015332401,0.0029887080595118304,1.548173869107305e-05,0.08587652848405017,0.00445098,0.0004104128774715183,time,0.0207,0.113,0.237,0.04989838073525032,0.18318584070634347,0.21054169086514674,0.721674876845513,0.0198386946386947,0.11379953379953414,0.17439153354490972,0.20778123296060713,0.7200604703614242,0.0198386946386947,0.8721439162446355,0.9414858654584138,-0.010838579770765161,-231102.219453537,7.90359387901363,-231094.315859658,time,-3.630036222981289,0.04488275179812984,-3.5851534710091073,-3.684581897380471,-257.6387552562318,0.08675289162842799,3.648104904190114,-3.5978290055692193,-253.99065030209184,2.6755193025092425,0.0,0.9667913430097979,0.0,0.0003509799999999,0.0083509799999999,2.6661648774504054,0.0,0.9674497732993798,0.0,0.0003509799999999,0.0083509799999999,0.00375098,0.00375098,-3.9064061419921927,-3.855862561002141,0.010895331376698512,0.010540940084131645,Single
190000.0,-0.0453,0.0197,-0.00385,-0.187,0.176,0.134,0.0181,-0.15,0.156,0.112,0.0125,-0.192,0.195,0.154,0.0237,0.141,0.112,0.153,0.238,0.0,0.00375098,0.237309986713393,0.23881140232988585,0.23650773746444576,0.0008022492489472566,0.0006892169703702851,0.0030765960855926723,1.6088537531458356e-05,0.08924241515480792,0.00445098,0.00045672157900914694,time,0.0197,0.112,0.238,0.04954798179542735,0.17589285714128663,0.20818479745890406,0.7241379310326991,0.020048717948718008,0.11285780885780922,0.1776430893940133,0.20836493865687947,0.7220131571472931,0.020048717948718008,0.8649266663027505,0.9590400081994735,-0.007587023921661579,-231102.495823456,7.90925470780063,-231094.586568748,time,-3.9064061419921927,0.05054358058513042,-3.855862561002141,-3.7057667333053432,-182.20547913258466,0.09342340901417027,3.3081585275623815,-3.6123433240603404,-178.89732055475685,2.719503725948146,0.0,0.9826849901863023,0.0,0.0003509799999999,0.0083509799999999,2.709453674536112,0.0,0.9831576304094841,0.0,0.0003509799999999,0.0083509799999999,0.00375098,0.00375098,-3.9064061419921927,-3.855862561002141,0.010895331376698512,0.010540940084131645,Single
200000.0,-0.0448,0.0199,-0.00411,-0.186,0.18,0.134,0.018,-0.149,0.159,0.112,0.0126,-0.194,0.191,0.153,0.0235,0.14,0.113,0.152,0.237,0.0,0.0039509799999999,0.255230006484341,0.2526223267901193,0.25030252740654513,0.004927479077795893,0.001903209460309532,0.003126996320472983,1.6713104229445015e-05,0.09270685935581795,0.00445098,0.0005057309449231069,time,0.0199,0.113,0.237,0.04919290700903942,0.17610619468870703,0.2075650084760838,0.7209876543192075,0.01987016317016323,0.1117529137529141,0.17779601092740238,0.20895753714778814,0.724477992133126,0.01987016317016323,0.8564589027570734,0.9598655841852078,-0.0074341023882724955,-231102.228625031,7.96099598464972,-231094.267629046,time,-3.6392077170021366,0.10228485743421967,-3.536922858998878,-3.7159237472002777,-109.41948375987836,0.09208476091297155,3.1616670502004323,-3.6238389860618394,-106.25781665996523,2.748666222237378,0.0,0.9932227758515161,0.0,0.0003509799999999,0.0083509799999999,2.73796918825757,0.0,0.9935048251830201,0.0,0.0003509799999999,0.0083509799999999,0.00375098,0.00375098,-3.9064061419921927,-3.855862561002141,0.010895331376698512,0.010540940084131645,Single
210000.0,-0.0463,0.0196,-0.0045,-0.186,0.179,0.135,0.0183,-0.155,0.154,0.11,0.0122,-0.198,0.195,0.154,0.0236,0.142,0.111,0.153,0.237,0.0,0.00415098,0.260064323384476,0.26568810286806926,0.26405553314040175,-0.003991209755925762,0.0010375970835059336,0.003223271725449112,1.7360724758662037e-05,0.0962991821519797,0.00445098,0.0005575515132235456,time,0.0196,0.111,0.237,0.05047870838284197,0.17657657657498577,0.21299033072839232,0.7266009852198851,0.019633566433566493,0.11061305361305396,0.17741134709944248,0.2087443349899134,0.7271409336931818,0.019633566433566493,0.8477231720105837,0.9577889033417304,-0.007818766216232398,-231102.438345296,8.02577453095045,-231094.412570765,time,-3.8489279819768853,0.1670634037349501,-3.681864578014938,-3.702769944818798,-39.06744260665688,0.1022178553172156,2.697094969746167,-3.600552089252425,-36.370347589366155,2.763514914874039,0.0,0.9985883089959318,0.0,0.0003509799999999,0.0083509799999999,2.75223200468251,0.0,0.9986802584930988,0.0,0.0003509799999999,0.0083509799999999,0.00375098,0.00375098,-3.9064061419921927,-3.855862561002141,0.010895331376698512,0.010540940084131645,Single
220000.0,-0.0446,0.019,-0.00378,-0.188,0.183,0.135,0.0183,-0.147,0.15,0.109,0.0118,-0.196,0.201,0.155,0.0242,0.141,0.109,0.155,0.238,0.0,0.0043509799999999,0.27369109199376,0.2774826728076585,0.27792105699375164,-0.00422996499999162,0.0006752493063129348,0.0033808388969700344,1.802315789663361e-05,0.09997366984208628,0.00445098,0.0006119239421579353,time,0.019,0.109,0.238,0.04862559408377445,0.17431192660390538,0.20430921883852998,0.7308641975290595,0.019277855477855536,0.10965034965034999,0.17578899808337162,0.20876970319715651,0.7292122243645262,0.019277855477855536,0.840345141748211,0.9490303435858594,-0.00944111523230326,-231102.302706413,7.99034765862199,-231094.312358754,time,-3.713289098988753,0.1316365314064898,-3.5816525669943076,-3.665113805162183,28.395705230661775,0.10009157680959126,2.0862680231855992,-3.565022228129024,30.48197330001628,2.767421659134703,0.0028395705230647565,1.0,0.00017362930993816903,0.0003509799999999,0.0083509799999999,2.755869039441445,0.0030481973300001022,1.0,0.00018642910874581056,0.0003509799999999,0.0083509799999999,0.00375098,0.00375098,-3.9064061419921927,-3.855862561002141,0.010895331376698512,0.010540940084131645,Single
230000.0,-0.0457,0.0195,-0.00389,-0.185,0.18,0.136,0.0185,-0.142,0.15,0.108,0.0117,-0.195,0.195,0.155,0.024,0.142,0.109,0.154,0.238,0.0,0.00455098,0.291119624431202,0.29220942889724316,0.2918485624044816,-0.0007289379732796086,-0.00036872050419825954,0.004070453129920109,1.878244240936902e-05,0.10418538787883486,0.00445098,0.0006689366005378575,time,0.0195,0.109,0.238,0.0498384600484405,0.17889908256716605,0.20940529432029872,0.7308641975290595,0.01916899766899773,0.10867599067599101,0.17647996246704398,0.20906986288868634,0.7314034423143008,0.01916899766899773,0.8328777890855674,0.9527606462418376,-0.0087501508486309,-231102.150669622,7.91402835945335,-231094.236641263,time,-3.5612523079907987,0.0553172322378499,-3.5059350760129746,-3.615546290101558,92.36559244438128,0.10254824907321729,1.75425954877323,-3.512998040722173,94.11985203941322,2.767421659134703,0.014915700290575063,1.0,0.0009120402989329224,0.0003509799999999,0.0083509799999999,2.755869039441445,0.015508379863949245,1.0,0.0009484994319995142,0.0003509799999999,0.0083509799999999,0.00375098,0.00375098,-3.9064061419921927,-3.855862561002141,0.010895331376698512,0.010540940084131645,Single
240000.0,-0.0462,0.0185,-0.00415,-0.188,0.178,0.137,0.0187,-0.147,0.152,0.107,0.0114,-0.194,0.197,0.155,0.0242,0.143,0.107,0.154,0.238,0.0,0.0047509799999999,0.310509038743623,0.306262804278956,0.30655216124924717,0.003956877494375843,-0.0004488099841804564,0.004089908109557721,1.959745201330744e-05,0.10870621056315966,0.00445098,0.0007287273017106826,time,0.0185,0.107,0.238,0.04993908789715727,0.17289719626006636,0.2098281004073422,0.7351485148496655,0.019013053613053672,0.10750116550116584,0.17694207746394203,0.20869237578262123,0.7341849898812074,0.019013053613053672,0.8238740911382652,0.9552554619530822,-0.00828803585173285,-231102.107164788,7.98193746519064,-231094.125227323,time,-3.517747473990312,0.12322633797514015,-3.3945211360114627,-3.5676763883952924,152.71006905677135,0.10046451376297155,1.6480332356159586,-3.467211874313044,154.35810233857703,2.767421659134703,0.039423266440678166,1.0,0.002410587971668216,0.0003509799999999,0.0083509799999999,2.755869039441445,0.04035617530173594,1.0,0.002468201687550219,0.0003509799999999,0.0083509799999999,0.00375098,0.00375098,-3.9064061419921927,-3.855862561002141,0.010895331376698512,0.010540940084131645,Single
250000.0,-0.0454,0.0182,-0.00362,-0.185,0.184,0.137,0.0187,-0.144,0.146,0.106,0.0113,-0.19,0.194,0.156,0.0242,0.143,0.106,0.155,0.238,0.0,0.00495098,0.322573837068458,0.3199980335243864,0.3215223420654715,0.0010514950029865133,-0.0013405588048429834,0.004158247655727927,2.0422574824598767e-05,0.11328313076706138,0.00445098,0.0007913023361843623,time,0.0182,0.106,0.238,0.04904594172813894,0.17169811320592737,0.20607538541148263,0.7376237623744117,0.01848321678321684,0.10620979020979053,0.17401741263715048,0.20856963422126276,0.7372009345844617,0.01848321678321684,0.8139771691882542,0.9394661025750449,-0.011212700678524395,-231101.918767541,7.88654164008335,-231094.032225901,time,-3.3293502269953024,0.02783051286785021,-3.301519714004826,-3.4891754562554462,209.39212074320702,0.09821553961994912,1.489064405313028,-3.390959916365457,210.88118519349433,2.767421659134703,0.07563348542069401,1.0,0.004624709890156226,0.0003509799999999,0.0083509799999999,2.755869039441445,0.07688010405496123,1.0,0.004702021466323874,0.0003509799999999,0.0083509799999999,0.00375098,0.00375098,-3.9064061419921927,-3.855862561002141,0.010895331376698512,0.010540940084131645,Single
260000.0,-0.0464,0.0189,-0.00446,-0.186,0.184,0.137,0.0188,-0.166,0.148,0.105,0.0111,-0.195,0.201,0.155,0.0241,0.143,0.106,0.154,0.237,0.0,0.0051509799999999,0.335691599306386,0.33230294230354845,0.3369977222591388,-0.0013061229527528417,-0.002175965135657848,0.004119591153889657,2.1250331964758554e-05,0.1178746634781642,0.00445098,0.0008566662210111715,time,0.0189,0.106,0.237,0.05029971769304476,0.17830188679077075,0.2122350957503482,0.7369727047128114,0.017821445221445277,0.10525967365967398,0.16918195947531003,0.20785914186843174,0.7392586211373848,0.017821445221445277,0.8066956071181741,0.9133609889125941,-0.016048153840364843,-231101.973602133,7.97983972352109,-231093.993762409,time,-3.3841848189767916,0.12112859630559036,-3.2630562220001593,-3.4193628107838387,262.19066102860825,0.09642993458722061,1.4922330020325394,-3.322932875912337,263.682894074326,2.767421659134703,0.12279176359785193,1.0,0.007508265424792059,0.0003509799999999,0.0083509799999999,2.755869039441445,0.12433651198171952,1.0,0.0076044765491983385,0.0003509799999999,0.0083509799999999,0.00375098,0.00375098,-3.9064061419921927,-3.855862561002141,0.010895331376698512,0.010540940084131645,Single
270000.0,-0.046,0.0181,-0.00416,-0.187,0.181,0.137,0.0189,-0.148,0.152,0.104,0.0109,-0.198,0.198,0.156,0.0245,0.144,0.104,0.156,0.238,0.0,0.00535098,0.349407152563637,0.34937534502719303,0.35290388817170076,-0.003496735608063739,-0.003344154097332055,0.0048307136973548435,2.2153961641310015e-05,0.12288705783553375,0.00445098,0.0009248893949688897,time,0.0181,0.104,0.238,0.049607616350717754,0.1740384615367881,0.20843536281726605,0.7425742574239045,0.01692400932400938,0.10404055944055976,0.16241775005249393,0.2073021834857,0.7420483235375193,0.01692400932400938,0.7973524840498426,0.8768431176998728,-0.02281236326318095,-231101.982350984,8.0402936726917,-231093.942057311,time,-3.392933669994818,0.1815825454761999,-3.211351124016801,-3.334174225160721,311.13490860361213,0.10073083937433439,1.1349198046625149,-3.233443385500406,312.26982845026174,2.767421659134703,0.18012432056110272,1.0,0.01101394074493729,0.0003509799999999,0.0083509799999999,2.755869039441445,0.18193178423420717,1.0,0.011127029097987306,0.0003509799999999,0.0083509799999999,0.00375098,0.00375098,-3.9064061419921927,-3.855862561002141,0.010895331376698512,0.010540940084131645,Single
280000.0,-0.0453,0.0159,-0.00426,-0.19,0.186,0.139,0.0192,-0.143,0.14,0.103,0.0107,-0.205,0.193,0.157,0.0245,0.145,0.103,0.156,0.238,0.0,0.0055509799999999,0.376287164439459,0.36794167263765254,0.3692975475218816,0.006989616917577379,-5.1869557486192586e-05,0.005038138213816861,2.3130352677632646e-05,0.12830305627831073,0.00445098,0.000996710093188118,time,0.0159,0.103,0.238,0.048198004108054096,0.15436893203733623,0.20251262230189743,0.7450495049486509,0.016506293706293758,0.10296037296037328,0.16016669529787916,0.20657844774957776,0.7444458672083143,0.016506293706293758,0.7890740839927397,0.8646903704261815,-0.025063418017795713,-231101.854162864,7.96325690770878,-231093.890905956,time,-3.264745549997315,0.10454578049327967,-3.1601997690158896,-3.2576822077445167,355.07292226255737,0.1029761256932908,0.9477876442231212,-3.154706081792742,356.020709947069,2.767421659134703,0.24674510364768631,1.0,0.015087556984050558,0.0003509799999999,0.0083509799999999,2.755869039441445,0.2487608380739068,1.0,0.015214323848573737,0.0003509799999999,0.0083509799999999,0.00375098,0.00375098,-3.9064061419921927,-3.855862561002141,0.010895331376698512,0.010540940084131645,Single
290000.0,-0.047,0.0151,-0.00425,-0.187,0.183,0.138,0.0192,-0.142,0.139,0.103,0.0105,-0.191,0.199,0.156,0.0244,0.145,0.102,0.155,0.237,0.0,0.00575098,0.387751882505623,0.38679073180791523,0.3857630905664837,0.001988791939139256,0.0022303567091802516,0.005144660943465692,2.4145697957523913e-05,0.13393513220916245,0.00445098,0.001072259470253053,time,0.0151,0.102,0.237,0.04954868817637859,0.14803921568482314,0.20906619483615835,0.7462686567145614,0.01642121212121217,0.10217202797202829,0.16061790881351987,0.2071192289222346,0.7462342681393682,0.01642121212121217,0.783032316838419,0.8671263324172498,-0.02461220450215501,-231101.710169489,7.88310951942232,-231093.82705997,time,-3.1207521749893203,0.024398392206820496,-3.0963537830102723,-3.1610368931953037,394.88081769416794,0.10120164800111975,1.0434624655867764,-3.05983524496374,395.92428019784893,2.767421659134703,0.3217404776433964,1.0,0.019673248703858955,0.0003509799999999,0.0083509799999999,2.755869039441445,0.32395533708843627,1.0,0.019813252958542478,0.0003509799999999,0.0083509799999999,0.00375098,0.00375098,-3.9064061419921927,-3.855862561002141,0.010895331376698512,0.010540940084131645,Single
300000.0,-0.046,0.0155,-0.00458,-0.19,0.185,0.138,0.0191,-0.139,0.141,0.102,0.0103,-0.196,0.2,0.158,0.0249,0.144,0.101,0.157,0.238,0.0,0.0059509799999999,0.405312441946444,0.39927632537937663,0.40257481569350567,0.00273762625293833,-0.00016475202364753987,0.0051826829353956395,2.5186327913173322e-05,0.13970746113234803,0.00445098,0.0011511209295586562,time,0.0155,0.101,0.238,0.04875680875529078,0.15346534653313398,0.20486054098775597,0.74875621890361,0.016459673659673713,0.10136596736596767,0.16235261566024134,0.20759795481040463,0.7480749012179378,0.016459673659673713,0.7768547796356866,0.8764914772938593,-0.022877497655433537,-231101.673143732,7.97088296394872,-231093.702260768,time,-3.0837264180008788,0.11217183673322051,-2.971554581017699,-3.075496690345613,430.95950681906055,0.09533932851686511,1.0579577220888452,-2.980157361600219,432.0174645751329,2.767421659134703,0.40432451009467796,1.0,0.02472295902094988,0.0003509799999999,0.0083509799999999,2.755869039441445,0.406749511565693,1.0,0.024876981610630625,0.0003509799999999,0.0083509799999999,0.00375098,0.00375098,-3.9064061419921927,-3.855862561002141,0.010895331376698512,0.010540940084131645,Single
310000.0,-0.0459,0.0163,-0.00327,-0.187,0.189,0.139,0.0193,-0.146,0.144,0.0997,0.00994,-0.202,0.203,0.158,0.025,0.145,0.0996,0.157,0.237,0.0,0.00615098,0.417055117388502,0.41672641896421714,0.4194281729809736,-0.00237305559247164,-0.003261427019501049,0.005078101589782322,2.6219453750876087e-05,0.1454381650409631,0.00445098,0.0012327373821013226,time,0.0163,0.0996,0.237,0.04881795673724987,0.16365461847225246,0.20598293981875057,0.7519920318706376,0.016795104895104947,0.10055617715617746,0.16712269100366997,0.2083061774076579,0.7500401706182841,0.016795104895104947,0.7706486592648675,0.9022436363678733,-0.018107422312004906,-231101.475177316,7.91772413476357,-231093.557453181,time,-2.8857600019837264,0.05901300754806993,-2.826746994018322,-2.9649928023400447,462.17119487902346,0.090019749298192,1.1746026594437282,-2.8749730527957125,463.3457975700618,2.767421659134703,0.49363758026453114,1.0,0.03018412528397818,0.0003509799999999,0.0083509799999999,2.755869039441445,0.49628583778025737,1.0,0.030353063271182052,0.0003509799999999,0.0083509799999999,0.00375098,0.00375098,-3.9064061419921927,-3.855862561002141,0.010895331376698512,0.010540940084131645,Single
320000.0,-0.047,0.0196,-0.0044,-0.193,0.188,0.139,0.0192,-0.14,0.144,0.101,0.0101,-0.201,0.195,0.157,0.0246,0.145,0.101,0.156,0.238,0.0,0.0063509799999999,0.445923203042963,0.43739614566034657,0.436151217274781,0.009771985768182001,0.0025686601900993923,0.005200939335568032,2.7258522843633638e-05,0.15120183592584518,0.00445098,0.0013182023971513666,time,0.0196,0.101,0.238,0.05111281639667296,0.19405940593867266,0.2147597327582277,0.74875621890361,0.017492307692307744,0.09991095571095603,0.1751877175793164,0.2104231887227886,0.7514793237724199,0.017492307692307744,0.7657037711858731,0.9457842164130748,-0.010042395736358484,-231101.550624738,7.97336315861266,-231093.577261579,time,-2.96120742399944,0.11465203139715996,-2.8465553919959348,-2.869557039995234,489.56228357739644,0.08920630021545613,1.569838759740939,-2.7803507395073472,491.1321223661296,2.767421659134703,0.5888109281101255,1.0,0.036003626006608766,0.0003509799999999,0.0083509799999999,2.755869039441445,0.5917336297738287,1.0,0.03619069281635209,0.0003509799999999,0.0083509799999999,0.00375098,0.00375098,-3.9064061419921927,-3.855862561002141,0.010895331376698512,0.010540940084131645,Single
