case,legacy_case,TimeStep,simtime,s1,s2,s3,p1,p2,p3,Px,Py,Pz,Px_mean,Py_mean,Pz_mean,Px_min,Px_max,Px_std,Px_var,Py_min,Py_max,Py_std,Py_var,Pz_min,Pz_max,Pz_std,Pz_var,absPx_mean,absPy_mean,absPz_mean,absP_mean,qdiff_absmax,Time_1,strain_y,stress_y,M2y,M2y_sqrt,m_y,progress_M2y,absPy_mean_norm,Py_mean_norm,stress_smooth,delta_sigma_serr,S_rms,H_M2_sections,is_loading,pred_M1_linear_sep,resid_pred_M1_linear_sep,pred_M1_quadratic_sep,resid_pred_M1_quadratic_sep,pred_M2_common,resid_pred_M2_common,pred_M3_structure,resid_pred_M3_structure,pred_M4_common_Ae,resid_pred_M4_common_Ae,pred_M5_common_AM,resid_pred_M5_common_AM,pred_M6_cross_from_Ref,resid_pred_M6_cross_from_Ref
90DW,twin,110000,5.3775,0.00208332,-0.00215098,-0.000210886,0.011073356,-0.062196665,0.004166955,-2.258144553,25.94567928,-0.043877178,-0.156,0.13,-0.00147,-0.186,-0.125,0.00917,8.41e-05,0.0838,0.162,0.0114,0.000129,-0.188,0.186,0.159,0.0252,0.156,0.13,0.158,0.258,0.0,110000.0,0.00215098,0.062196665,0.017029000000000002,0.13049521064008443,0.8636709438555562,0.1363290561444438,0.9285714285714285,0.9285714285714285,0.09018082754545455,-0.02798416254545455,0.019788257210636786,0.03134840892476675,True,0.1369879508798935,-0.07479128587989349,0.04475440144472016,0.017442263555279836,0.1357907969813171,-0.0735941319813171,0.12593023915287968,-0.06373357415287968,0.1255968746955314,-0.06340020969553141,0.125770739924,-0.06357407492400001,0.15438786900118184,-0.09219120400118185
90DW,twin,120000,5.8775,0.001886762,-0.00235098,0.000151013,0.010767271,-0.105568458,0.004194784,-2.08770754,25.98200723,0.023046466,-0.155,0.129,0.000997,-0.185,-0.121,0.00885,7.84e-05,0.0889,0.159,0.0107,0.000114,-0.186,0.192,0.161,0.0259,0.155,0.129,0.161,0.258,0.0,120000.0,0.00235098,0.105568458,0.016755,0.12944110629935143,0.8497743064360702,0.15022569356392979,0.9214285714285714,0.9214285714285714,0.10276741063636363,0.002801047363636372,0.02115079374454294,0.008844721885324789,True,0.14972521025746963,-0.04415675225746962,0.050480234049595264,0.05508822395040474,0.14525169919126796,-0.039683241191267954,0.13508750660289282,-0.02951904860289281,0.13460962324984588,-0.029041165249845874,0.13487636866557706,-0.029307910665577058,0.16603359576930504,-0.06046513776930504
90DW,twin,130000,6.3775,0.001835145,-0.00255098,0.000399544,0.012204018,-0.136646492,0.004699256,-2.022598477,25.96677657,-0.014502359,-0.153,0.127,-0.000738,-0.19,-0.124,0.00897,8.04e-05,0.0949,0.162,0.00994,9.89e-05,-0.193,0.192,0.162,0.0263,0.153,0.127,0.162,0.257,0.0,130000.0,0.00255098,0.136646492,0.0162279,0.1273887750156975,0.8230410305827458,0.1769589694172542,0.907142857142857,0.907142857142857,0.112512498,0.024133994000000006,0.02067179800478734,0.01587723089533201,True,0.16246246963504576,-0.025815977635045756,0.05647225849797666,0.08017423350202335,0.12142805649142493,0.015218435508575073,0.11740891099021362,0.019237581009786384,0.11559267391241064,0.021053818087589368,0.11675904707265662,0.019887444927343387,0.14918655435924638,-0.012540062359246373
90DW,twin,140000,6.8775,0.002265686,-0.00275098,0.000132849,0.012018585,-0.121088326,0.003073572,-2.291820669,25.75975481,-0.022171519,-0.156,0.127,-0.000769,-0.183,-0.123,0.00851,7.24e-05,0.0876,0.159,0.0107,0.000115,-0.192,0.189,0.16,0.0257,0.156,0.127,0.16,0.257,0.0,140000.0,0.00275098,0.121088326,0.016244,0.12745195173083856,0.8238575848252777,0.1761424151747223,0.907142857142857,0.907142857142857,0.118821585,0.0022667410000000027,0.021784286431428268,0.0010008617075293923,True,0.1751997290126219,-0.054111403012621906,0.06273047478986435,0.05835785121013565,0.1690392806228762,-0.04795095462287621,0.15732510327028396,-0.03623677727028396,0.15673270558958968,-0.035644379589589686,0.15706727515061522,-0.035978949150615225,0.19349032952124962,-0.07240200352124962
90DW,twin,150000,7.3775,0.002469788,-0.00295098,0.000169124,0.009908072,-0.085174504,0.005602725,-2.450098767,25.46202455,0.020662375,-0.159,0.123,0.000995,-0.193,-0.122,0.00915,8.37e-05,0.0841,0.154,0.0109,0.000119,-0.188,0.188,0.162,0.0263,0.159,0.123,0.162,0.258,0.0,150000.0,0.00295098,0.085174504,0.015248,0.12348279232346505,0.7733428006288988,0.22665719937110118,0.8785714285714284,0.8785714285714284,0.12387200809090909,-0.03869750409090909,0.02004514799102589,0.007628565642791305,True,0.18793698839019804,-0.10276248439019804,0.06925488292525833,0.015919621074741666,0.08355177736118792,0.0016227266388120776,0.08992965190850571,-0.004755147908505716,0.085787169363802,-0.0006126653638020008,0.08851596931491955,-0.0033414653149195506,0.12385680451281056,-0.03868230051281056
90DW,twin,160000,7.8775,0.002291763,-0.00315098,0.000466601,0.008528831,-0.137472854,0.006161044,-2.288379365,25.52229752,-0.014134335,-0.156,0.125,-0.000772,-0.183,-0.12,0.00891,7.93e-05,0.0875,0.164,0.0109,0.000119,-0.189,0.191,0.162,0.0261,0.156,0.125,0.161,0.257,0.0,160000.0,0.00315098,0.137472854,0.015744,0.125475097130865,0.798498757417457,0.20150124258254298,0.8928571428571428,0.8928571428571428,0.1363978099090909,0.0010750440909091108,0.021696167690756385,0.010078365310062898,True,0.20067424776777415,-0.06320139376777414,0.0760454829041586,0.0614273710958414,0.19427344440931482,-0.056800590409314816,0.180729015598242,-0.043256161598242,0.18007398894398818,-0.04260113494398818,0.18044132052810427,-0.042968466528104265,0.22218538982380598,-0.08471253582380597
90DW,twin,170000,8.3775,0.002336744,-0.00335098,0.000602599,0.009844271,-0.178718716,0.006112535,-2.278938376,25.55245967,-0.018270284,-0.157,0.123,-0.000531,-0.188,-0.131,0.00878,7.71e-05,0.0838,0.155,0.0106,0.000113,-0.194,0.19,0.162,0.0264,0.157,0.123,0.162,0.258,0.0,170000.0,0.00335098,0.178718716,0.015242,0.12345849504995596,0.773038494700005,0.22696150529999504,0.8785714285714284,0.8785714285714284,0.14877954063636364,0.029939175363636356,0.020026501716438206,0.016349835818023954,True,0.2134115071453503,-0.03469279114535029,0.08310227472656519,0.09561644127343481,0.173750639628222,0.004968076371778013,0.16571174026558444,0.01300697573441556,0.16383675283090218,0.014881963169097817,0.1650237067715955,0.013695009228404498,0.20816398445196238,-0.02944526845196238
90DW,twin,180000,8.8775,0.002508166,-0.00355098,0.000655225,0.00965763,-0.153764762,0.006296016,-2.405280778,25.31214404,0.014406209,-0.159,0.122,0.000402,-0.185,-0.13,0.00865,7.48e-05,0.0778,0.155,0.0111,0.000123,-0.194,0.19,0.161,0.026,0.159,0.122,0.161,0.258,0.0,180000.0,0.00355098,0.153764762,0.015007,0.12250306118624138,0.7611198458183293,0.23888015418167075,0.8714285714285713,0.8714285714285713,0.15479529354545454,-0.0010305315454545438,0.021705176954650518,0.008033195298575697,True,0.2261487665229264,-0.0723840045229264,0.09042525839247807,0.06333950360752193,0.18834033382348375,-0.03457557182348375,0.1790041268757919,-0.025239364875791898,0.17716857770990416,-0.023403815709904158,0.1783241006773194,-0.02455933867731941,0.2242001417177122,-0.07043537971771219
90DW,twin,190000,9.3775,0.002806263,-0.00375098,0.00052314,0.008899159,-0.137600816,0.005616997,-2.578062868,25.06253624,0.011048172,-0.161,0.12,-0.000789,-0.192,-0.127,0.00912,8.32e-05,0.0745,0.165,0.0109,0.000119,-0.197,0.194,0.161,0.0259,0.161,0.12,0.161,0.257,0.0,190000.0,0.00375098,0.137600816,0.014518999999999999,0.12049481316637659,0.7363696302682963,0.26363036973170373,0.857142857142857,0.857142857142857,0.1609186099090909,-0.023317793909090917,0.02059005684125594,0.018534717067910624,True,0.23888602590050254,-0.10128520990050255,0.09801443390189725,0.03958638209810274,0.16965863385763083,-0.032057817857630844,0.16547125329294765,-0.027870437292947664,0.16248177925183432,-0.024880963251834337,0.16441230005665824,-0.026811484056658258,0.21175478831937555,-0.07415397231937557
90DW,twin,200000,9.8775,0.002959022,-0.00395098,0.000539111,0.01018855,-0.166396985,0.005786456,-2.638420188,25.03190324,-0.018661052,-0.16,0.119,8.8e-05,-0.191,-0.129,0.00893,7.97e-05,0.0767,0.151,0.0104,0.000108,-0.19,0.196,0.162,0.0264,0.16,0.119,0.162,0.257,0.0,200000.0,0.00395098,0.166396985,0.014268999999999999,0.11945291959596466,0.7236902165643859,0.2763097834356141,0.8499999999999999,0.8499999999999999,0.17287173527272728,-0.0064747502727272865,0.022062306543326377,0.0001185409702450556,True,0.25162328527807865,-0.08522630027807865,0.1058698012548227,0.06052718374517729,0.18227571575085,-0.01587873075085,0.17717320945692666,-0.010776224456926664,0.17415242092903346,-0.007755435929033466,0.17609932274540263,-0.009702337745402634,0.22610231847065365,-0.059705333470653654
90DW,twin,210000,10.3775,0.002871647,-0.00415098,0.000801126,0.010634269,-0.215747331,0.004972975,-2.541044781,25.09898122,0.005685336,-0.16,0.121,0.000119,-0.187,-0.127,0.00874,7.64e-05,0.0806,0.154,0.0107,0.000115,-0.188,0.188,0.162,0.0261,0.16,0.121,0.161,0.258,0.0,210000.0,0.00415098,0.215747331,0.014756,0.12147427711248172,0.7483897144596033,0.25161028554039666,0.8642857142857142,0.8642857142857142,0.18715182518181817,0.02859550581818182,0.018854641660824296,0.037749888869136466,True,0.26436054465565484,-0.04861321365565485,0.11399136045125449,0.1017559705487455,0.2918138154177516,-0.0760664844177516,0.2670183148789261,-0.05127098387892609,0.2674425305881381,-0.05169519958813812,0.26705665122840005,-0.05130932022840007,0.3234177275129664,-0.1076703965129664
90DW,twin,220000,10.8775,0.00303823,-0.00435098,0.000857115,0.012050893,-0.198395703,0.003523096,-2.643662047,24.85937863,0.027086555,-0.162,0.117,-0.00042,-0.191,-0.13,0.00881,7.76e-05,0.0609,0.153,0.0117,0.000137,-0.193,0.19,0.163,0.0265,0.162,0.117,0.163,0.258,0.0,220000.0,0.00435098,0.198395703,0.013826000000000001,0.11758401251870937,0.701222295481057,0.29877770451894303,0.8357142857142856,0.8357142857142856,0.1942943352727273,0.004101367727272709,0.020190737823432135,0.008877386068478422,True,0.2770978040332309,-0.07870210103323091,0.12237911149119256,0.07601659150880745,0.21500580628505023,-0.01661010328505022,0.20662075748055284,-0.00822505448055283,0.20380620045028267,-0.005410497450282659,0.20560417874741374,-0.007208475747413734,0.26121416180820234,-0.06281845880820233
90DW,twin,230000,11.3775,0.003426709,-0.00455098,0.000652509,0.011553701,-0.17174174,0.004004249,-2.881641505,24.58087456,-0.023964957,-0.163,0.113,0.000383,-0.192,-0.125,0.009,8.11e-05,0.0714,0.145,0.0112,0.000125,-0.19,0.199,0.163,0.0266,0.163,0.113,0.162,0.257,0.0,230000.0,0.00455098,0.17174174,0.012894000000000001,0.11355175031676086,0.6539534411928792,0.34604655880712076,0.807142857142857,0.807142857142857,0.19964226254545456,-0.027900522545454554,0.01857732163112348,0.008375237382177868,True,0.289835063410807,-0.118093323410807,0.1310330543746369,0.04070868562536312,0.13793478217874292,0.03380695782125709,0.14601114268934914,0.02573059731065086,0.13994837921885322,0.03179336078114678,0.14393659010416346,0.027805149895836545,0.1987854458215086,-0.027043705821508585
90DW,twin,240000,11.8775,0.0034594,-0.00475098,0.000761616,0.010342922,-0.204002972,0.005912778,-2.88620913,24.56126642,-0.009939363,-0.162,0.116,-0.000552,-0.188,-0.131,0.00853,7.28e-05,0.0655,0.156,0.011,0.00012,-0.188,0.192,0.163,0.0264,0.162,0.116,0.162,0.257,0.0,240000.0,0.00475098,0.204002972,0.013576000000000001,0.11651609330903608,0.6885428817771466,0.3114571182228534,0.8285714285714285,0.8285714285714285,0.2119806120909091,-0.007977640090909094,0.01973017225554389,0.01606377738470311,True,0.3025723227883832,-0.09856935078838319,0.13995318910158758,0.06404978289841243,0.2731168417721951,-0.06911386977219508,0.256531843912317,-0.05252887191231698,0.25483387050139256,-0.05083089850139255,0.25586774440789223,-0.05186477240789222,0.31805300735195075,-0.11405003535195074
90DW,twin,250000,12.3775,0.003329061,-0.00495098,0.001083643,0.011037508,-0.252572705,0.005263809,-2.761258238,24.61103567,0.018025836,-0.162,0.115,4.37e-05,-0.188,-0.128,0.00866,7.5e-05,0.0814,0.144,0.00996,9.93e-05,-0.19,0.196,0.164,0.0269,0.162,0.115,0.164,0.258,0.0,250000.0,0.00495098,0.252572705,0.0133243,0.11543093172975778,0.6757772480600497,0.3242227519399503,0.8214285714285714,0.8214285714285714,0.22619312318181822,0.026379581818181785,0.01917231744364586,0.0011876785474488887,True,0.3153095821659593,-0.06273687716595927,0.14913951567204453,0.10343318932795548,0.28551036093784954,-0.03293765593784953,0.2680535512923901,-0.015480846292390105,0.2663162447490542,-0.013743539749054179,0.26737191835871243,-0.014799213358712426,0.3322091597635888,-0.07963645476358877
90DW,twin,260000,12.8775,0.003479605,-0.00515098,0.001153579,0.012274669,-0.242255493,0.003669154,-2.839965386,24.40554144,-0.032387993,-0.163,0.112,0.000688,-0.192,-0.135,0.00838,7.02e-05,0.0582,0.146,0.0109,0.000118,-0.191,0.195,0.165,0.0273,0.163,0.112,0.165,0.258,0.0,260000.0,0.00515098,0.242255493,0.012662000000000001,0.11252555265360842,0.6421869452756505,0.35781305472434954,0.7999999999999999,0.7999999999999999,0.23492266363636363,0.007332829363636356,0.019928839168720857,0.02866902300553616,True,0.3280468415435355,-0.08579134854353548,0.15859203408600783,0.08366345891399216,0.24390690602226445,-0.0016514130222644585,0.23603987592437242,0.006215617075627566,0.23232649748603737,0.009928995513962618,0.2347127441967512,0.007542748803248789,0.30014195929509335,-0.057886466295093364
90DW,twin,270000,13.3775,0.003804056,-0.00535098,0.001023035,0.010225984,-0.216040465,0.005234913,-3.056070948,24.11709306,-0.004102561,-0.164,0.11,-0.000814,-0.189,-0.135,0.00854,7.29e-05,0.0646,0.144,0.0111,0.000123,-0.193,0.194,0.164,0.027,0.164,0.11,0.164,0.257,0.0,270000.0,0.00535098,0.216040465,0.012223,0.11055767725490619,0.6199218948115838,0.3800781051884162,0.7857142857142857,0.7857142857142857,0.24001978772727273,-0.02397932272727274,0.01910278872184918,0.028442944112657395,True,0.34078410092111155,-0.12474363592111157,0.16831074434347734,0.047729720656522645,0.2316690729097494,-0.015628607909749404,0.22770240846587383,-0.011661943465873847,0.22306623082052235,-0.007025765820522362,0.22607128955155542,-0.010030824551555434,0.29321278780403004,-0.07717232280403005
90DW,twin,280000,13.8775,0.003897914,-0.00555098,0.001077984,0.008644732,-0.237545916,0.006254326,-3.106870848,24.02836607,0.02131726,-0.165,0.11,0.000586,-0.192,-0.133,0.00858,7.36e-05,0.0727,0.144,0.0112,0.000126,-0.192,0.191,0.163,0.0267,0.165,0.11,0.163,0.257,0.0,280000.0,0.00555098,0.237545916,0.012225999999999999,0.11057124400132251,0.6200740477760307,0.3799259522239693,0.7857142857142857,0.7857142857142857,0.25197903963636364,-0.014433123636363648,0.020118459474907667,0.02078144802244642,True,0.3535213602986877,-0.1159754442986877,0.1782956464444532,0.0592502695555468,0.27755754896408336,-0.04001163296408336,0.2662296248229045,-0.028683708822904525,0.2627554958347935,-0.025209579834793522,0.26497050676668527,-0.02742459076668527,0.33604182861939447,-0.09849591261939447
90DW,twin,290000,14.3775,0.003824387,-0.00575098,0.001330043,0.010436519,-0.289486607,0.005689034,-3.000138739,24.09648916,-0.048386824,-0.166,0.109,0.000268,-0.195,-0.133,0.00858,7.36e-05,0.0654,0.145,0.0111,0.000124,-0.196,0.194,0.164,0.0269,0.166,0.109,0.164,0.258,0.0,290000.0,0.00575098,0.289486607,0.012005,0.1095673308974897,0.6088654460617741,0.39113455393822594,0.7785714285714285,0.7785714285714285,0.26742186145454544,0.022064745545454567,0.01955153363413125,0.031036339820551134,True,0.36625861967626383,-0.07677201267626382,0.18854674038893535,0.10093986661106466,0.293988347974585,-0.004501740974585,0.2810064131829253,0.00848019381707471,0.27763775836881177,0.011848848631188236,0.2797767138082569,0.00970989319174309,0.35365403785865135,-0.06416743085865134
90DW,twin,300000,14.8775,0.003873482,-0.00595098,0.001506043,0.010991362,-0.293938438,0.004808426,-3.0142242,23.97316492,0.013641276,-0.165,0.108,-0.000584,-0.188,-0.138,0.00804,6.46e-05,0.0689,0.145,0.011,0.00012,-0.193,0.191,0.166,0.0276,0.165,0.108,0.166,0.258,0.0,300000.0,0.00595098,0.293938438,0.011784,0.10855413396089529,0.5976568443475173,0.4023431556524827,0.7714285714285714,0.7714285714285714,0.27647424145454547,0.017464196545454558,0.020374725537376112,0.02106293076806576,True,0.37899587905383997,-0.08505744105383994,0.19906402617692381,0.09487441182307621,0.31041914698508616,-0.016480708985086134,0.29578320154294585,-0.0018447635429458265,0.2925200209028293,0.001418417097170721,0.29458292084982807,-0.000644482849828043,0.3712662470979078,-0.07732780909790776
90DW,twin,310000,15.3775,0.004203987,-0.00615098,0.001372668,0.009110562,-0.26242193,0.005815609,-3.244666275,23.63407313,0.019335852,-0.166,0.106,0.000753,-0.195,-0.138,0.00803,6.45e-05,0.0638,0.139,0.0109,0.00012,-0.191,0.197,0.165,0.0272,0.166,0.106,0.164,0.257,0.0,310000.0,0.00615098,0.26242193,0.011356,0.10656453443805777,0.5759496880864228,0.4240503119135772,0.757142857142857,0.757142857142857,0.28158731572727275,-0.01916538572727272,0.020320875764117993,0.010606545264630427,True,0.3917331384314161,-0.12931120843141608,0.20984750380841857,0.05257442619158145,0.2996278962274027,-0.03720596622740269,0.28861204974501503,-0.026190119745015006,0.2844779552519702,-0.0220560252519702,0.28712460509708426,-0.024702675097084237,0.3655754021574573,-0.1031534721574573
90DW,twin,320000,15.8775,0.004444375,-0.00635098,0.001273521,0.009584099,-0.271815696,0.005793618,-3.371978451,23.47014019,-0.054627268,-0.169,0.105,7e-05,-0.199,-0.14,0.00847,7.18e-05,0.0645,0.14,0.011,0.000121,-0.192,0.194,0.163,0.0266,0.169,0.105,0.163,0.257,0.0,320000.0,0.00635098,0.271815696,0.011145999999999998,0.10557461816175324,0.565298980575138,0.43470101942486195,0.7499999999999999,0.7499999999999999,0.29333405845454547,-0.02151836245454547,0.02118091728996001,0.011837726293748671,True,0.4044703978089922,-0.1326547018089922,0.22089717328341957,0.05091852271658043,0.31750527759273495,-0.04568958159273495,0.30455515376560294,-0.03273945776560294,0.30057841880064323,-0.028762722800643237,0.3031139510311071,-0.031298255031107114,0.38442593794732605,-0.11261024194732605
90DW,twin,330000,16.3775,0.004436462,-0.00655098,0.001467681,0.011770536,-0.329947474,0.003555805,-3.287155047,23.59113906,0.009539613,-0.168,0.105,-0.000938,-0.195,-0.141,0.00826,6.82e-05,0.0658,0.135,0.011,0.000121,-0.188,0.202,0.165,0.0272,0.168,0.105,0.165,0.258,0.0,330000.0,0.00655098,0.329947474,0.011145999999999998,0.10557461816175324,0.565298980575138,0.43470101942486195,0.7499999999999999,0.7499999999999999,0.3086163737272727,0.021331100272727332,0.021050687173748413,0.022956800782544994,True,0.4172076571865683,-0.08726018318656831,0.2322130346019269,0.09773443939807311,0.36299923118666044,-0.033051757186660424,0.34276428403338793,-0.012816810033387915,0.33993544717455365,-0.009987973174553633,0.34169049400284085,-0.011743020002840832,0.426917253339796,-0.096969779339796
90DW,twin,340000,16.8775,0.004366744,-0.00675098,0.001766556,0.011000557,-0.34161278,0.004466533,-3.246966475,23.48615375,0.013442817,-0.166,0.103,0.00124,-0.195,-0.135,0.00846,7.16e-05,0.0527,0.138,0.0117,0.000137,-0.198,0.199,0.168,0.0283,0.166,0.103,0.168,0.258,0.0,340000.0,0.00675098,0.34161278,0.010745999999999999,0.10366291525902596,0.5450119186488815,0.45498808135111846,0.7357142857142857,0.7357142857142857,0.3185682628181818,0.023044517181818214,0.02144629538629855,0.010184865523755027,True,0.42994491656414446,-0.08833213656414446,0.24379508776394057,0.09781769223605943,0.35589019005945616,-0.014277410059456153,0.3385619357350836,0.003050844264916419,0.3349942568337264,0.006618523166273593,0.337243804521792,0.004368975478208026,0.42437851234635926,-0.08276573234635926
90DW,twin,350000,17.3775,0.004709848,-0.00695098,0.001620993,0.010434955,-0.303579152,0.006227636,-3.483083279,23.10139836,-0.045474176,-0.17,0.0996,-0.000762,-0.198,-0.138,0.00808,6.54e-05,0.0508,0.135,0.0119,0.000141,-0.192,0.193,0.166,0.0276,0.17,0.0996,0.166,0.258,0.0,350000.0,0.00695098,0.303579152,0.01006116,0.10030533385618134,0.5102784399249378,0.4897215600750622,0.7114285714285713,0.7114285714285713,0.3241990319090909,-0.020619879909090866,0.021715803616384352,0.03184923629292686,True,0.4426821759417206,-0.13910302394172058,0.2556433327694605,0.04793581923053952,0.3113225563913354,-0.007743404391335362,0.3041583735498667,-0.0005792215498666708,0.298508304946134,0.005070847053866012,0.30216027121111655,0.0014188807888834698,0.38977386820051785,-0.08619471620051783
90DW,twin,360000,17.8775,0.004945834,-0.00715098,0.001534532,0.010079577,-0.308816522,0.005373645,-3.599530169,22.92137413,0.033138414,-0.17,0.0991,0.000262,-0.198,-0.139,0.00846,7.16e-05,0.0535,0.139,0.0115,0.000133,-0.192,0.196,0.165,0.0272,0.17,0.0991,0.165,0.257,0.0,360000.0,0.00715098,0.308816522,0.009953809999999999,0.09976878269278422,0.5048338996804786,0.49516610031952135,0.7078571428571427,0.7078571428571427,0.3347351716363637,-0.0259186496363637,0.021771201866455408,0.02112152660776238,True,0.45541943531929674,-0.14660291331929676,0.2677577696184868,0.041058752381513186,0.3426991812769776,-0.033882659276977645,0.3309853232574775,-0.0221688012574775,0.3259767988724766,-0.01716027687247662,0.32919045417333476,-0.020373932173334774,0.42018024221042016,-0.11136372021042018
90DW,twin,370000,18.3775,0.00482591,-0.00735098,0.001822895,0.010640575,-0.371469663,0.004736631,-3.468098642,23.05242781,-0.013555353,-0.168,0.1,0.000333,-0.2,-0.136,0.00832,6.93e-05,0.0615,0.134,0.011,0.000121,-0.192,0.194,0.167,0.0278,0.168,0.1,0.166,0.258,0.0,370000.0,0.00735098,0.371469663,0.010121000000000002,0.10060318086422516,0.5133133843891059,0.4866866156108941,0.7142857142857143,0.7142857142857143,0.3503415701818182,0.021128092818181787,0.02287811720161463,0.017156982699711262,True,0.4681566946968729,-0.09668703169687287,0.2801383983110193,0.09133126468898073,0.4101798715894678,-0.038710208589467776,0.386921391278924,-0.015451728278923993,0.38384937521368034,-0.012379712213680338,0.3857496327295208,-0.01427996972952078,0.4814929954207905,-0.11002333242079049
90DW,twin,380000,18.8775,0.004839769,-0.00755098,0.002044406,0.010646048,-0.384145933,0.004149953,-3.473660246,22.94372367,-0.026741344,-0.169,0.0984,-0.000221,-0.201,-0.132,0.00861,7.41e-05,0.0598,0.141,0.0114,0.000131,-0.197,0.197,0.169,0.0285,0.169,0.0984,0.168,0.258,0.0,380000.0,0.00755098,0.384145933,0.009813559999999999,0.09906341403363807,0.49772074859258497,0.502279251407415,0.7028571428571428,0.7028571428571428,0.3614631240000001,0.022682808999999915,0.022400950978416153,0.0033627807572060445,True,0.48089395407444896,-0.09674802107444896,0.29278521884705805,0.09136071415294195,0.41524316344073237,-0.03109723044073237,0.3925330591208123,-0.008387126120812327,0.3891587926834429,-0.005012859683442894,0.3912585192380453,-0.007112586238045282,0.48937420947505195,-0.10522827647505195
90DW,twin,390000,19.3775,0.005115332,-0.00775098,0.001991469,0.010587155,-0.347016696,0.006340527,-3.651703605,22.55988017,0.034812302,-0.172,0.0937,-0.000109,-0.197,-0.143,0.00824,6.8e-05,0.0545,0.129,0.012,0.000145,-0.194,0.2,0.167,0.0279,0.172,0.0937,0.166,0.258,0.0,390000.0,0.00775098,0.347016696,0.00892469,0.09447057743022427,0.45263934675660594,0.5473606532433941,0.6692857142857143,0.6692857142857143,0.366847196909091,-0.019830500909090998,0.02312806772089135,0.0163434481025103,True,0.49363121345202515,-0.14661451745202514,0.3056982312266032,0.04131846477339679,0.3438440572402312,0.003172638759768809,0.3364964620059974,0.010520233994002592,0.3300774268849303,0.01693926911506971,0.33422991063401675,0.012786785365983266,0.43180085931816903,-0.08478416331816901
90DW,twin,400000,19.8775,0.00532768,-0.00795098,0.001921679,0.009802647,-0.351425067,0.005593188,-3.76119415,22.36549746,-0.024258931,-0.173,0.0926,2.44e-05,-0.198,-0.138,0.00813,6.6e-05,0.0469,0.141,0.012,0.000143,-0.192,0.195,0.166,0.0276,0.173,0.0926,0.166,0.257,0.0,400000.0,0.00795098,0.351425067,0.008717760000000001,0.09336894558684918,0.44214434244560535,0.5578556575543947,0.6614285714285714,0.6614285714285714,0.3762204485454546,-0.02479538154545463,0.02232069438306132,0.035044998645205896,True,0.5063684728296012,-0.1549434058296012,0.31887743544965463,0.032547631550345346,0.36212516659004823,-0.010700099590048251,0.35276507412458014,-0.001340007124580156,0.34651787926223915,0.004907187737760832,0.3505494598771147,0.000875607122885258,0.45099700079079974,-0.09957193379079976
90DW,twin,410000,20.3775,0.005379285,-0.00815098,0.002029796,0.010861581,-0.409835975,0.004085095,-3.740137402,22.46785417,-0.021123339,-0.171,0.0948,-0.000713,-0.201,-0.14,0.00795,6.31e-05,0.0567,0.131,0.0109,0.00012,-0.193,0.194,0.167,0.028,0.171,0.0948,0.167,0.258,0.0,410000.0,0.00815098,0.409835975,0.00910704,0.09543081263407538,0.46188771111223814,0.5381122888877619,0.677142857142857,0.677142857142857,0.3916288800909091,0.018207094909090893,0.02283423507821279,0.027549666828096137,True,0.5191057322071774,-0.10926975720717735,0.3323228315162124,0.07751314348378763,0.45881235464657777,-0.04897637964657775,0.43224905533288377,-0.02241308033288375,0.42898593408933317,-0.019149959089333146,0.43099621267189697,-0.021160237671896953,0.5373115670580351,-0.12747559205803505
90DW,twin,420000,20.8775,0.005306266,-0.00835098,0.002333282,0.010834,-0.434092314,0.005639532,-3.680175388,22.41676776,0.039767515,-0.172,0.0925,0.00058,-0.2,-0.148,0.00813,6.61e-05,0.056,0.126,0.0113,0.000127,-0.205,0.195,0.169,0.0284,0.172,0.0925,0.168,0.259,0.0,420000.0,0.00835098,0.434092314,0.00868325,0.09318395784683113,0.4403940761779175,0.5596059238220825,0.6607142857142857,0.6607142857142857,0.4039101141818182,0.030182199818181765,0.021617632687885704,0.01816995104892437,True,0.5318429915847535,-0.09775067758475348,0.34603441942627633,0.08805789457372365,0.4485747504083337,-0.014482436408333743,0.4255242843468607,0.008568029653139297,0.4214101071904463,0.012682206809553676,0.4239907164407185,0.010101597559281472,0.532094663461046,-0.09800234946104597
90DW,twin,430000,21.3775,0.005585269,-0.00855098,0.002289186,0.009706212,-0.394152788,0.004626254,-3.855143199,22.00396583,-0.041331599,-0.174,0.0876,-0.000758,-0.201,-0.14,0.00812,6.6e-05,0.0372,0.126,0.0124,0.000154,-0.196,0.193,0.169,0.0284,0.174,0.0876,0.168,0.258,0.0,430000.0,0.00855098,0.394152788,0.00782776,0.08847462913174602,0.3970056296596845,0.6029943703403156,0.6257142857142857,0.6257142857142857,0.40916537809090914,-0.015012590090909161,0.02255182339456427,0.021774019429259713,True,0.5445802509623296,-0.15042746296232967,0.36001219917984667,0.034140588820153306,0.38156536411731073,0.012587423882689242,0.3730269251183859,0.021125862881614055,0.36602542774367847,0.02812736025632151,0.3705523965848743,0.023600391415125654,0.47827907150956683,-0.08412628350956686
