case,legacy_case,TimeStep,simtime,s1,s2,s3,p1,p2,p3,Px,Py,Pz,Px_mean,Py_mean,Pz_mean,Px_min,Px_max,Px_std,Px_var,Py_min,Py_max,Py_std,Py_var,Pz_min,Pz_max,Pz_std,Pz_var,absPx_mean,absPy_mean,absPz_mean,absP_mean,qdiff_absmax,strain_y,stress_y,M2y,M2y_sqrt,m_y,progress_M2y,absPy_mean_norm,Py_mean_norm,stress_smooth,delta_sigma_serr,S_rms,H_M2_sections,is_loading,pred_M1_linear_sep,resid_pred_M1_linear_sep,pred_M1_quadratic_sep,resid_pred_M1_quadratic_sep,pred_M2_common,resid_pred_M2_common,pred_M3_structure,resid_pred_M3_structure,pred_M4_common_Ae,resid_pred_M4_common_Ae,pred_M5_common_AM,resid_pred_M5_common_AM,pred_M6_cross_from_90DW,resid_pred_M6_cross_from_90DW
Ref,single,140000,6.8775,0.001159782,-0.00275098,0.001125746,-0.002030715,-0.168120151,-0.001514947,-17.73154029,-11.30240347,-13.7088781,-0.0451,0.0186,-0.00432,-0.19,0.182,0.134,0.0179,-0.16,0.16,0.117,0.0136,-0.192,0.188,0.152,0.023,0.14,0.117,0.151,0.238,0.0,0.00275098,0.168120151,0.013945959999999999,0.11809301418796964,0.8113583513541972,0.1886416486458028,0.9,0.841628959276018,0.17151091218181816,-0.0033907611818181638,0.00261470405259648,0.07399012650178811,True,0.2436855038105975,-0.07556535281059751,0.17334639109319958,-0.00522624009319958,0.13662960421495574,0.03149054678504426,0.16574648026257913,0.0023736707374208688,0.1753573722389934,-0.0072372212389933965,0.16921993577949038,-0.0010997847794903814,0.13119460816072925,0.03692554283927074
Ref,single,150000,7.3775,0.001323088,-0.00295098,0.001116131,-0.002096519,-0.181971585,-0.003628717,-17.75751401,-11.26834384,-13.71118768,-0.0451,0.0199,-0.00373,-0.185,0.175,0.133,0.0178,-0.155,0.161,0.117,0.0136,-0.187,0.191,0.152,0.0232,0.14,0.117,0.151,0.239,0.0,0.00295098,0.181971585,0.01399601,0.11830473363310531,0.8142701971851962,0.18572980281480378,0.9,0.9004524886877828,0.18424103109090906,-0.0022694460909090663,0.0026755797772950347,0.07754972049575452,True,0.2614017724719907,-0.07943018747199071,0.1871770961235338,-0.005205511123533818,0.18967377929652526,-0.007702194296525272,0.21470105694116262,-0.03272947194116263,0.2203638418064254,-0.03839225680642541,0.21678233600548488,-0.03481075100548489,0.17549114958238565,0.006480435417614339
Ref,single,160000,7.8775,0.001323673,-0.00315098,0.001262726,-0.002086139,-0.198570276,-0.00374881,-17.74202673,-11.26755557,-13.70683125,-0.0448,0.019,-0.0039,-0.185,0.183,0.134,0.0179,-0.155,0.169,0.116,0.0134,-0.188,0.194,0.152,0.023,0.14,0.116,0.151,0.238,0.0,0.00315098,0.198570276,0.013761,0.11730728877610291,0.8005976119955249,0.19940238800447507,0.8923076923076924,0.8597285067873303,0.19717994218181817,0.0013903338181818214,0.0027688396650152715,0.08926872303985403,True,0.2791180411333839,-0.08054776513338391,0.2011742795235721,-0.0026040035235721237,0.1997156339531655,-0.0011453579531655045,0.22684409990906954,-0.028273823909069545,0.23319389365906948,-0.03462361765906949,0.22917375713686863,-0.030603481136868643,0.18511681341118486,0.013453462588815135
Ref,single,170000,8.3775,0.001477351,-0.00335098,0.001290955,-0.001462021,-0.211415367,-0.004587808,-17.76460531,-11.19978005,-13.71538852,-0.0446,0.0202,-0.00407,-0.182,0.174,0.133,0.0178,-0.156,0.157,0.114,0.013,-0.192,0.195,0.154,0.0236,0.139,0.115,0.153,0.238,0.0,0.00335098,0.211415367,0.01340804,0.11579309133104616,0.7800628446726602,0.21993715532733982,0.8846153846153846,0.9140271493212668,0.2102419475454546,0.0011734194545453824,0.003017789644119404,0.07370308385745687,True,0.29683430979477715,-0.08541894279477716,0.21533794129331454,-0.003922574293314551,0.1919643092997639,0.019451057700236085,0.22375554110480772,-0.012340174104807727,0.2327102274542544,-0.02129486045425441,0.2270123929451293,-0.015597025945129295,0.18039662018505692,0.03101874681494307
Ref,single,180000,8.8775,0.001521609,-0.00355098,0.001444763,-0.001594746,-0.22480337,-0.002763888,-17.76758197,-11.20024551,-13.71705874,-0.0452,0.0207,-0.00428,-0.194,0.18,0.135,0.0183,-0.15,0.155,0.112,0.0126,-0.199,0.192,0.152,0.0231,0.142,0.113,0.151,0.237,0.0,0.00355098,0.22480337,0.01302849,0.11414241104865448,0.7579811047095106,0.24201889529048937,0.8692307692307693,0.9366515837104071,0.22359821772727279,0.0012051522727272168,0.003120512363391004,0.07139460372255677,True,0.31455057845617035,-0.08974720845617035,0.22966808143276107,-0.004864711432761071,0.18020178805582437,0.04460158194417563,0.21723325367721472,0.007570116322785286,0.2292251897941803,-0.004421819794180298,0.22157032878101354,0.00323304121898646,0.17244237575850097,0.05236099424149904
Ref,single,190000,9.3775,0.001648079,-0.00375098,0.001512648,-0.000749793,-0.237309987,-0.002572636,-17.78346415,-11.18905066,-13.72131919,-0.0453,0.0197,-0.00385,-0.187,0.176,0.134,0.0181,-0.15,0.156,0.112,0.0125,-0.192,0.195,0.154,0.0237,0.141,0.112,0.153,0.238,0.0,0.00375098,0.237309987,0.012888090000000001,0.11352572395717193,0.7498128099108644,0.2501871900891356,0.8615384615384615,0.8914027149321265,0.23752771090909094,-0.0002177239090909444,0.003129323602039968,0.07408813192264653,True,0.33226684711756355,-0.09495686011756355,0.24416469994191173,-0.006854712941911728,0.20451589955454189,0.032794087445458114,0.24159386208526445,-0.004283875085264455,0.2527344350797721,-0.015424448079772113,0.2456348234132081,-0.008324836413208109,0.19357513188036202,0.04373485511963798
Ref,single,200000,9.8775,0.001773522,-0.00395098,0.001501049,-0.001466909,-0.255230006,-0.002337274,-17.80113922,-11.25479511,-13.72706084,-0.0448,0.0199,-0.00411,-0.186,0.18,0.134,0.018,-0.149,0.159,0.112,0.0126,-0.194,0.191,0.153,0.0235,0.14,0.113,0.152,0.237,0.0,0.00395098,0.255230006,0.01299601,0.11400004385964069,0.7560914593031002,0.24390854069689982,0.8692307692307693,0.9004524886877828,0.2515689550909091,0.0036610509090909127,0.0030046748735932482,0.08310835853319236,True,0.34998311577895674,-0.09475310977895673,0.25882779682076645,-0.0035977908207664444,0.2662899710894564,-0.011059965089456392,0.29802154427088756,-0.04279153827088755,0.3042730357534788,-0.049043029753478795,0.30033728032974144,-0.04510727432974143,0.24491020444037004,0.01031980155962997
Ref,single,210000,10.3775,0.001782335,-0.00415098,0.001719567,-0.002755238,-0.260064323,-0.002354203,-17.81333181,-11.24072627,-13.72173862,-0.0463,0.0196,-0.0045,-0.186,0.179,0.135,0.0183,-0.155,0.154,0.11,0.0122,-0.198,0.195,0.154,0.0236,0.142,0.111,0.153,0.237,0.0,0.00415098,0.260064323,0.01258416,0.11217914244635675,0.7321305461063589,0.26786945389364114,0.8538461538461538,0.8868778280542986,0.26554350181818187,-0.005479178818181885,0.003095221519994687,0.07237291125164645,True,0.36769938444035,-0.10763506144035001,0.27365737206932533,-0.013593049069325347,0.24965487933500938,0.010409443664990609,0.2873281611481607,-0.02726383814816069,0.2971421049755079,-0.03707778197550793,0.29091001085882734,-0.030845687858827353,0.23302742094747952,0.027036902052520462
Ref,single,220000,10.8775,0.001996241,-0.00435098,0.001688055,-0.001081243,-0.273691092,-0.003238368,-17.83356795,-11.30630998,-13.72112195,-0.0446,0.019,-0.00378,-0.188,0.183,0.135,0.0183,-0.147,0.15,0.109,0.0118,-0.196,0.201,0.155,0.0242,0.141,0.109,0.155,0.238,0.0,0.00435098,0.273691092,0.012161,0.11027692415006868,0.7075116313841711,0.29248836861582894,0.8384615384615385,0.8597285067873303,0.27925594518181823,-0.005564853181818208,0.0036445254682180247,0.0957466856409648,True,0.3854156531017432,-0.11172456110174317,0.2886534256875883,-0.014962333687588258,0.23131363363400387,0.04237745836599616,0.27517424885168856,-0.0014831568516885385,0.28873454722653347,-0.015043455226533442,0.28008730262568754,-0.006396210625687515,0.21976904064838965,0.05392205135161038
Ref,single,230000,11.3775,0.002028608,-0.00455098,0.001814331,-0.000341244,-0.291119624,-0.004117975,-17.84820791,-11.27512798,-13.73692649,-0.0457,0.0195,-0.00389,-0.185,0.18,0.136,0.0185,-0.142,0.15,0.108,0.0117,-0.195,0.195,0.155,0.024,0.142,0.109,0.154,0.238,0.0,0.00455098,0.291119624,0.01208025,0.10991019061033422,0.7028136983001918,0.2971863016998082,0.8384615384615385,0.8823529411764706,0.2942442903636364,-0.003124666363636397,0.003767878750287459,0.0545389287732513,True,0.4031319217631364,-0.11201229776313637,0.3038159576755553,-0.012696333675555282,0.2646261609516612,0.026493463048338828,0.3072378250063242,-0.016118201006324162,0.3189768428057022,-0.02785721880570219,0.3115114720736873,-0.02039184807368727,0.2481568232503386,0.04296280074966141
Ref,single,240000,11.8775,0.00209479,-0.00475098,0.001907561,-9.42e-05,-0.310509039,-0.004182515,-17.8686243,-11.30760846,-13.72686863,-0.0462,0.0185,-0.00415,-0.188,0.178,0.137,0.0187,-0.147,0.152,0.107,0.0114,-0.194,0.197,0.155,0.0242,0.143,0.107,0.154,0.238,0.0,0.00475098,0.310509039,0.011742250000000001,0.10836166296250718,0.6831492848960433,0.3168507151039567,0.823076923076923,0.83710407239819,0.30905779154545454,0.0014512474545454457,0.003787821590571713,0.09446532953046526,True,0.42084819042452964,-0.11033915142452966,0.3191449680332265,-0.00863592903322652,0.2591316057978633,0.05137743320213667,0.3060811421029669,0.004427896897033101,0.32018180078180797,-0.009672761781807981,0.3111958871819391,-0.0006868481819390926,0.24525616390756577,0.06525287509243421
Ref,single,250000,12.3775,0.002198976,-0.00495098,0.001977523,-0.000728464,-0.322573837,-0.002755078,-17.85427363,-11.32175421,-13.731465,-0.0454,0.0182,-0.00362,-0.185,0.184,0.137,0.0187,-0.144,0.146,0.106,0.0113,-0.19,0.194,0.156,0.0242,0.143,0.106,0.155,0.238,0.0,0.00495098,0.322573837,0.01163124,0.10784822668917649,0.6766908632037517,0.3233091367962483,0.8153846153846154,0.8235294117647058,0.324330742,-0.0017569050000000308,0.0037875582938050596,0.06676494959187759,True,0.43856445908592284,-0.11599062208592287,0.3346404567606018,-0.012066619760601804,0.2878793039004134,0.03469453309958659,0.33423706018531896,-0.011663223185318983,0.34700847017684167,-0.02443463317684169,0.33888654850041183,-0.01631271150041186,0.26996352570000126,0.05261031129999871
Ref,single,260000,12.8775,0.002255397,-0.00515098,0.002120189,-0.002381992,-0.335691599,-0.003701527,-17.89349878,-11.28062427,-13.73919366,-0.0464,0.0189,-0.00446,-0.186,0.184,0.137,0.0188,-0.166,0.148,0.105,0.0111,-0.195,0.201,0.155,0.0241,0.143,0.106,0.154,0.237,0.0,0.00515098,0.335691599,0.01145721,0.10703835761071823,0.6665660174501307,0.33343398254986933,0.8153846153846154,0.8552036199095022,0.3390421157272727,-0.003350516727272712,0.003873197741352185,0.07723486848352806,True,0.4562807277473161,-0.12058912874731609,0.3503024238576812,-0.01461082485768117,0.30712020963230885,0.028571389367691158,0.3542548218990237,-0.01856322289902368,0.3667216973338,-0.031030098333799994,0.3588017411367049,-0.02311014213670487,0.2870059793822085,0.0486856196177915
Ref,single,270000,13.3775,0.002321091,-0.00535098,0.002204977,-0.00209526,-0.349407153,-0.004321875,-17.88080152,-11.32705034,-13.73989413,-0.046,0.0181,-0.00416,-0.187,0.181,0.137,0.0189,-0.148,0.152,0.104,0.0109,-0.198,0.198,0.156,0.0245,0.144,0.104,0.156,0.238,0.0,0.00535098,0.349407153,0.01122761,0.10596041713772177,0.6532081792324014,0.3467918207675986,0.7999999999999999,0.8190045248868778,0.35593837754545454,-0.006531224545454517,0.004294992054005547,0.08667658736100436,True,0.47399699640870924,-0.12458984340870921,0.36613086932446465,-0.01672371632446462,0.3179781821360648,0.0314289708639352,0.36709649111184284,-0.01768933811184281,0.3801624080647045,-0.0307552550647045,0.3718606533117345,-0.022453500311734487,0.29728964309796946,0.05211750990203057
Ref,single,280000,13.8775,0.002443754,-0.00555098,0.002243976,-0.000620923,-0.376287164,-0.003293992,-17.88433473,-11.52284698,-13.74814856,-0.0453,0.0159,-0.00426,-0.19,0.186,0.139,0.0192,-0.143,0.14,0.103,0.0107,-0.205,0.193,0.157,0.0245,0.145,0.103,0.156,0.238,0.0,0.00555098,0.376287164,0.01095281,0.10465567352035914,0.6372206620624014,0.36277933793759864,0.7923076923076923,0.7194570135746606,0.3729056404545455,0.0033815235454545123,0.004369985514116395,0.07392780310574944,True,0.49171326507010243,-0.11542610107010243,0.38212579316095224,-0.005838629160952236,0.3220175729966339,0.05426959100336609,0.37410120907326727,0.002185954926732736,0.38850112594951214,-0.012213961949512131,0.3793427456766318,-0.00305558167663178,0.30207578465279183,0.07421137934720817
Ref,single,290000,14.3775,0.00247063,-0.00575098,0.002399896,-0.003447833,-0.387751883,-0.003052857,-17.90823491,-11.57989754,-13.75541266,-0.047,0.0151,-0.00425,-0.187,0.183,0.138,0.0192,-0.142,0.139,0.103,0.0105,-0.191,0.199,0.156,0.0244,0.145,0.102,0.155,0.237,0.0,0.00575098,0.387751883,0.010728010000000001,0.10357610728348503,0.6241420817865062,0.3758579182134938,0.7846153846153845,0.6832579185520362,0.38951537254545454,-0.0017634895454545219,0.004450508936650915,0.11637844608091907,True,0.5094295337314957,-0.12167765073149567,0.39828719536714396,-0.010535312367143945,0.3335996426660383,0.05415224033396171,0.3875627315163233,0.0001891514836767083,0.402483641230445,-0.01473175823044498,0.3929938865040655,-0.005242003504065507,0.3129432560316616,0.0748086269683384
Ref,single,300000,14.8775,0.002626916,-0.00595098,0.00242307,-0.001967519,-0.405312442,-0.00253018,-17.91420369,-11.60095518,-13.7505429,-0.046,0.0155,-0.00458,-0.19,0.185,0.138,0.0191,-0.139,0.141,0.102,0.0103,-0.196,0.2,0.158,0.0249,0.144,0.101,0.157,0.238,0.0,0.00595098,0.405312442,0.01054025,0.10266571969260235,0.6132184419617637,0.38678155803823633,0.7769230769230769,0.7013574660633484,0.40547201454545456,-0.00015957254545456712,0.004440832250213211,0.1308611410120492,True,0.5271458023928889,-0.12183336039288889,0.4146150759430398,-0.009302633943039817,0.3507693287970269,0.054543113202973115,0.40580745471937113,-0.0004950127193711351,0.4206470816224268,-0.015334639622426816,0.4112150584325451,-0.0059026164325450825,0.32831577654418476,0.07699666545581524
Ref,single,310000,15.3775,0.002643744,-0.00615098,0.002591184,-0.001499516,-0.417055117,-0.002040032,-17.92248838,-11.57412922,-13.75201608,-0.0459,0.0163,-0.00327,-0.187,0.189,0.139,0.0193,-0.146,0.144,0.0997,0.00994,-0.202,0.203,0.158,0.025,0.145,0.0996,0.157,0.237,0.0,0.00615098,0.417055117,0.01020569,0.10102321515374572,0.5937541634159297,0.4062458365840703,0.7661538461538461,0.7375565610859728,0.42159604045454546,-0.004540923454545487,0.004411199213485399,0.1142245818131826,True,0.5448620710542821,-0.1278069540542821,0.43110943488863973,-0.014054317888639756,0.3457937099452769,0.07126140705472306,0.4050949999643503,0.011960117035649698,0.4222403328593861,-0.005185215859386139,0.4113239040750196,0.005731212924980356,0.3258335126933065,0.09122160430669346
Ref,single,320000,15.8775,0.002738228,-0.00635098,0.002651447,-0.002064014,-0.445923203,-0.003417508,-17.9384579,-11.31427699,-13.75525709,-0.047,0.0196,-0.0044,-0.193,0.188,0.139,0.0192,-0.14,0.144,0.101,0.0101,-0.201,0.195,0.157,0.0246,0.145,0.101,0.156,0.238,0.0,0.00635098,0.445923203,0.01048416,0.10239218720195403,0.6099551965539569,0.3900448034460431,0.7769230769230769,0.8868778280542986,0.4376818647272727,0.008241338272727272,0.004452937376271485,0.06963931615029072,True,0.5625783397156753,-0.11665513671567529,0.4477702722039437,-0.0018470692039437298,0.43329585889712696,0.012627344102873028,0.48354684223681776,-0.037623639236817774,0.49302992645127514,-0.047106723451275145,0.4870689852972636,-0.04114578229726362,0.39791200128313886,0.04801120171686113
Ref,single,330000,16.3775,0.002891388,-0.00655098,0.002696317,-0.000490394,-0.460330984,-0.00516973,-17.95952442,-11.30872499,-13.74509694,-0.0468,0.0182,-0.00495,-0.189,0.188,0.138,0.0191,-0.14,0.139,0.0991,0.00982,-0.193,0.197,0.158,0.0251,0.145,0.0994,0.158,0.237,0.0,0.00655098,0.460330984,0.01015124,0.10075336222677633,0.5905863311382495,0.40941366886175046,0.7646153846153846,0.8235294117647058,0.45415720281818184,0.006173781181818161,0.003994961266422835,0.10387227328404756,True,0.5802946083770685,-0.11996362437706848,0.46459758788895184,-0.0042666038889518365,0.4285676399103068,0.031763344089693224,0.4830461706687941,-0.022715186668794074,0.49480829424282713,-0.03447731024282713,0.48738017572930886,-0.027049191729308864,0.3956292050504894,0.06470177894951062
Ref,single,340000,16.8775,0.002958343,-0.00675098,0.002824746,-0.000476911,-0.473826677,-0.003692988,-17.97266865,-11.30372004,-13.75943263,-0.0463,0.0185,-0.00445,-0.188,0.186,0.139,0.0194,-0.135,0.145,0.0978,0.00957,-0.196,0.203,0.159,0.0252,0.146,0.0982,0.158,0.238,0.0,0.00675098,0.473826677,0.009912250000000001,0.09956028324588073,0.5766821945718074,0.42331780542819264,0.7553846153846153,0.83710407239819,0.46963426,0.004192416999999948,0.0038627753032923224,0.07302246532661671,True,0.5980108770384618,-0.12418420003846181,0.48159138194366413,-0.007764704943664158,0.43800909733376375,0.03581757966623622,0.49467525199996304,-0.020848574999963065,0.5071890998227396,-0.03336242282273966,0.4992805406030747,-0.025453863603074722,0.40477079502529434,0.06905588197470564
Ref,single,350000,17.3775,0.003004608,-0.00695098,0.002958974,4.51e-05,-0.486032101,-0.002117363,-17.97480136,-11.32025641,-13.76295656,-0.0474,0.019,-0.00434,-0.196,0.183,0.14,0.0196,-0.133,0.136,0.0963,0.00927,-0.195,0.201,0.159,0.0253,0.147,0.0968,0.158,0.238,0.0,0.00695098,0.486032101,0.009631,0.09813765841918178,0.5603194245424679,0.43968057545753214,0.7446153846153846,0.8597285067873303,0.4849552104545455,0.001076890545454512,0.004453365316753677,0.10688306682142912,True,0.615727145699855,-0.129695044699855,0.49875165436808044,-0.01271955336808045,0.4410754826279933,0.04495661837200671,0.5008470421832572,-0.014814941183257158,0.5147997678434472,-0.02876766684344717,0.5059668257163049,-0.01993472471630492,0.40877244503281474,0.07725965596718526
Ref,single,360000,17.8775,0.003077024,-0.00715098,0.00302946,-0.002293341,-0.499938122,-0.001755218,-17.97687771,-11.31785862,-13.77055255,-0.0469,0.0183,-0.00401,-0.188,0.182,0.141,0.0199,-0.142,0.14,0.0952,0.00905,-0.198,0.196,0.158,0.0251,0.147,0.0954,0.158,0.237,0.0,0.00715098,0.499938122,0.00938489,0.09687564193335702,0.5460010553623051,0.45399894463769486,0.7338461538461538,0.8280542986425339,0.500386760909091,-0.00044863890909097037,0.004846257368483772,0.0924146592964139,True,0.6334434143612482,-0.1335052923612482,0.5160784051622009,-0.016140283162200952,0.44944286258907196,0.05049525941092803,0.5115566745562417,-0.011618552556241668,0.5263768966741514,-0.026438774674151455,0.5169887180890053,-0.017050596089005277,0.41704805364067543,0.08289006835932455
Ref,single,370000,18.3775,0.003251307,-0.00735098,0.00307022,-0.000943795,-0.512635666,-0.003568132,-18.01225021,-11.29520106,-13.76900309,-0.0465,0.0178,-0.00394,-0.187,0.187,0.14,0.0197,-0.134,0.137,0.0938,0.00879,-0.198,0.203,0.16,0.0256,0.147,0.0938,0.159,0.237,0.0,0.00735098,0.512635666,0.00910684,0.09542976474874074,0.5298244572941883,0.47017554270581174,0.7215384615384615,0.8054298642533936,0.516546633,-0.003910967000000043,0.004794568694444601,0.13301705016697446,True,0.6511596830226414,-0.1385240170226414,0.5335716343260255,-0.02093596832602551,0.4529919793270669,0.05964368667293307,0.51814170022636,-0.005506034226359979,0.5343487677282107,-0.021713101728210726,0.5240698223038376,-0.011434156303837595,0.4214389087569347,0.09119675724306531
Ref,single,380000,18.8775,0.00325987,-0.00755098,0.003211891,-0.001830502,-0.530635872,-0.003920933,-18.02070412,-11.31891328,-13.77311068,-0.0473,0.0182,-0.00416,-0.193,0.183,0.141,0.02,-0.139,0.147,0.0926,0.00857,-0.202,0.2,0.16,0.0257,0.148,0.0928,0.16,0.238,0.0,0.00755098,0.530635872,0.00890124,0.09434638307852612,0.5178629087856294,0.48213709121437065,0.7138461538461538,0.8235294117647058,0.5309498795454545,-0.0003140075454545199,0.0056807861314789754,0.09261181497774836,True,0.6688759516840346,-0.13824007968403462,0.5512313418595541,-0.020595469859554183,0.46747043765906354,0.06316543434093641,0.5340826355903623,-0.003446763590362334,0.5504985012092555,-0.019862629209255522,0.5400898777408849,-0.009454005740884952,0.43464161078823826,0.09599426121176169
Ref,single,390000,19.3775,0.003335161,-0.00775098,0.003305641,-0.0004556,-0.546534793,-0.004009654,-18.0178354,-11.31212009,-13.76602476,-0.0472,0.0192,-0.00434,-0.195,0.193,0.142,0.0202,-0.134,0.136,0.091,0.00829,-0.209,0.205,0.16,0.0255,0.149,0.0912,0.159,0.238,0.0,0.00775098,0.546534793,0.00865864,0.09305181352343435,0.5037487469754328,0.4962512530245672,0.7015384615384616,0.8687782805429863,0.5464389063636363,9.588663636361794e-05,0.005576200171414833,0.09781144263816918,True,0.6865922203454278,-0.1400574273454278,0.569057527762787,-0.02252273476278699,0.47636731367252255,0.07016747932747741,0.5452455356379575,0.0012892573620424397,0.5624718246171677,-0.015937031617167752,0.5515448373156554,-0.0050100443156554375,0.44334412874974705,0.10319066425025292
Ref,single,400000,19.8775,0.003427925,-0.00795098,0.003400672,-0.000104105,-0.556282338,-0.003332339,-18.03239004,-11.32405245,-13.76368569,-0.047,0.0183,-0.00409,-0.196,0.186,0.141,0.02,-0.137,0.134,0.09,0.0081,-0.199,0.201,0.161,0.0258,0.148,0.0903,0.16,0.237,0.0,0.00795098,0.556282338,0.00843489,0.09184165721501328,0.49073125437431386,0.5092687456256861,0.6946153846153846,0.8280542986425339,0.5638411488181818,-0.0075588108181817715,0.0064217933713149366,0.11665450951147724,True,0.704308489006821,-0.14802615100682093,0.5870501920357238,-0.030767854035723796,0.48810777959691243,0.06817455840308762,0.5588426509751276,-0.002560312975127599,0.576572859643419,-0.020290521643418935,0.5653255281608022,-0.009043190160802128,0.4543393080549216,0.10194302994507842
Ref,single,410000,20.3775,0.003554837,-0.00815098,0.003450254,-0.001198599,-0.575059497,-0.003016522,-18.05119959,-11.36171121,-13.78332972,-0.0476,0.0174,-0.0045,-0.194,0.188,0.141,0.02,-0.128,0.133,0.089,0.00793,-0.197,0.202,0.162,0.0261,0.148,0.0891,0.161,0.238,0.0,0.00815098,0.575059497,0.008232759999999999,0.09073455791483198,0.47897158608620566,0.5210284139137944,0.6853846153846154,0.7873303167420813,0.58140116,-0.006341662999999942,0.006556778396694724,0.09688125324031288,True,0.7220247576682143,-0.14696526066821425,0.6052093346783648,-0.030149837678364766,0.5031096998382419,0.07194979716175809,0.5752316885701548,-0.00017219157015480047,0.5931142726637545,-0.018054775663754463,0.5817737155611493,-0.006714218561149288,0.46796405437601374,0.10709544262398629
Ref,single,420000,20.8775,0.003570543,-0.00835098,0.003620464,-0.002558561,-0.59481371,-0.00254961,-18.05254358,-11.34879002,-13.77671854,-0.0474,0.0185,-0.00381,-0.19,0.186,0.143,0.0204,-0.131,0.134,0.0877,0.0077,-0.203,0.202,0.162,0.0261,0.149,0.0879,0.161,0.238,0.0,0.00835098,0.59481371,0.00804225,0.08967859276326764,0.46788795473228767,0.5321120452677124,0.6761538461538462,0.83710407239819,0.598704526,-0.0038908159999999636,0.006685679595243859,0.12294907395749334,True,0.7397410263296074,-0.14492731632960731,0.6235349556907098,-0.028721245690709774,0.5198645386347451,0.07494917136525492,0.5931212875267136,0.0016924224732864923,0.6109673041989497,-0.016153594198949683,0.59965558982419,-0.004841879824189932,0.4830021017482151,0.11181160825178493
Ref,single,430000,21.3775,0.003696033,-0.00855098,0.003655347,-0.001019603,-0.604358915,-0.003505034,-18.07334885,-11.31245204,-13.78422892,-0.0473,0.0197,-0.00448,-0.194,0.187,0.142,0.0203,-0.126,0.13,0.0861,0.00742,-0.208,0.201,0.162,0.0263,0.149,0.0865,0.161,0.238,0.0,0.00855098,0.604358915,0.00780809,0.08836339739960206,0.45426482146981595,0.545735178530184,0.6653846153846154,0.8914027149321265,0.6173987585454546,-0.01303984354545451,0.00668391720192219,0.11162426309931099,True,0.7574572949910007,-0.15309837999100062,0.642027055072759,-0.03766814007275898,0.5300346188311353,0.07432429616886471,0.605374096170808,-0.0010151811708078995,0.6238933006073277,-0.019534385607327676,0.6121518847794366,-0.007792969779436554,0.49273114818402286,0.11162776681597719
Ref,single,440000,21.8775,0.003813472,-0.00875098,0.003736702,0.00041567,-0.630710279,-0.00327872,-18.06613217,-10.82189374,-13.78468735,-0.048,0.025,-0.00404,-0.197,0.184,0.142,0.0202,-0.125,0.136,0.0848,0.00719,-0.197,0.198,0.162,0.0261,0.149,0.0864,0.161,0.237,0.0,0.00875098,0.630710279,0.007815,0.08840248865275231,0.4546668365485813,0.5453331634514187,0.6646153846153846,1.1312217194570136,0.6357267542727273,-0.005016475272727305,0.0068551001379700245,0.12799335162702716,True,0.7751735636523939,-0.1444632846523939,0.6606856328245124,-0.02997535382451244,0.576570970636442,0.05413930836355796,0.6487577419426399,-0.018047462942639925,0.6640303017813833,-0.03332002278138335,0.6543916299919551,-0.02368135099195512,0.5317807182334915,0.0989295607665085
Ref,single,450000,22.3775,0.003797706,-0.00895098,0.003931834,-0.003064799,-0.665251344,-0.003755246,-18.06690987,-10.31034914,-13.78922196,-0.048,0.0289,-0.00472,-0.191,0.187,0.142,0.0202,-0.124,0.125,0.0835,0.00697,-0.205,0.206,0.164,0.0268,0.149,0.0866,0.163,0.239,0.0,0.00895098,0.665251344,0.00780521,0.08834709955623897,0.4540972667047155,0.5459027332952845,0.6661538461538461,1.3076923076923075,0.653885782,0.01136556199999994,0.008473639551179152,0.12833843282401652,True,0.7928898323137872,-0.1276384883137872,0.6795106889459698,-0.01425934494596981,0.6205880677195978,0.04466327628040212,0.6899848150176068,-0.024733471017606812,0.7022822746251326,-0.03703093062513263,0.694570913017986,-0.029319569017986047,0.5687991241217283,0.09645221987827168
Ref,single,460000,22.8775,0.003920455,-0.00915098,0.003977563,-0.002265741,-0.679192224,-0.003129645,-18.09760411,-10.33489245,-13.78619355,-0.0479,0.0291,-0.00456,-0.193,0.184,0.143,0.0205,-0.116,0.13,0.0819,0.00671,-0.198,0.201,0.163,0.0264,0.15,0.085,0.162,0.238,0.0,0.00915098,0.679192224,0.00755681,0.08692991429881891,0.43964566821480283,0.5603543317851971,0.6538461538461539,1.3167420814479638,0.674672187,0.004520037000000032,0.00823436452494902,0.11287608110815005,True,0.8106061009751803,-0.13141387697518025,0.6985022234371313,-0.019309999437131298,0.6286099929912318,0.05058223100876824,0.7003987257453325,-0.02120650174533245,0.7136009175350942,-0.03440869353509424,0.7053102629711022,-0.02611803897110221,0.5767962078236473,0.10239601617635274
Ref,single,470000,23.3775,0.004017031,-0.00935098,0.004079026,0.000154904,-0.690275148,-0.003475119,-18.0974716,-10.25287775,-13.78293626,-0.0483,0.031,-0.00394,-0.192,0.191,0.143,0.0204,-0.131,0.131,0.0796,0.00633,-0.198,0.204,0.164,0.0268,0.15,0.0833,0.163,0.238,0.0,0.00935098,0.690275148,0.007291,0.08538735269347562,0.42418117789836285,0.5758188221016372,0.6407692307692308,1.4027149321266967,0.6946315149090909,-0.004356366909090914,0.010358831575153236,0.16749665074869155,True,0.8283223696365735,-0.13804722163657346,0.7176602362979969,-0.027385088297996907,0.6340055575016293,0.05626959049837066,0.7085643771525542,-0.018289229152554154,0.722954390191725,-0.03267924219172502,0.7139015502495636,-0.023626402249563583,0.5826757724808334,0.10759937551916665
