Time,Px_mean,Py_mean,Pz_mean,Px_min,Px_max,Px_std,Px_var,Py_min,Py_max,Py_std,Py_var,Pz_min,Pz_max,Pz_std,Pz_var,absPx_mean,absPy_mean,absPz_mean,absP_mean,qdiff_absmax,strain,stress_raw,stress_sm,stress_trend,E_tan,delta_sigma_serr,S_rms,A_sigma,A_sigma_norm,onset_sigma,align_method,P_parallel,Pabs_parallel_mean,Pmag_mean,Pvec_norm,chi_parallel,chi_vec,eta_perp_comp,P_parallel_sm,dP_parallel_de,A_P_parallel,A_P_parallel_norm,onset_P_parallel,Pabs_parallel_mean_sm,dPabs_parallel_mean_de,A_Pabs_parallel_mean,A_Pabs_parallel_mean_norm,onset_Pabs_parallel_mean,Pmag_mean_sm,dPmag_mean_de,A_Pmag_mean,A_Pmag_mean_norm,onset_Pmag_mean,Pvec_norm_sm,dPvec_norm_de,A_Pvec_norm,A_Pvec_norm_norm,onset_Pvec_norm,chi_parallel_sm,dchi_parallel_de,A_chi_parallel,A_chi_parallel_norm,onset_chi_parallel,chi_vec_sm,dchi_vec_de,A_chi_vec,A_chi_vec_norm,onset_chi_vec,eta_perp_comp_sm,deta_perp_comp_de,A_eta_perp_comp,A_eta_perp_comp_norm,onset_eta_perp_comp,dataset
0.0,-0.145,0.14,-0.00068,-0.18,-0.112,0.00957,9.17e-05,0.0953,0.179,0.0109,0.000118,-0.193,0.198,0.161,0.0259,0.145,0.14,0.161,0.258,0.0,5.1e-05,0.061210163,0.07027457375757577,0.028609723790859756,18.916791549460243,0.03260043920914024,0.02444938041236754,0.0,0.0,0.00195098,time,0.14,0.14,0.258,0.2015575907774252,0.9999999999928572,0.781230972002496,1.1860465116233099,0.13968531468531473,-4.8838651403320155,0.0,0.0,0.00295098,0.13968531468531473,-4.8838651403320155,0.0,0.0,0.00275098,0.2574475524475526,-0.1270699705971559,0.0,0.0,0.00875098,0.20165347899478478,0.23180888317163703,0.0,0.0,0.00275098,0.9999999999928392,-2.655581436369113e-10,0.0,0.0,0.01275098,0.7832823976027377,1.2854616395672944,0.0,0.0,0.00275098,1.1845521011825897,16.804012652296482,0.0,0.0,0.00155098,Twin
10000.0,-0.147,0.14,0.000651,-0.18,-0.107,0.00956,9.14e-05,0.103,0.175,0.0108,0.000117,-0.184,0.184,0.157,0.0246,0.147,0.14,0.156,0.257,0.0,0.00015098,0.057529074,0.04423280993939395,0.030903939471533932,25.54237687534241,0.026625134528466068,0.023946234494985258,2.4192967892185662e-06,0.005596610043014293,0.00195098,time,0.14,0.14,0.257,0.20300104384214382,0.9999999999928572,0.7898873301219997,1.1789883268436616,0.13914685314685318,-4.8992845962599985,0.0004890596553322348,0.003440760646901769,0.00295098,0.13914685314685318,-4.8992845962599985,0.0004890596553322348,0.0037512847731776267,0.00275098,0.25770629370629383,-0.1467167641200791,1.3686598868514579e-05,0.0014352494556716046,0.00875098,0.2021218912982425,-0.006111985694834623,1.1893664234634919e-05,0.0006855262636514997,0.00275098,0.9999999999928132,-2.6872891931244547e-10,2.6709010276838345e-14,3.0989660846746907e-14,0.01275098,0.7843184025911863,0.4194174917379507,8.52269077739492e-05,0.0014454640696698379,0.00275098,1.1862651048518624,17.006853688404757,0.001690205208371655,0.007362625115659144,0.00155098,Twin
20000.0,-0.15,0.136,-0.000431,-0.177,-0.117,0.0094,8.83e-05,0.0974,0.172,0.0114,0.000129,-0.188,0.199,0.16,0.0255,0.15,0.136,0.159,0.258,0.0,0.00035098,0.008299423,0.014966038218614718,0.03570514229350759,31.8979867617524,-0.02740571929350759,0.024728786544109965,7.373502236359538e-06,0.017057277491583523,0.00195098,time,0.136,0.136,0.258,0.20247514850222978,0.999999999992647,0.7847873972924225,1.197674418600009,0.13850582750582754,-4.975780766867155,0.0014765661916449498,0.01038832541053953,0.00295098,0.13850582750582754,-4.975780766867155,0.0014765661916449498,0.011325858125720335,0.00275098,0.25789743589743597,-0.14955576079871533,4.331385136039402e-05,0.004542120521341272,0.00875098,0.20248659130156008,-0.22014379570959416,3.45192423750778e-05,0.0019896178992977916,0.00275098,0.9999999999927808,-2.753836815872184e-10,8.112027036680472e-14,9.412140848377669e-14,0.01275098,0.7851563088236734,-0.40563526051859233,0.0001677321829996035,0.0028447687495159993,0.00275098,1.1883665319057777,17.428958908936018,0.005133786468105732,0.022363050948660295,0.00155098,Twin
30000.0,-0.147,0.139,-0.000794,-0.176,-0.116,0.00926,8.57e-05,0.0999,0.175,0.0108,0.000116,-0.188,0.186,0.158,0.025,0.147,0.139,0.158,0.257,0.0,0.00055098,0.025326232,0.015502228653679624,0.040790040396314994,29.221770421153444,-0.015463808396314994,0.023237905943184207,1.21711222462898e-05,0.028155712561558844,0.00195098,time,0.139,0.139,0.257,0.20231319886749852,0.9999999999928058,0.7872108905319507,1.1867704280109466,0.1377622377622378,-5.037436959842079,0.002477887964315873,0.01743308674533317,0.00295098,0.1377622377622378,-5.037436959842079,0.002477887964315873,0.01900639991222268,0.00275098,0.2580209790209791,-0.18509698934825855,7.67791263750914e-05,0.00805146701495688,0.00875098,0.20274757900473744,-0.4123500511802708,9.776862706406429e-05,0.005635181916300514,0.00275098,0.9999999999927419,-2.8147927144242375e-10,1.3680656566976892e-13,1.587325411077046e-13,0.01275098,0.7857961163001989,-1.0442440416448744,0.0003127201132159502,0.005303790778326323,0.00275098,1.1908563823443359,17.689853958208268,0.00864566775482016,0.03766099538564812,0.00155098,Twin
40000.0,-0.148,0.136,0.00106,-0.182,-0.116,0.00922,8.51e-05,0.0914,0.167,0.0106,0.000112,-0.189,0.199,0.162,0.0264,0.148,0.136,0.162,0.259,0.0,0.00075098,0.042682716,0.05453006498268391,0.04615863377995614,26.5952760765895,-0.0034759177799561364,0.024089558084044053,1.6878630178435124e-05,0.0390456894705613,0.00195098,time,0.136,0.136,0.259,0.2010003074624514,0.999999999992647,0.7760629631724917,1.1969111969065758,0.13691608391608395,-5.096783604376785,0.0034913100207377597,0.02456297916729117,0.00295098,0.13691608391608395,-5.096783604376785,0.0034913100207377597,0.02677975575462027,0.00275098,0.25807692307692315,-0.16557720516258825,0.00011184654582617609,0.011728822884190413,0.00875098,0.20290485440777464,-0.5550386870758526,0.00019450750088967667,0.011211010980854693,0.00275098,0.9999999999926965,-2.8675765561866606e-10,1.9363025837587793e-13,2.2466336170981247e-13,0.01275098,0.7862378250207628,-1.6575577563196437,0.0005829002930124021,0.009886096442501558,0.00275098,1.1937346561675366,17.80700884742215,0.012195354035383204,0.0531236204163464,0.00155098,Twin
50000.0,-0.149,0.139,-0.00123,-0.183,-0.12,0.00937,8.77e-05,0.101,0.171,0.0105,0.00011,-0.187,0.185,0.16,0.0256,0.149,0.139,0.159,0.259,0.0,0.00095098,0.088024792,0.06598675623809513,0.05181092244443103,30.53665088336272,0.036213869555568975,0.023545823344588573,2.1671733432749327e-05,0.050133675834964274,0.00195098,time,0.139,0.139,0.259,0.20377318984596576,0.9999999999928058,0.7867690727613089,1.1891891891845978,0.1359673659673664,-5.100345276342505,0.004511022908809689,0.03173713049660689,0.00295098,0.1359673659673664,-5.100345276342505,0.004511022908809689,0.034601364812596236,0.00275098,0.25806526806526886,-0.1475661898472838,0.00014316088532716328,0.015012610854838047,0.00875098,0.20295841751067223,-0.6515288703844564,0.0003151642566357076,0.018165417404236217,0.00275098,0.9999999999926474,-2.891251010568905e-10,2.512185340434336e-13,2.9148130491282703e-13,0.01275098,0.786481434985367,-2.0863135734125224,0.0009572874259856188,0.016235771245849316,0.00275098,1.1970013533753834,17.668144352979677,0.015742869355423385,0.06857678862583057,0.00155098,Twin
60000.0,-0.154,0.132,0.000428,-0.182,-0.117,0.00881,7.75e-05,0.0941,0.171,0.0106,0.000112,-0.189,0.188,0.159,0.0252,0.154,0.132,0.158,0.258,0.0,0.00115098,0.040266302,0.0514114751774891,0.057746906389739665,34.46047939084192,-0.017480604389739668,0.024081394044204115,2.6479020480446496e-05,0.06125447386631481,0.00195098,time,0.132,0.132,0.258,0.20283042963027023,0.9999999999924242,0.7861644559282328,1.2093023255767081,0.13482517482517525,-5.171340256064898,0.005538191462050429,0.038963735875300075,0.00295098,0.13482517482517525,-5.171340256064898,0.005538191462050429,0.042480161828966904,0.00275098,0.2579836829836838,-0.15112630415483982,0.00017303013472737565,0.01814485900171655,0.00875098,0.2027226158556847,-0.744434848812761,0.0004547606285554293,0.026211464221562522,0.00275098,0.9999999999925839,-2.960785372699946e-10,3.0973889787612206e-13,3.5938072196370567e-13,0.01275098,0.785813443452712,-2.435680555487942,0.0014094868388756653,0.023905156663328368,0.00275098,1.2016199734063338,17.766118125086827,0.019286295603230034,0.08401214461595981,0.00155098,Twin
70000.0,-0.153,0.134,0.00112,-0.187,-0.122,0.00888,7.88e-05,0.0948,0.167,0.0108,0.000116,-0.182,0.193,0.155,0.0242,0.153,0.134,0.155,0.256,0.0,0.00135098,0.046568801,0.04123179321645015,0.06396658561588205,33.57300786682814,-0.017397784615882046,0.023466876701326658,3.1201391032695056e-05,0.07217883278636525,0.00195098,time,0.134,0.134,0.256,0.2033869573006096,0.9999999999925373,0.7944803019524028,1.2031249999953004,0.1338834498834503,-5.20609630571858,0.006575935118228777,0.0462647419894208,0.00295098,0.1338834498834503,-5.20609630571858,0.006575935118228777,0.0504400741493544,0.00275098,0.25775990675990756,-0.14988943339427077,0.00020313170848228673,0.02130146991445266,0.00875098,0.20284403791710584,-0.7820161999678781,0.0006074057334334933,0.035009613080265574,0.00275098,0.9999999999925305,-3.007636459471939e-10,3.6942311619784094e-13,4.286305243533212e-13,0.01275098,0.7869639948717229,-2.584935307862576,0.0019115484252107172,0.03242021373583878,0.00275098,1.2040365393592742,17.690817626971718,0.022831989178435888,0.09945737720661788,0.00155098,Twin
80000.0,-0.155,0.132,-0.00132,-0.183,-0.118,0.0092,8.46e-05,0.0965,0.162,0.0103,0.000107,-0.191,0.186,0.16,0.0256,0.155,0.132,0.159,0.259,0.0,0.00155098,0.068200859,0.07810723537662326,0.07046996012285817,32.03050420603399,-0.0022691011228581637,0.022260343822262853,3.5786916803448296e-05,0.08278662580104028,0.00195098,time,0.132,0.132,0.259,0.20359455395466747,0.9999999999924242,0.786079358895295,1.2123552123505315,0.13250582750582793,-5.196846760601826,0.007616229424860817,0.05358369310801977,0.00295098,0.13250582750582793,-5.196846760601826,0.007616229424860817,0.05841955098728961,0.00275098,0.25775058275058355,-0.1296522715723435,0.00023108587897894813,0.02423289271529046,0.00875098,0.2030583372195317,-0.773529121181921,0.0007629602655484731,0.04397545532123855,0.00275098,0.9999999999924547,-3.0235117862917243e-10,4.2973459865547755e-13,4.986081224430371e-13,0.01275098,0.7878218611127439,-2.612689657224527,0.0024313109217194272,0.04123548150852312,0.00275098,1.2093099935386327,17.56652233985539,0.026357723175118596,0.1148156647959207,0.00155098,Twin
90000.0,-0.151,0.134,0.000966,-0.182,-0.119,0.00936,8.76e-05,0.0946,0.167,0.0104,0.000109,-0.189,0.191,0.159,0.0253,0.151,0.134,0.158,0.257,0.0,0.00175098,0.110842331,0.09777997584848472,0.07725702991066803,38.408596988714855,0.03358530108933197,0.02228746412899173,4.026160443382991e-05,0.0931380146191251,0.00195098,time,0.134,0.134,0.257,0.20188594095676896,0.9999999999925373,0.7855484083890405,1.2023346303455162,0.13144988344988384,-5.218438388493555,0.008657757939770356,0.060911327452120974,0.00295098,0.13144988344988384,-5.218438388493555,0.008657757939770356,0.0664084947004165,0.00275098,0.25747086247086326,-0.11223508320712305,0.0002552746144568948,0.026769451999421455,0.00875098,0.20266780579520383,-0.7839067843682037,0.0009187038561034856,0.05295219450056885,0.00275098,0.9999999999923939,-3.062110873057761e-10,4.905908252489724e-13,5.692177707601303e-13,0.01275098,0.7871501756537224,-2.7054498522301644,0.0029631248726648966,0.050255144170457726,0.00275098,1.2127654996253867,17.464265210921088,0.029860801930196246,0.13007526492998642,0.00155098,Twin
