TimeStep PE_total KE_total ETOT
# Fix print output for fix energy_init
0 -231110.648097497 8.05567130683244 -231102.59242619
# Fix print output for fix energy_out
270000 -231113.822886171 7.75450583859516 -231106.068380332
271000 -231113.742251186 7.83554140428271 -231105.906709782
272000 -231113.737565579 7.81076322991637 -231105.926802349
273000 -231113.950771439 7.93566033034489 -231106.015111109
274000 -231114.0349932 8.02267399970862 -231106.0123192
275000 -231114.078647916 8.02350928017622 -231106.055138636
276000 -231114.170579823 8.05867544487311 -231106.111904378
277000 -231114.209982326 8.0728883298169 -231106.137093996
278000 -231114.262019997 8.0806788758806 -231106.181341121
279000 -231114.094715442 7.86680077465708 -231106.227914667
280000 -231114.009817262 7.69342386195703 -231106.3163934
281000 -231113.922913429 7.64891747696538 -231106.273995952
282000 -231114.176071229 7.93983799781025 -231106.236233231
283000 -231114.234470704 8.04785346351754 -231106.18661724
284000 -231114.223913529 8.01759327548876 -231106.206320253
285000 -231114.019415325 7.81364719027616 -231106.205768135
286000 -231113.804949424 7.61029894519382 -231106.194650479
287000 -231113.65721735 7.54587327924938 -231106.111344071
288000 -231113.772262428 7.7376775599351 -231106.034584868
289000 -231113.915293803 7.93756675481158 -231105.977727048
290000 -231114.035275785 8.05991507646465 -231105.975360709
291000 -231113.866019775 7.88442585295099 -231105.981593922
292000 -231113.769552871 7.76332116912539 -231106.006231702
293000 -231113.686537207 7.70545257690737 -231105.98108463
294000 -231113.772524023 7.86409669931608 -231105.908427324
295000 -231114.028820867 8.13000699978359 -231105.898813867
296000 -231114.098324697 8.14224179469299 -231105.956082902
297000 -231114.12824698 8.09792954614623 -231106.030317434
298000 -231114.050706864 7.97771803768271 -231106.072988826
299000 -231113.950797434 7.84893513588302 -231106.101862298
300000 -231113.92196954 7.8299532044833 -231106.092016336
301000 -231113.781682505 7.72210701540435 -231106.05957549
302000 -231113.874180291 7.84933949124149 -231106.0248408
303000 -231113.779935976 7.78541279998793 -231105.994523176
304000 -231113.821682415 7.86875164011208 -231105.952930775
305000 -231113.882794617 7.93479173747597 -231105.94800288
306000 -231113.816186234 7.87479551969079 -231105.941390714
307000 -231113.807679821 7.82192759931373 -231105.985752222
308000 -231113.69018149 7.7195510536983 -231105.970630436
309000 -231113.70948144 7.79151977786959 -231105.917961662
310000 -231113.704761768 7.8430503160819 -231105.861711452
311000 -231113.764257473 7.98452774729752 -231105.779729726
312000 -231113.692921834 7.92747305081982 -231105.765448783
313000 -231113.630422336 7.87252031311074 -231105.757902023
314000 -231113.573208994 7.82212610140955 -231105.751082893
315000 -231113.621400772 7.87742011652329 -231105.743980655
316000 -231113.727748364 8.03834834124028 -231105.689400023
317000 -231113.88672762 8.1607997505654 -231105.725927869
318000 -231113.847208499 8.04333355068428 -231105.803874948
319000 -231113.768833383 7.8989815309645 -231105.869851852
320000 -231113.795732398 7.90649573790338 -231105.88923666
321000 -231113.683139176 7.80178036886981 -231105.881358807
322000 -231113.710233973 7.85526408334801 -231105.85496989
323000 -231113.774605237 7.96060260346193 -231105.814002634
324000 -231113.694673163 7.87340633812335 -231105.821266825
325000 -231113.58615338 7.78851155098313 -231105.797641829
