TimeStep	simtime	s1	s2	s3	p1	p2	p3	Px	Py	Pz
105000	5.1275	0.001830008	-0.00205098	-1.84E-05	0.009547437	-0.052323645	0.006324634	-2.122422859	25.97288051	0.015138043
110000	5.3775	0.00208332	-0.00215098	-0.000210886	0.011073356	-0.062196665	0.004166955	-2.258144553	25.94567928	-0.043877178
115000	5.6275	0.00189242	-0.00225098	5.34E-05	0.009804047	-0.087365079	0.004951512	-2.11661503	25.95831069	-0.025017898
120000	5.8775	0.001886762	-0.00235098	0.000151013	0.010767271	-0.105568458	0.004194784	-2.08770754	25.98200723	0.023046466
125000	6.1275	0.001865616	-0.00245098	0.000283658	0.009796232	-0.122341367	0.006363208	-2.081401833	25.98394254	0.029380223
130000	6.3775	0.001835145	-0.00255098	0.000399544	0.012204018	-0.136646492	0.004699256	-2.022598477	25.96677657	-0.014502359
135000	6.6275	0.001859557	-0.00265098	0.00045338	0.008286833	-0.135252234	0.006322762	-2.051639967	25.88730617	0.012282644
140000	6.8775	0.002265686	-0.00275098	0.000132849	0.012018585	-0.121088326	0.003073572	-2.291820669	25.75975481	-0.022171519
145000	7.1275	0.002222744	-0.00285098	0.000287375	0.009808587	-0.101621005	0.00615633	-2.28421933	25.59675747	-0.027210608
150000	7.3775	0.002469788	-0.00295098	0.000169124	0.009908072	-0.085174504	0.005602725	-2.450098767	25.46202455	0.020662375
155000	7.6275	0.002566204	-0.00305098	0.000124793	0.012192681	-0.105215852	0.003856717	-2.4762101	25.47552709	0.05133172
160000	7.8775	0.002291763	-0.00315098	0.000466601	0.008528831	-0.137472854	0.006161044	-2.288379365	25.52229752	-0.014134335
165000	8.1275	0.002412747	-0.00325098	0.000427646	0.011189842	-0.16240089	0.003414548	-2.333167919	25.55659282	0.001804254
170000	8.3775	0.002336744	-0.00335098	0.000602599	0.009844271	-0.178718716	0.006112535	-2.278938376	25.55245967	-0.018270284
175000	8.6275	0.002423482	-0.00345098	0.000644606	0.011308721	-0.167253427	0.004857758	-2.326276938	25.42564586	-0.032486553
180000	8.8775	0.002508166	-0.00355098	0.000655225	0.00965763	-0.153764762	0.006296016	-2.405280778	25.31214404	0.014406209
185000	9.1275	0.002856649	-0.00365098	0.000380283	0.011668297	-0.145913552	0.003837129	-2.593037823	25.18532597	0.043532447
190000	9.3775	0.002806263	-0.00375098	0.00052314	0.008899159	-0.137600816	0.005616997	-2.578062868	25.06253624	0.011048172
195000	9.6275	0.00301714	-0.00385098	0.000411483	0.011385903	-0.140654349	0.004285236	-2.698325274	25.00463056	-0.021300131
200000	9.8775	0.002959022	-0.00395098	0.000539111	0.01018855	-0.166396985	0.005786456	-2.638420188	25.03190324	-0.018661052
205000	10.1275	0.002868697	-0.00405098	0.000724871	0.010274542	-0.189285656	0.004560059	-2.562312453	25.05277452	-0.026053352
210000	10.3775	0.002871647	-0.00415098	0.000801126	0.010634269	-0.215747331	0.004972975	-2.541044781	25.09898122	0.005685336
215000	10.6275	0.00287339	-0.00425098	0.000887694	0.00944616	-0.22233996	0.005888589	-2.530851678	25.0462676	0.037845541
220000	10.8775	0.00303823	-0.00435098	0.000857115	0.012050893	-0.198395703	0.003523096	-2.643662047	24.85937863	0.027086555
225000	11.1275	0.003131612	-0.00445098	0.000868699	0.009120431	-0.181465768	0.007279909	-2.730326384	24.72184291	-0.028318982
230000	11.3775	0.003426709	-0.00455098	0.000652509	0.011553701	-0.17174174	0.004004249	-2.881641505	24.58087456	-0.023964957
235000	11.6275	0.003396628	-0.00465098	0.000779962	0.009840267	-0.17366913	0.004702535	-2.875745863	24.50067849	-0.005404165
240000	11.8775	0.0034594	-0.00475098	0.000761616	0.010342922	-0.204002972	0.005912778	-2.88620913	24.56126642	-0.009939363
245000	12.1275	0.003426138	-0.00485098	0.00087798	0.010476817	-0.232805944	0.003975884	-2.828051011	24.59425171	0.026016057
250000	12.3775	0.003329061	-0.00495098	0.001083643	0.011037508	-0.252572705	0.005263809	-2.761258238	24.61103567	0.018025836
255000	12.6275	0.003355815	-0.00505098	0.001171281	0.009008226	-0.255986532	0.00626069	-2.774647898	24.56037482	-0.02820345
260000	12.8775	0.003479605	-0.00515098	0.001153579	0.012274669	-0.242255493	0.003669154	-2.839965386	24.40554144	-0.032387993
265000	13.1275	0.003550859	-0.00525098	0.001184689	0.009308214	-0.228174789	0.00620722	-2.916486387	24.25842009	0.020705702
270000	13.3775	0.003804056	-0.00535098	0.001023035	0.010225984	-0.216040465	0.005234913	-3.056070948	24.11709306	-0.004102561
275000	13.6275	0.003937225	-0.00545098	0.000962067	0.011742876	-0.218847556	0.003850098	-3.119982395	24.02864677	0.023759944
280000	13.8775	0.003897914	-0.00555098	0.001077984	0.008644732	-0.237545916	0.006254326	-3.106870848	24.02836607	0.02131726
285000	14.1275	0.003986915	-0.00565098	0.001063168	0.011811741	-0.268866876	0.003808638	-3.10163781	24.09580947	-0.037656371
290000	14.3775	0.003824387	-0.00575098	0.001330043	0.010436519	-0.289486607	0.005689034	-3.000138739	24.09648916	-0.048386824
295000	14.6275	0.003857215	-0.00585098	0.001404025	0.009366491	-0.299918053	0.005330724	-3.018051268	24.07338916	0.025215441
300000	14.8775	0.003873482	-0.00595098	0.001506043	0.010991362	-0.293938438	0.004808426	-3.0142242	23.97316492	0.013641276
305000	15.1275	0.004063462	-0.00605098	0.001424779	0.010953092	-0.272200691	0.005109922	-3.147443977	23.76837258	0.018071845
310000	15.3775	0.004203987	-0.00615098	0.001372668	0.009110562	-0.26242193	0.005815609	-3.244666275	23.63407313	0.019335852
315000	15.6275	0.004407041	-0.00625098	0.0012544	0.01189785	-0.259079168	0.00366356	-3.334731375	23.52049066	-0.025498593
320000	15.8775	0.004444375	-0.00635098	0.001273521	0.009584099	-0.271815696	0.005793618	-3.371978451	23.47014019	-0.054627268
325000	16.1275	0.004401321	-0.00645098	0.001394805	0.010038202	-0.307630495	0.00526302	-3.310061849	23.56236936	0.02767676
330000	16.3775	0.004436462	-0.00655098	0.001467681	0.011770536	-0.329947474	0.003555805	-3.287155047	23.59113906	0.009539613
335000	16.6275	0.004291414	-0.00665098	0.001725051	0.009259432	-0.339614138	0.007123904	-3.220604869	23.55368196	0.010633827
340000	16.8775	0.004366744	-0.00675098	0.001766556	0.011000557	-0.34161278	0.004466533	-3.246966475	23.48615375	0.013442817
345000	17.1275	0.004453267	-0.00685098	0.001791468	0.010351563	-0.31930443	0.00456472	-3.311002828	23.28296406	-0.01377328
350000	17.3775	0.004709848	-0.00695098	0.001620993	0.010434955	-0.303579152	0.006227636	-3.483083279	23.10139836	-0.045474176
355000	17.6275	0.004792936	-0.00705098	0.001632567	0.010508543	-0.29811874	0.004020485	-3.516558116	22.97246779	0.02264856
360000	17.8775	0.004945834	-0.00715098	0.001534532	0.010079577	-0.308816522	0.005373645	-3.599530169	22.92137413	0.033138414
365000	18.1275	0.004985319	-0.00725098	0.001563798	0.010904481	-0.34075832	0.004984675	-3.598842053	22.98061655	-0.001322288
370000	18.3775	0.00482591	-0.00735098	0.001822895	0.010640575	-0.371469663	0.004736631	-3.468098642	23.05242781	-0.013555353
375000	18.6275	0.004815952	-0.00745098	0.001944165	0.009906213	-0.384611256	0.00594266	-3.45626173	23.03967337	-0.014695928
380000	18.8775	0.004839769	-0.00755098	0.002044406	0.010646048	-0.384145933	0.004149953	-3.473660246	22.94372367	-0.026741344
385000	19.1275	0.00487084	-0.00765098	0.002138974	0.010056999	-0.370484349	0.005146232	-3.490331144	22.79359448	0.023893343
390000	19.3775	0.005115332	-0.00775098	0.001991469	0.010587155	-0.347016696	0.006340527	-3.651703605	22.55988017	0.034812302
395000	19.6275	0.005356975	-0.00785098	0.001823946	0.011091552	-0.340611014	0.003924949	-3.793388234	22.40707001	0.003240696
400000	19.8775	0.00532768	-0.00795098	0.001921679	0.009802647	-0.351425067	0.005593188	-3.76119415	22.36549746	-0.024258931
405000	20.1275	0.005527023	-0.00805098	0.001774214	0.010417708	-0.372394626	0.004914867	-3.860729147	22.35006618	-0.021528279
410000	20.3775	0.005379285	-0.00815098	0.002029796	0.010861581	-0.409835975	0.004085095	-3.740137402	22.46785417	-0.021123339
415000	20.6275	0.005301074	-0.00825098	0.002243568	0.009770521	-0.423838866	0.005878163	-3.678015701	22.46953138	0.014663996
420000	20.8775	0.005306266	-0.00835098	0.002333282	0.010834	-0.434092314	0.005639532	-3.680175388	22.41676776	0.039767515
425000	21.1275	0.00533517	-0.00845098	0.002438767	0.010895243	-0.42261769	0.004908877	-3.700597725	22.27772596	0.00265454
430000	21.3775	0.005585269	-0.00855098	0.002289186	0.009706212	-0.394152788	0.004626254	-3.855143199	22.00396583	-0.041331599
435000	21.6275	0.005753689	-0.00865098	0.002189153	0.010062403	-0.381495348	0.005227569	-3.970070416	21.79530833	-0.008570459
440000	21.8775	0.005878155	-0.00875098	0.002139249	0.011034578	-0.389172276	0.004679534	-4.024905155	21.73202636	0.000560113
445000	22.1275	0.005976708	-0.00885098	0.002126563	0.009766857	-0.402778582	0.005802304	-4.066536002	21.68446065	0.008138297
450000	22.3775	0.005983891	-0.00895098	0.002190997	0.012731713	-0.444718548	0.004308554	-4.031335399	21.82738159	0.025306286
455000	22.6275	0.005703172	-0.00905098	0.002592888	0.008346072	-0.470307686	0.005908986	-3.861968435	21.89602683	0.011145079
460000	22.8775	0.005813641	-0.00915098	0.002597068	0.010462028	-0.473071899	0.004169939	-3.905085334	21.80252029	-0.044981561
465000	23.1275	0.005841535	-0.00925098	0.002697716	0.011139228	-0.472419731	0.005197866	-3.929390884	21.70958592	-0.013515677
470000	23.3775	0.00595198	-0.00935098	0.002714827	0.010076145	-0.443910097	0.006061046	-4.007527855	21.43285582	0.024160994
475000	23.6275	0.006255649	-0.00945098	0.002468651	0.010455779	-0.423538795	0.004896828	-4.190404488	21.16144307	0.012126235
480000	23.8775	0.00637653	-0.00955098	0.00240843	0.010480147	-0.429277566	0.004435431	-4.26104274	21.0648556	0.007571638
485000	24.1275	0.006441662	-0.00965098	0.002435589	0.010068684	-0.440785982	0.005295079	-4.27444018	21.01696658	-0.001564975
490000	24.3775	0.006474717	-0.00975098	0.002467757	0.01083784	-0.479054391	0.005058479	-4.259097873	21.12833371	-0.03389224
495000	24.6275	0.006334087	-0.00985098	0.00274226	0.010750304	-0.509421912	0.004282858	-4.163758544	21.22796879	-0.015965237
500000	24.8775	0.006204404	-0.00995098	0.003001873	0.009998064	-0.519027289	0.006270826	-4.074522523	21.197347	0.040902658
505000	25.1275	0.006340294	-0.01005098	0.002957873	0.010660633	-0.521190564	0.004599299	-4.146031079	21.09889075	0.01682439
510000	25.3775	0.006421341	-0.01015098	0.003013589	0.009860369	-0.500578581	0.00450877	-4.210721865	20.8468697	0.000396367
515000	25.6275	0.006655568	-0.01025098	0.002868105	0.010617651	-0.471229171	0.005990771	-4.35540601	20.52106923	-0.002532103
520000	25.8775	0.006899743	-0.01035098	0.002664631	0.010878736	-0.472413254	0.005142062	-4.491788571	20.37385345	-0.035015168
525000	26.1275	0.006928371	-0.01045098	0.00275368	0.010667556	-0.471823116	0.004471596	-4.509036647	20.228979	-0.007454221
530000	26.3775	0.006942763	-0.01055098	0.002793703	0.00942635	-0.506728958	0.005567273	-4.481856882	20.33929203	0.037222437
535000	26.6275	0.006872966	-0.01065098	0.002966802	0.010978202	-0.546458949	0.004050362	-4.409042967	20.49308832	0.028083409
540000	26.8775	0.006737322	-0.01075098	0.003269502	0.010574513	-0.560288437	0.005843014	-4.323338401	20.50565654	-0.024108719
545000	27.1275	0.00676013	-0.01085098	0.003341889	0.010205014	-0.570568124	0.005675807	-4.320914255	20.45916646	0.00039157
550000	27.3775	0.006956816	-0.01095098	0.003232638	0.010954798	-0.558835715	0.003888416	-4.436465048	20.23290315	-0.017263007
555000	27.6275	0.007020271	-0.01105098	0.003291527	0.009726363	-0.526977145	0.005861474	-4.504771082	19.8668984	-0.006370712
560000	27.8775	0.007347797	-0.01115098	0.003022739	0.009565784	-0.503988813	0.004873524	-4.692648741	19.5188466	0.038632806
565000	28.1275	0.007511454	-0.01125098	0.002954951	0.012393878	-0.509710629	0.004476697	-4.770358534	19.39983747	0.006635207
570000	28.3775	0.007424029	-0.01135098	0.003156283	0.010344609	-0.519796558	0.006490107	-4.726547711	19.31684287	-0.019277772
575000	28.6275	0.007373714	-0.01145098	0.003253085	0.009022079	-0.575676294	0.00437659	-4.644317377	19.63900603	-0.032034323
580000	28.8775	0.007310961	-0.01155098	0.003461752	0.01148932	-0.601224917	0.003954222	-4.580760026	19.72931021	0.013976154
585000	29.1275	0.007250847	-0.01165098	0.0036573	0.010084319	-0.612476774	0.006225543	-4.546835486	19.69539374	0.008984008
590000	29.3775	0.007341862	-0.01175098	0.003651901	0.009891235	-0.609909358	0.005449008	-4.591194533	19.52052514	0.023182687
595000	29.6275	0.007593662	-0.01185098	0.00349436	0.011482726	-0.584591563	0.004013933	-4.742731265	19.14824937	0.014850626
600000	29.8775	0.007728155	-0.01195098	0.003457121	0.009534465	-0.55509193	0.006282215	-4.852689592	18.69975727	-0.040577619
605000	30.1275	0.007938343	-0.01205098	0.003311707	0.01038367	-0.548039822	0.004343218	-4.957578954	18.45212837	-0.027477346
610000	30.3775	0.008045291	-0.01215098	0.003344053	0.011697406	-0.542155003	0.004402534	-5.016120211	18.19165878	0.013261071
615000	30.6275	0.007899525	-0.01225098	0.003582277	0.009468531	-0.577171658	0.0062332	-4.920280502	18.38080643	0.023238791
620000	30.8775	0.007838789	-0.01235098	0.003727224	0.010307257	-0.624505647	0.004577496	-4.834156099	18.67990937	0.007955029
625000	31.1275	0.00782056	-0.01245098	0.003880313	0.010602407	-0.643076404	0.004136197	-4.810908739	18.72053579	-0.003676376
630000	31.3775	0.00781403	-0.01255098	0.003993426	0.010483969	-0.669230749	0.006974201	-4.787965404	18.78080822	-0.015183125
635000	31.6275	0.007987208	-0.01265098	0.003879028	0.010491884	-0.661165871	0.004407837	-4.874045	18.51544092	-0.03097796
640000	31.8775	0.008255251	-0.01275098	0.003705177	0.010560999	-0.624111367	0.004187201	-5.05951744	17.90699839	0.025939588
645000	32.1275	0.008290839	-0.01285098	0.003777965	0.009360279	-0.60060214	0.005889258	-5.099395284	17.44127487	0.030829257
650000	32.3775	0.008534247	-0.01295098	0.003680115	0.011365788	-0.562165523	0.005125792	-5.241955257	16.71115393	-0.009879258
655000	32.6275	0.008544308	-0.01305098	0.003809942	0.011434896	-0.554232045	0.00441553	-5.259368625	16.29608368	-0.013347515
660000	32.8775	0.008402538	-0.01315098	0.004038944	0.00911762	-0.595098495	0.005885985	-5.157615289	16.51100625	-0.006032402
665000	33.1275	0.008465963	-0.01325098	0.004059886	0.010353161	-0.629743879	0.004266582	-5.144263207	16.76658627	-0.0070341
670000	33.3775	0.008471043	-0.01335098	0.004164227	0.011246135	-0.670168442	0.004907413	-5.123058576	17.25378146	0.01823125
675000	33.6275	0.008456782	-0.01345098	0.004226516	0.009754149	-0.712924817	0.006262456	-5.081738833	17.49612407	0.030828659
680000	33.8775	0.00867144	-0.01355098	0.004077655	0.010586391	-0.702912405	0.004680551	-5.192193977	17.13325224	-0.019157234
685000	34.1275	0.008770146	-0.01365098	0.004065657	0.010713943	-0.706734366	0.004105495	-5.252102479	16.94038483	-0.037859212
690000	34.3775	0.00882973	-0.01375098	0.004155363	0.009680803	-0.679854515	0.006266402	-5.300450582	16.19201239	0.008375126
695000	34.6275	0.008976652	-0.01385098	0.004143229	0.011176899	-0.645719306	0.004740443	-5.394828538	15.07639144	5.71E-05
700000	34.8775	0.008947421	-0.01395098	0.004338068	0.010945227	-0.632658192	0.004796789	-5.396849649	13.42163293	0.013514745
705000	35.1275	0.008940738	-0.01405098	0.004422781	0.009030327	-0.663702226	0.005345332	-5.364562757	12.59250065	0.030920224
710000	35.3775	0.009029669	-0.01415098	0.004401897	0.010760551	-0.706634232	0.004261829	-5.370269585	11.57377768	-0.022344497
715000	35.6275	0.009095953	-0.01425098	0.004442953	0.011278935	-0.726973812	0.006272584	-5.394023276	11.12813649	-0.031561242
720000	35.8775	0.009200999	-0.01435098	0.004374059	0.010418794	-0.740056186	0.004982438	-5.433507472	10.97384823	0.00365882
725000	36.1275	0.009221571	-0.01445098	0.004406344	0.009374745	-0.772321808	0.004231446	-5.420856043	10.8099833	0.014391657
730000	36.3775	0.009353895	-0.01455098	0.004422578	0.010744482	-0.769513401	0.005206806	-5.491757587	11.85795799	0.002923998
735000	36.6275	0.009350583	-0.01465098	0.004543163	0.01106095	-0.77739373	0.005707781	-5.476015833	12.50794802	-0.001661308
740000	36.8775	0.009352877	-0.01475098	0.004656536	0.010058055	-0.790449455	0.004707669	-5.467022065	12.9830156	-0.014343133
745000	37.1275	0.009354696	-0.01485098	0.004779069	0.01062187	-0.796319123	0.004808228	-5.461902717	14.2758764	-0.019382756
750000	37.3775	0.009373653	-0.01495098	0.004813237	0.010214112	-0.829499117	0.005195887	-5.440522826	14.60618753	0.009484857
755000	37.6275	0.009498212	-0.01505098	0.004773778	0.009704958	-0.848654534	0.005527236	-5.496190682	14.43584423	0.033778143
760000	37.8775	0.00966434	-0.01515098	0.004693143	0.011870544	-0.859428795	0.004576869	-5.564050817	14.299227	0.007073667
765000	38.1275	0.009684556	-0.01525098	0.004728954	0.010149358	-0.870916838	0.005130354	-5.570947777	13.89815985	-0.015743036
770000	38.3775	0.009658287	-0.01535098	0.004884983	0.008952927	-0.887228174	0.005813456	-5.546776635	12.6168851	-0.007192871
775000	38.6275	0.00982224	-0.01545098	0.004835527	0.01219375	-0.909488002	0.003522168	-5.5980779	12.56880021	-0.005216943
780000	38.8775	0.009685411	-0.01555098	0.005082611	0.010399924	-0.928837239	0.00587565	-5.51776354	11.81607928	0.008747916
785000	39.1275	0.009656948	-0.01565098	0.005232824	0.009134082	-0.937592024	0.006618783	-5.498187827	11.99682739	0.034502607
790000	39.3775	0.009891325	-0.01575098	0.005052395	0.011265065	-0.962816626	0.002937924	-5.589552902	12.36587702	-0.007348637
795000	39.6275	0.009940775	-0.01585098	0.005096123	0.010512861	-0.967043359	0.005280201	-5.616690893	13.09547709	-0.031199964
800000	39.8775	0.009966691	-0.01595098	0.005142918	0.009587366	-0.994014158	0.006464494	-5.612587589	13.39184243	-0.013004058
805000	40.1275	0.010142908	-0.01605098	0.00503293	0.011834538	-1.025615614	0.003911289	-5.665911888	13.96399502	0.010374014
810000	40.3775	0.010090331	-0.01615098	0.005206419	0.009844531	-1.032751239	0.005083917	-5.641766637	13.95839359	0.006453045
815000	40.6275	0.01003163	-0.01625098	0.005383941	0.009327911	-1.047221548	0.005732078	-5.597835785	13.49909003	0.022287649
820000	40.8775	0.010205999	-0.01635098	0.005326005	0.01190117	-1.063494345	0.004107228	-5.660392841	13.33563893	-0.017523425
825000	41.1275	0.010080595	-0.01645098	0.005575192	0.010263928	-1.07545549	0.006001792	-5.595848666	12.45571143	-0.032625488
830000	41.3775	0.010190391	-0.01655098	0.005512973	0.009472299	-1.106987605	0.005069943	-5.624723249	12.31438121	-0.001327982
835000	41.6275	0.010370029	-0.01665098	0.005396317	0.010849269	-1.124715578	0.00427022	-5.69839554	12.32754382	0.023620408
840000	41.8775	0.010389995	-0.01675098	0.005486273	0.011047265	-1.141982008	0.005294252	-5.698021109	12.42009622	0.003092017
845000	42.1275	0.010457802	-0.01685098	0.005482343	0.009831159	-1.161975901	0.005947785	-5.716725191	13.08321827	-0.004003878
850000	42.3775	0.010507985	-0.01695098	0.005541788	0.010370495	-1.177500647	0.004155668	-5.727142087	13.49458818	-0.013329799
855000	42.6275	0.010494805	-0.01705098	0.005695117	0.011232477	-1.19720832	0.004624327	-5.699982749	13.60124988	-0.029703351
860000	42.8775	0.010444405	-0.01715098	0.005847993	0.009572428	-1.213624909	0.006204767	-5.662157477	13.75819207	0.011752377
865000	43.1275	0.010549067	-0.01725098	0.005847102	0.010638172	-1.231007556	0.005103714	-5.69929505	13.27058832	0.028820506
870000	43.3775	0.010627107	-0.01735098	0.005851819	0.010833006	-1.247351196	0.00412389	-5.724387817	12.90197609	-0.003780412
875000	43.6275	0.010733314	-0.01745098	0.005787778	0.010011326	-1.273575632	0.005876018	-5.760180002	12.56212255	-0.022004329
880000	43.8775	0.010774618	-0.01755098	0.005852179	0.010264302	-1.294302597	0.005123754	-5.764593003	12.35877606	-0.008223602
885000	44.1275	0.010885468	-0.01765098	0.005827418	0.011054519	-1.312614848	0.004180439	-5.80332027	12.44876611	-0.014085308
890000	44.3775	0.010875338	-0.01775098	0.005929628	0.009820416	-1.329524441	0.005723175	-5.785348154	12.93993684	0.013425672
895000	44.6275	0.010837691	-0.01785098	0.006127359	0.010492051	-1.341174535	0.005313671	-5.7536293	13.18357251	0.033392316
900000	44.8775	0.010944544	-0.01795098	0.006114967	0.011420492	-1.361490772	0.004125484	-5.785336481	13.48465443	-0.01479496
905000	45.1275	0.010865285	-0.01805098	0.006285737	0.009165292	-1.384456813	0.006126589	-5.733221844	13.63994175	-0.028694867
910000	45.3775	0.011009415	-0.01815098	0.006231043	0.01073895	-1.399675727	0.005014694	-5.790573158	13.20841285	0.004101843
915000	45.6275	0.011212439	-0.01825098	0.006081874	0.01158247	-1.423611354	0.004281958	-5.872538015	13.06685942	0.002146258
920000	45.8775	0.011147666	-0.01835098	0.006222669	0.008738532	-1.445258427	0.005438317	-5.829147381	12.68506029	0.015059426
925000	46.1275	0.011189085	-0.01845098	0.006299278	0.010763979	-1.464710285	0.005649833	-5.828586891	12.41307523	0.011120755
930000	46.3775	0.011397991	-0.01855098	0.006187513	0.012122025	-1.481321317	0.003850951	-5.916503728	12.65433965	-0.015514361
935000	46.6275	0.011170119	-0.01865098	0.00654939	0.008659307	-1.495164279	0.005784832	-5.795562831	12.86083762	-0.02639976
940000	46.8775	0.011235992	-0.01875098	0.006600072	0.01045923	-1.512381507	0.005706793	-5.807830275	13.1091146	0.009080621
945000	47.1275	0.011460474	-0.01885098	0.006453207	0.011787283	-1.536137359	0.004032845	-5.901878086	13.46312511	0.026962295
950000	47.3775	0.011339092	-0.01895098	0.006666078	0.009324712	-1.554561812	0.005629303	-5.829446036	13.41459214	0.005888936
955000	47.6275	0.01151541	-0.01905098	0.006539947	0.010538494	-1.577494332	0.005237206	-5.897530404	13.19772516	-0.010286016
960000	47.8775	0.011681206	-0.01915098	0.006465319	0.010844691	-1.597745765	0.004749796	-5.969519355	13.03358652	-0.014773744
965000	48.1275	0.011609881	-0.01925098	0.006641845	0.010255227	-1.61633364	0.004601006	-5.910891999	12.57755541	-0.014175131
970000	48.3775	0.011613662	-0.01935098	0.006750741	0.010237253	-1.634666545	0.005682084	-5.900359295	12.58884205	0.013311316
975000	48.6275	0.01169212	-0.01945098	0.006807925	0.01063793	-1.649122966	0.00532308	-5.931111391	12.70944761	0.029695074
980000	48.8775	0.011666263	-0.01955098	0.006936139	0.010656339	-1.667622916	0.004193114	-5.890177066	12.85799999	-0.007822391
985000	49.1275	0.011722549	-0.01965098	0.006952826	0.009964071	-1.689979205	0.00551279	-5.908271553	13.24781716	-0.026533392
990000	49.3775	0.011841233	-0.01975098	0.006939688	0.010271165	-1.708205272	0.005638708	-5.959633085	13.36582933	-0.010989594
995000	49.6275	0.01194303	-0.01985098	0.006887735	0.011129621	-1.731493623	0.004368908	-5.976869293	13.27927288	0.012114987
1000000	49.8775	0.012017701	-0.01995098	0.00689014	0.01034778	-1.75301314	0.005164024	-6.007148192	13.18628357	0.010141836
