VARIABLES= "Time" "N_all" "Px_mean_all" "Py_mean_all" "Pz_mean_all" "Px_min_all" "Px_max_all" "Px_std_all" "Px_var_all" "Py_min_all" "Py_max_all" "Py_std_all" "Py_var_all" "Pz_min_all" "Pz_max_all" "Pz_std_all" "Pz_var_all" "|Px|_mean_all" "|Py|_mean_all" "|Pz|_mean_all" "Pmag_mean_all" "N_xy"  "Px_mean_xy"  "Py_mean_xy"  "Pz_mean_xy"  "Px_min_xy"  "Px_max_xy"  "Px_std_xy"  "Px_var_xy"  "Py_min_xy"  "Py_max_xy"  "Py_std_xy"  "Py_var_xy"  "Pz_min_xy"  "Pz_max_xy"  "Pz_std_xy"  "Pz_var_xy"  "|Px|_mean_xy" "|Py|_mean_xy" "|Pz|_mean_xy" "Pmag_mean_xy" "N_xz"  "Px_mean_xz"  "Py_mean_xz"  "Pz_mean_xz"  "Px_min_xz"  "Px_max_xz"  "Px_std_xz"  "Px_var_xz"  "Py_min_xz"  "Py_max_xz"  "Py_std_xz"  "Py_var_xz"  "Pz_min_xz"  "Pz_max_xz"  "Pz_std_xz"  "Pz_var_xz"  "|Px|_mean_xz" "|Py|_mean_xz" "|Pz|_mean_xz" "Pmag_mean_xz" "N_yz"  "Px_mean_yz"  "Py_mean_yz"  "Pz_mean_yz"  "Px_min_yz"  "Px_max_yz"  "Px_std_yz"  "Px_var_yz"  "Py_min_yz"  "Py_max_yz"  "Py_std_yz"  "Py_var_yz"  "Pz_min_yz"  "Pz_max_yz"  "Pz_std_yz"  "Pz_var_yz"  "|Px|_mean_yz" "|Py|_mean_yz" "|Pz|_mean_yz" "Pmag_mean_yz"
0.000000e+00 2.400000e+03 -1.453226e-01 1.396119e-01 -6.804808e-04 -1.800579e-01 -1.124516e-01 9.574590e-03 9.167278e-05 9.534723e-02 1.787450e-01 1.086376e-02 1.180212e-04 -1.934351e-01 1.979378e-01 1.610411e-01 2.593422e-02 1.453226e-01 1.396119e-01 1.605498e-01 2.582337e-01 2.400000e+02 -1.439074e-01 1.402284e-01 -1.116359e-03 -1.727084e-01 -1.213660e-01 1.036527e-02 1.074387e-04 9.548944e-02 1.644031e-01 1.009114e-02 1.018312e-04 -1.813945e-01 1.979378e-01 1.630495e-01 2.658514e-02 1.439074e-01 1.402284e-01 1.623148e-01 2.588634e-01 1.000000e+02 -1.511897e-01 1.395904e-01 -1.402972e-01 -1.722867e-01 -1.318157e-01 8.698455e-03 7.566313e-05 1.131055e-01 1.727745e-01 1.083221e-02 1.173369e-04 -1.670575e-01 -1.089300e-01 1.106175e-02 1.223624e-04 1.511897e-01 1.395904e-01 1.402972e-01 2.495943e-01 2.400000e+02 -1.457690e-01 1.410489e-01 1.672495e-04 -1.782410e-01 -1.164957e-01 1.009087e-02 1.018258e-04 1.148033e-01 1.676299e-01 9.994902e-03 9.989807e-05 -1.773918e-01 1.888674e-01 1.614491e-01 2.606581e-02 1.457690e-01 1.410489e-01 1.606951e-01 2.593097e-01
1.000000e+04 2.400000e+03 -1.469290e-01 1.402149e-01 6.507567e-04 -1.795327e-01 -1.068913e-01 9.558985e-03 9.137420e-05 1.026233e-01 1.750405e-01 1.081211e-02 1.169017e-04 -1.842720e-01 1.839071e-01 1.569667e-01 2.463854e-02 1.469290e-01 1.402149e-01 1.564934e-01 2.569545e-01 2.400000e+02 -1.472898e-01 1.415134e-01 1.115102e-03 -1.738986e-01 -1.197344e-01 9.620528e-03 9.255455e-05 1.156388e-01 1.671538e-01 1.059712e-02 1.122989e-04 -1.765206e-01 1.768859e-01 1.565600e-01 2.451104e-02 1.472898e-01 1.415134e-01 1.558495e-01 2.574487e-01 1.000000e+02 -1.515476e-01 1.397171e-01 -1.366339e-01 -1.733639e-01 -1.308342e-01 8.095173e-03 6.553182e-05 1.130870e-01 1.609325e-01 1.053058e-02 1.108932e-04 -1.589640e-01 -1.152200e-01 8.889520e-03 7.902356e-05 1.515476e-01 1.397171e-01 1.366339e-01 2.477055e-01 2.400000e+02 -1.473063e-01 1.412597e-01 1.017071e-03 -1.713253e-01 -1.068913e-01 9.398701e-03 8.833557e-05 1.091676e-01 1.643655e-01 1.054036e-02 1.110992e-04 -1.782618e-01 1.839071e-01 1.573722e-01 2.476601e-02 1.473063e-01 1.412597e-01 1.566163e-01 2.577933e-01
2.000000e+04 2.400000e+03 -1.496658e-01 1.364315e-01 -4.305604e-04 -1.767608e-01 -1.165751e-01 9.395577e-03 8.827687e-05 9.739268e-02 1.723557e-01 1.136363e-02 1.291320e-04 -1.882009e-01 1.992731e-01 1.595961e-01 2.547091e-02 1.496658e-01 1.364315e-01 1.591935e-01 2.581382e-01 2.400000e+02 -1.489696e-01 1.354943e-01 -3.824361e-04 -1.749399e-01 -1.222656e-01 9.820767e-03 9.644747e-05 1.057764e-01 1.620957e-01 1.123057e-02 1.261257e-04 -1.832982e-01 1.828561e-01 1.593469e-01 2.539143e-02 1.489696e-01 1.354943e-01 1.585887e-01 2.569313e-01 1.000000e+02 -1.478399e-01 1.370710e-01 -1.505238e-01 -1.687188e-01 -1.284811e-01 8.231209e-03 6.775280e-05 1.098484e-01 1.612057e-01 1.036258e-02 1.073830e-04 -1.704036e-01 -1.294630e-01 9.954641e-03 9.909488e-05 1.478399e-01 1.370710e-01 1.505238e-01 2.520600e-01 2.400000e+02 -1.496222e-01 1.374971e-01 2.621128e-04 -1.747241e-01 -1.264474e-01 9.416496e-03 8.867039e-05 1.057764e-01 1.662115e-01 1.124186e-02 1.263795e-04 -1.804202e-01 1.793750e-01 1.601881e-01 2.566021e-02 1.496222e-01 1.374971e-01 1.594664e-01 2.588415e-01
3.000000e+04 2.400000e+03 -1.469522e-01 1.385957e-01 -7.937788e-04 -1.757741e-01 -1.164780e-01 9.259571e-03 8.573965e-05 9.992852e-02 1.752369e-01 1.078337e-02 1.162812e-04 -1.884148e-01 1.855826e-01 1.581017e-01 2.499614e-02 1.469522e-01 1.385957e-01 1.576423e-01 2.567577e-01 2.400000e+02 -1.463172e-01 1.391796e-01 -4.145304e-04 -1.749759e-01 -1.196059e-01 8.990340e-03 8.082621e-05 1.061565e-01 1.681484e-01 1.155507e-02 1.335196e-04 -1.798820e-01 1.806648e-01 1.594761e-01 2.543261e-02 1.463172e-01 1.391796e-01 1.588030e-01 2.574071e-01 1.000000e+02 -1.494555e-01 1.387465e-01 -1.438438e-01 -1.693181e-01 -1.353536e-01 7.013537e-03 4.918970e-05 1.119113e-01 1.672996e-01 1.130109e-02 1.277147e-04 -1.637165e-01 -1.251576e-01 9.138811e-03 8.351787e-05 1.494555e-01 1.387465e-01 1.438438e-01 2.499661e-01 2.400000e+02 -1.462463e-01 1.381559e-01 -1.299027e-03 -1.677415e-01 -1.218082e-01 8.340542e-03 6.956465e-05 1.144624e-01 1.641783e-01 9.919092e-03 9.838838e-05 -1.814383e-01 1.748757e-01 1.575325e-01 2.481649e-02 1.462463e-01 1.381559e-01 1.567945e-01 2.555340e-01
4.000000e+04 2.400000e+03 -1.476609e-01 1.363163e-01 1.063163e-03 -1.816545e-01 -1.158781e-01 9.223267e-03 8.506865e-05 9.140871e-02 1.672529e-01 1.059574e-02 1.122698e-04 -1.892467e-01 1.990848e-01 1.624264e-01 2.638233e-02 1.476609e-01 1.363163e-01 1.620319e-01 2.586470e-01 2.400000e+02 -1.471825e-01 1.349153e-01 8.461090e-04 -1.697902e-01 -1.224174e-01 8.672712e-03 7.521593e-05 1.008889e-01 1.652330e-01 1.079612e-02 1.165563e-04 -1.883048e-01 1.833296e-01 1.633897e-01 2.669620e-02 1.471825e-01 1.349153e-01 1.627494e-01 2.580286e-01 1.000000e+02 -1.557107e-01 1.362149e-01 -1.407970e-01 -1.816545e-01 -1.299377e-01 7.906171e-03 6.250754e-05 1.047353e-01 1.536366e-01 1.076071e-02 1.157928e-04 -1.593335e-01 -1.146453e-01 8.633359e-03 7.453489e-05 1.557107e-01 1.362149e-01 1.407970e-01 2.506330e-01 2.400000e+02 -1.477134e-01 1.352300e-01 1.591665e-03 -1.695039e-01 -1.181684e-01 9.409721e-03 8.854286e-05 9.793412e-02 1.633210e-01 1.106462e-02 1.224258e-04 -1.835080e-01 1.869407e-01 1.623389e-01 2.635393e-02 1.477134e-01 1.352300e-01 1.616696e-01 2.578837e-01
5.000000e+04 2.400000e+03 -1.487426e-01 1.388291e-01 -1.231985e-03 -1.825525e-01 -1.201115e-01 9.365883e-03 8.771977e-05 1.012554e-01 1.713450e-01 1.046550e-02 1.095266e-04 -1.867492e-01 1.845680e-01 1.598974e-01 2.556718e-02 1.487426e-01 1.388291e-01 1.594501e-01 2.590309e-01 2.400000e+02 -1.481256e-01 1.385043e-01 -9.566792e-04 -1.721549e-01 -1.251521e-01 9.086969e-03 8.257300e-05 1.086497e-01 1.638202e-01 1.135000e-02 1.288224e-04 -1.804094e-01 1.829229e-01 1.592925e-01 2.537409e-02 1.481256e-01 1.385043e-01 1.583882e-01 2.579645e-01 1.000000e+02 -1.511585e-01 1.390066e-01 -1.458305e-01 -1.755951e-01 -1.331729e-01 7.629582e-03 5.821052e-05 1.086497e-01 1.623642e-01 1.075259e-02 1.156182e-04 -1.626479e-01 -1.270693e-01 7.680718e-03 5.899343e-05 1.511585e-01 1.390066e-01 1.458305e-01 2.522278e-01 2.400000e+02 -1.493444e-01 1.416579e-01 -1.593706e-03 -1.711454e-01 -1.241371e-01 8.911894e-03 7.942185e-05 1.196177e-01 1.667293e-01 9.412200e-03 8.858951e-05 -1.842743e-01 1.799939e-01 1.607998e-01 2.585658e-02 1.493444e-01 1.416579e-01 1.600941e-01 2.612349e-01
6.000000e+04 2.400000e+03 -1.544387e-01 1.318618e-01 4.277833e-04 -1.818511e-01 -1.169434e-01 8.805254e-03 7.753250e-05 9.413867e-02 1.706727e-01 1.057753e-02 1.118842e-04 -1.886682e-01 1.881756e-01 1.587234e-01 2.519313e-02 1.544387e-01 1.318618e-01 1.582827e-01 2.579646e-01 2.400000e+02 -1.539861e-01 1.340592e-01 2.460791e-06 -1.754898e-01 -1.283776e-01 7.488806e-03 5.608222e-05 1.041056e-01 1.706727e-01 1.139416e-02 1.298269e-04 -1.834371e-01 1.823777e-01 1.580046e-01 2.496544e-02 1.539861e-01 1.340592e-01 1.571913e-01 2.582046e-01 1.000000e+02 -1.570064e-01 1.319968e-01 -1.410371e-01 -1.796973e-01 -1.333104e-01 9.095930e-03 8.273595e-05 1.050810e-01 1.648195e-01 1.171102e-02 1.371479e-04 -1.634901e-01 -1.221458e-01 8.897062e-03 7.915771e-05 1.570064e-01 1.319968e-01 1.410371e-01 2.494407e-01 2.400000e+02 -1.543215e-01 1.315358e-01 5.319697e-04 -1.818511e-01 -1.280054e-01 8.469402e-03 7.173077e-05 1.094378e-01 1.559287e-01 1.031817e-02 1.064646e-04 -1.809264e-01 1.819810e-01 1.592924e-01 2.537407e-02 1.543215e-01 1.315358e-01 1.585747e-01 2.578873e-01
7.000000e+04 2.400000e+03 -1.533600e-01 1.335361e-01 1.118214e-03 -1.872797e-01 -1.222456e-01 8.875402e-03 7.877277e-05 9.481529e-02 1.671024e-01 1.077751e-02 1.161546e-04 -1.822049e-01 1.933268e-01 1.554343e-01 2.415982e-02 1.533600e-01 1.335361e-01 1.549882e-01 2.562112e-01 2.400000e+02 -1.538649e-01 1.332719e-01 1.037675e-03 -1.868318e-01 -1.222456e-01 9.482256e-03 8.991319e-05 9.606950e-02 1.582896e-01 1.156327e-02 1.337092e-04 -1.798601e-01 1.827306e-01 1.582181e-01 2.503298e-02 1.538649e-01 1.332719e-01 1.576057e-01 2.579447e-01 1.000000e+02 -1.584928e-01 1.343438e-01 -1.413900e-01 -1.759662e-01 -1.410048e-01 7.935142e-03 6.296648e-05 1.021866e-01 1.671024e-01 1.220366e-02 1.489292e-04 -1.617122e-01 -1.128076e-01 9.634168e-03 9.281720e-05 1.584928e-01 1.343438e-01 1.413900e-01 2.518412e-01 2.400000e+02 -1.526124e-01 1.311227e-01 -3.443385e-04 -1.776484e-01 -1.274914e-01 8.337522e-03 6.951427e-05 9.934001e-02 1.627613e-01 1.070262e-02 1.145460e-04 -1.773008e-01 1.753208e-01 1.549768e-01 2.401781e-02 1.526124e-01 1.311227e-01 1.542916e-01 2.540450e-01
8.000000e+04 2.400000e+03 -1.545513e-01 1.316866e-01 -1.319819e-03 -1.833126e-01 -1.177871e-01 9.199542e-03 8.463158e-05 9.646819e-02 1.624359e-01 1.033124e-02 1.067345e-04 -1.906670e-01 1.862854e-01 1.599455e-01 2.558257e-02 1.545513e-01 1.316866e-01 1.594791e-01 2.587203e-01 2.400000e+02 -1.537057e-01 1.321299e-01 -1.873659e-03 -1.737892e-01 -1.328825e-01 7.773755e-03 6.043127e-05 9.646819e-02 1.571303e-01 1.020804e-02 1.042042e-04 -1.841362e-01 1.818819e-01 1.592978e-01 2.537578e-02 1.537057e-01 1.321299e-01 1.585042e-01 2.578146e-01 1.000000e+02 -1.556469e-01 1.318051e-01 -1.458214e-01 -1.714751e-01 -1.345814e-01 7.388977e-03 5.459698e-05 1.082418e-01 1.545466e-01 9.953154e-03 9.906527e-05 -1.627103e-01 -1.182512e-01 9.301261e-03 8.651346e-05 1.556469e-01 1.318051e-01 1.458214e-01 2.510999e-01 2.400000e+02 -1.543356e-01 1.314057e-01 -1.023880e-03 -1.778844e-01 -1.177871e-01 8.736673e-03 7.632945e-05 9.942484e-02 1.563502e-01 1.118113e-02 1.250177e-04 -1.826371e-01 1.862854e-01 1.598719e-01 2.555902e-02 1.543356e-01 1.314057e-01 1.590614e-01 2.582352e-01
9.000000e+04 2.400000e+03 -1.514474e-01 1.339931e-01 9.658321e-04 -1.822376e-01 -1.189324e-01 9.357923e-03 8.757073e-05 9.456965e-02 1.668804e-01 1.044514e-02 1.091010e-04 -1.885730e-01 1.909000e-01 1.589553e-01 2.526678e-02 1.514474e-01 1.339931e-01 1.584239e-01 2.574528e-01 2.400000e+02 -1.510196e-01 1.330124e-01 1.084900e-03 -1.707066e-01 -1.293696e-01 8.504676e-03 7.232951e-05 1.083021e-01 1.612664e-01 9.577672e-03 9.173181e-05 -1.765494e-01 1.860450e-01 1.586990e-01 2.518536e-02 1.510196e-01 1.330124e-01 1.577938e-01 2.562975e-01 1.000000e+02 -1.553795e-01 1.334409e-01 -1.379072e-01 -1.790220e-01 -1.368749e-01 7.869722e-03 6.193253e-05 1.075215e-01 1.548924e-01 1.093029e-02 1.194713e-04 -1.564268e-01 -1.118643e-01 8.413044e-03 7.077930e-05 1.553795e-01 1.334409e-01 1.379072e-01 2.473413e-01 2.400000e+02 -1.520276e-01 1.344463e-01 2.021975e-03 -1.746868e-01 -1.268583e-01 9.350113e-03 8.742461e-05 1.018849e-01 1.662367e-01 1.193052e-02 1.423374e-04 -1.797830e-01 1.855992e-01 1.604542e-01 2.574556e-02 1.520276e-01 1.344463e-01 1.597242e-01 2.588443e-01
