TimeStep,e,s_raw,s_sm,s_trend,E_tan,delta_sigma_serr,S_rms,A_sigma,A_sigma_norm,e_pol,P_obs,P_sm,R_P,A_P,A_P_norm
50000,0.00095098,0.0751719202315348,0.06894741813544182,0.06680381882863404,55.6562505368649,0.008368101402900757,0.005654227704920722,5.672193569028012e-06,0.031463410041828996,0.00095098,0.0213,0.021658874458874426,-1.4376838523440802,0.0013217309954088447,0.010310478634106512
55000,0.0010509799999999,0.0716190078172193,0.07327439469353297,0.0722382502173327,55.86916397658797,-0.0006192424001133928,0.00459442721730218,6.184626315138644e-06,0.034305852108294316,,,,,,
60000,0.0011509799999999,0.0795852347935555,0.07909461806547866,0.07772118109691518,55.979889938252285,0.0018640536966403193,0.004689886108871362,6.648841981447321e-06,0.0368808361385755,0.0011509799999999,0.0214,0.021712987012986983,-1.3504980723992583,0.0016005491878830391,0.012485466605404064
65000,0.00125098,0.0852001443385453,0.08558933052398997,0.08325261146738148,56.09172975699476,0.0019475328711638096,0.0046897174328625925,7.117822158534488e-06,0.039482248702094845,,,,,,
70000,0.00135098,0.0859028719874776,0.08806096831640985,0.08883254132873161,56.18896203642734,-0.002929669341254007,0.004710648776082727,7.587840468981754e-06,0.04208941974603088,0.00135098,0.0209,0.02162077922077919,-1.2663820067655343,0.0018622371957996494,0.0145268264765112
75000,0.0014509799999999,0.100939423576161,0.09382971207729807,0.09446097068096555,56.306747996524166,0.006478452895195441,0.004692937491107861,8.058019782340813e-06,0.04469748386608817,,,,,,
80000,0.0015509799999999,0.0942945275755308,0.10021837811731601,0.10013789952408332,55.8996958795924,-0.005843371948552514,0.004702048508011403,8.527769082296776e-06,0.04730316272057573,0.0015509799999999,0.0229,0.021823809523809492,-1.1580907785578,0.0021046844743318614,0.01641809443790936
85000,0.00165098,0.102577407738561,0.1057642794786053,0.1058633278580849,55.983494422662126,-0.0032859201195239024,0.004610285456376153,8.993385780516619e-06,0.0498859182136898,,,,,,
90000,0.00175098,0.115198698041794,0.11189972277954183,0.1116372556829703,56.33857189623105,0.003561442358823705,0.004650672122482573,9.456433659459554e-06,0.05245442457844656,0.00175098,0.0219,0.02146233766233763,-1.076630486958895,0.002328156600883643,0.01816134218963343
95000,0.0018509799999999,0.121796309718119,0.11557179043151622,0.11745968299873952,56.908548800936344,0.004336626719379483,0.004228374916459707,9.900386011406225e-06,0.054917008888792314,,,,,,
