Time,Px_mean,Py_mean,Pz_mean,Px_min,Px_max,Px_std,Px_var,Py_min,Py_max,Py_std,Py_var,Pz_min,Pz_max,Pz_std,Pz_var,absPx_mean,absPy_mean,absPz_mean,absP_mean,qdiff_absmax,strain,stress_raw,stress_sm,stress_trend,delta_sigma_serr,delta_sigma_serr_sm,S_rms,A_sigma,A_sigma_norm,onset_sigma,W_tot,W_serr,phi_serr,align_method,P_parallel,O_parallel,Pmag_mean,Pvec_norm,chi_parallel,chi_vec,eta_perp,P_parallel_sm,O_parallel_sm,chi_parallel_sm,chi_vec_sm,eta_perp_sm,P_parallel_abs_sm,O_parallel_rel,chi_parallel_rel,dataset
430000.0,-0.174,0.0876,-0.000758,-0.201,-0.14,0.00812,6.6e-05,0.0372,0.126,0.0124,0.000154,-0.196,0.193,0.169,0.0284,0.174,0.0876,0.168,0.258,0.0,0.00855098,0.394152788,0.40004951014285656,0.4107356076487447,-0.01658281964874475,-0.010578094904215848,0.02576618547745058,0.00019509324597674857,0.4513133008829397,0.00195098,0.0016928558835371992,0.00015154169891388772,0.08951836974878417,time,0.0876,0.0876,0.258,0.19480845608956507,0.9999999999885845,0.7550715352279458,0.7960893854730072,0.08973962703962732,0.08973962703962732,0.9999999999888635,0.7558545497743384,0.7915071934723634,0.08973962703962732,0.6424413850600668,0.9999999999950243,Twin
440000.0,-0.174,0.0858,-0.000584,-0.202,-0.146,0.00835,6.98e-05,0.0391,0.118,0.0122,0.000148,-0.199,0.198,0.168,0.0282,0.174,0.0858,0.167,0.257,0.0,0.00875098,0.389172276,0.39601058614285656,0.42037612757679615,-0.03120385157679617,-0.031828192612269005,0.025850206222200838,0.00020026035200913035,0.46326647572408364,0.00195098,0.0017718469870839524,0.00015669398349981863,0.08843539235727146,time,0.0858,0.0858,0.257,0.19400510574724572,0.9999999999883449,0.7548836799474352,0.7989690721630766,0.08829277389277415,0.08829277389277415,0.9999999999886674,0.7543158362010763,0.794670992552615,0.08829277389277415,0.6320834376258478,0.9999999999948282,Twin
450000.0,-0.175,0.0883,0.000956,-0.203,-0.147,0.00813,6.61e-05,0.0469,0.127,0.0116,0.000135,-0.196,0.198,0.168,0.0284,0.175,0.0883,0.168,0.258,0.0,0.00895098,0.444718548,0.4388227971861466,0.4309167094119991,0.013801838588000881,0.008469155768528979,0.02647697893523421,0.0002055080179131343,0.4754060114071853,0.00195098,0.0018548699198594936,0.00016010464887680496,0.08631583657841241,time,0.0883,0.0883,0.258,0.19601735621112737,0.999999999988675,0.759757194613828,0.7952701136081722,0.08627226107226132,0.08627226107226132,0.9999999999883973,0.7538962110128775,0.79893764725398,0.08627226107226132,0.6176186900247833,0.9999999999945581,Twin
460000.0,-0.173,0.0872,-0.00114,-0.203,-0.136,0.00836,6.99e-05,0.0471,0.125,0.0112,0.000125,-0.197,0.2,0.171,0.0291,0.173,0.0872,0.17,0.259,0.0,0.00915098,0.473071899,0.46690924809523743,0.4425785598840537,0.030493339115946316,0.03283219721944129,0.026642918870232665,0.00021083698926236462,0.4877336326833129,0.00195098,0.001946130118676809,0.0001649686743785892,0.08476754601113355,time,0.0872,0.0872,0.259,0.19373729532539674,0.9999999999885321,0.748020445268914,0.7973035797285045,0.08457249417249443,0.08457249417249443,0.9999999999881782,0.7534545921472532,0.8025044077447377,0.08457249417249443,0.6054501460115205,0.9999999999943391,Twin
470000.0,-0.175,0.0823,0.000526,-0.198,-0.148,0.00789,6.23e-05,0.0421,0.118,0.0125,0.000155,-0.2,0.197,0.17,0.0288,0.175,0.0823,0.169,0.258,0.0,0.00935098,0.443910097,0.4464076402380946,0.45369480308358306,-0.009784706083583061,-0.007350970753035927,0.027345009419532208,0.00021624337037084066,0.5002403275803176,0.00195098,0.0020380171295107915,0.00016855760824151754,0.08270666904648556,time,0.0823,0.0823,0.258,0.19338709025165043,0.9999999999878493,0.7495623653135693,0.8069434670400962,0.08355710955710982,0.08355710955710982,0.9999999999880409,0.7522547639516052,0.8047558404693835,0.08355710955710982,0.598181059653625,0.9999999999942017,Twin
480000.0,-0.178,0.0795,0.000383,-0.213,-0.149,0.00836,6.99e-05,0.0368,0.114,0.0122,0.000149,-0.194,0.195,0.169,0.0286,0.178,0.0795,0.169,0.258,0.0,0.00955098,0.429277566,0.43683216206926345,0.46328497647762357,-0.03400741047762357,-0.03501722082287877,0.027521395062097546,0.0002217570855880295,0.5129953207239273,0.00195098,0.002125690544741311,0.00017348059611329805,0.08161140695783169,time,0.0795,0.0795,0.258,0.19494716383933366,0.9999999999874213,0.7556091621650313,0.8135990621317384,0.08212773892773918,0.08212773892773918,0.9999999999878144,0.7511271206408804,0.8079067294873044,0.08212773892773918,0.5879482686649623,0.9999999999939753,Twin
490000.0,-0.177,0.0806,-0.00114,-0.206,-0.146,0.00802,6.44e-05,0.0321,0.115,0.0119,0.000142,-0.198,0.198,0.169,0.0286,0.177,0.0806,0.169,0.258,0.0,0.00975098,0.479054391,0.4759795388658002,0.47329350234720835,0.005760888652791674,0.0033770370348286073,0.028070904392918494,0.00022732883053271202,0.5258845552541795,0.00195098,0.00221637748190841,0.00017741949940682539,0.08004931508962022,time,0.0806,0.0806,0.258,0.19449076996094183,0.999999999987593,0.7538401936441396,0.8110642287838465,0.08016550116550142,0.08016550116550142,0.9999999999875103,0.7509015459741317,0.8121156520878049,0.08016550116550142,0.5739007092157512,0.9999999999936712,Twin
500000.0,-0.175,0.081,0.000348,-0.205,-0.148,0.00778,6.05e-05,0.0394,0.118,0.0114,0.000131,-0.196,0.2,0.172,0.0294,0.175,0.081,0.171,0.259,0.0,0.00995098,0.519027289,0.5121821410606053,0.48411235466676916,0.034914934333230785,0.036470951681033315,0.02869783765330428,0.00023303605867381605,0.5390872059064765,0.00195098,0.002315870954473562,0.00018194002382518999,0.0785622460844534,time,0.081,0.081,0.259,0.19283703250154002,0.9999999999876542,0.7445445270300984,0.8103044496468141,0.0783582750582753,0.0783582750582753,0.9999999999872452,0.7504551935168662,0.8157876713523259,0.0783582750582753,0.5609628702504704,0.999999999993406,Twin
510000.0,-0.178,0.0768,7.5e-05,-0.206,-0.151,0.0081,6.56e-05,0.0309,0.112,0.013,0.000169,-0.194,0.199,0.171,0.0293,0.178,0.0768,0.171,0.259,0.0,0.01015098,0.500578581,0.4970864208181811,0.4957610744227802,0.004817506577219743,0.002885934723239221,0.029549846960466235,0.00023882432548982647,0.5524773250264188,0.00195098,0.002417507589695207,0.0001863674164401787,0.07709072651295189,time,0.0768,0.0768,0.259,0.19386140829210954,0.9999999999869791,0.748499645912591,0.8196336308106632,0.07711934731934755,0.07711934731934755,0.9999999999870561,0.7503655308409334,0.8186527839921269,0.07711934731934755,0.5520934501420649,0.999999999993217,Twin
520000.0,-0.18,0.0729,-0.00116,-0.207,-0.152,0.00819,6.71e-05,0.0275,0.114,0.0127,0.000162,-0.198,0.196,0.169,0.0287,0.18,0.0729,0.169,0.258,0.0,0.01035098,0.472413254,0.4777647724718608,0.5062622771740353,-0.033849023174035264,-0.03732733402693547,0.03120837666952559,0.0002449078349431255,0.5665504351362796,0.00195098,0.0025144140900852496,0.0001905810955585446,0.07579542936465293,time,0.0729,0.0729,0.258,0.19420544688550834,0.9999999999862825,0.7527342902509907,0.8272102393912604,0.07570839160839184,0.07570839160839184,0.999999999986793,0.748410987357822,0.8217105871118748,0.07570839160839184,0.5419924906093879,0.9999999999929539,Twin
530000.0,-0.179,0.0742,0.000654,-0.211,-0.145,0.00805,6.48e-05,0.0255,0.11,0.0121,0.000147,-0.201,0.197,0.17,0.0289,0.179,0.0742,0.17,0.258,0.0,0.01055098,0.506728958,0.5086453155627698,0.5153959604464735,-0.00866700244647356,-0.00705732735775534,0.03144740005382043,0.0002511695155755759,0.5810357123746458,0.00195098,0.0026123606922255093,0.0001957644187849312,0.07493774476378166,time,0.0742,0.0742,0.258,0.19377065752068862,0.9999999999865228,0.7510490601547968,0.8246691871436089,0.07336480186480208,0.07336480186480208,0.9999999999863357,0.7471708986791614,0.826479001772194,0.07336480186480208,0.5252148518944475,0.9999999999924966,Twin
540000.0,-0.178,0.0739,-2.46e-05,-0.21,-0.142,0.0082,6.72e-05,0.0231,0.113,0.0128,0.000164,-0.201,0.2,0.173,0.0298,0.178,0.0739,0.172,0.259,0.0,0.01075098,0.560288437,0.5558972390432892,0.5239049904182442,0.03638344658175574,0.03908039938092012,0.03291743774299489,0.00025761130353007747,0.5959376356615265,0.00195098,0.0027192624643761587,0.00019990030432443355,0.07351269211532098,time,0.0739,0.0739,0.259,0.19273092799330366,0.9999999999864682,0.7441348571141295,0.8256664307600243,0.07087365967365988,0.07087365967365988,0.9999999999858589,0.7468393689884272,0.8318284706057923,0.07087365967365988,0.507380892779014,0.9999999999920197,Twin
550000.0,-0.18,0.0691,-0.000236,-0.207,-0.154,0.0079,6.24e-05,0.0216,0.11,0.0132,0.000173,-0.2,0.199,0.173,0.0301,0.18,0.0691,0.173,0.26,0.0,0.01095098,0.558835715,0.5496749035367957,0.5357037215184238,0.02313199348157613,0.015275394467453962,0.03278706778312311,0.0002641930782214071,0.6111633932050028,0.00195098,0.002830600842647587,0.0002063720631750976,0.07290751138972623,time,0.0691,0.0691,0.26,0.19280784656232225,0.9999999999855281,0.7415686406214642,0.8362947168897505,0.06955244755244776,0.06955244755244776,0.9999999999856596,0.7458684215172564,0.8346518535237748,0.06955244755244776,0.4979224030001914,0.9999999999918204,Twin
560000.0,-0.18,0.0648,0.00117,-0.202,-0.152,0.00774,5.99e-05,0.00361,0.107,0.0134,0.000179,-0.197,0.202,0.171,0.0292,0.18,0.0648,0.17,0.257,0.0,0.01115098,0.503988813,0.5170509949264062,0.5498022030865123,-0.04581339008651231,-0.040566224947579936,0.03421333248551817,0.00027084968106986737,0.6265622522949963,0.00195098,0.002936825188333084,0.00021038246650565827,0.07163601951571026,time,0.0648,0.0648,0.257,0.19131233337137468,0.9999999999845678,0.744405966422686,0.8437801350027874,0.06835034965034986,0.06834195804195825,1.0001685061780419,0.7439534368057954,0.8371732641761576,0.06835034965034986,0.4892565707098905,1.0001685061842038,Twin
570000.0,-0.182,0.064,-0.000621,-0.209,-0.159,0.00779,6.08e-05,0.0106,0.101,0.0143,0.000206,-0.198,0.198,0.171,0.0292,0.182,0.064,0.17,0.258,0.0,0.01135098,0.519796558,0.5358914916320339,0.5594386288934416,-0.03964207089344163,-0.02623620041198829,0.03425743700149085,0.0002777209723580359,0.6424577546588307,0.00195098,0.0030413154846333007,0.00021829118359385977,0.07177525143208867,time,0.064,0.064,0.258,0.19292585529420364,0.9999999999843749,0.7477746329203716,0.8461538461518121,0.06523939393939414,0.06524149184149204,0.9999578734364465,0.7432358967386306,0.8439449625703634,0.06523939393939414,0.4670604922786768,0.9999578734426071,Twin
580000.0,-0.181,0.0662,-0.000179,-0.206,-0.156,0.00799,6.38e-05,0.0207,0.104,0.0131,0.00017,-0.202,0.203,0.175,0.0305,0.181,0.0662,0.174,0.26,0.0,0.01155098,0.601224917,0.5920805263376616,0.5634119116239275,0.03781300537607257,0.03368199837198774,0.036464457948316056,0.00028472138475743185,0.6586519555994915,0.00195098,0.003154214951869015,0.00022177442453481913,0.07031049814896342,time,0.0662,0.0662,0.26,0.19272641760018266,0.9999999999848942,0.7412554523055439,0.8428300094946752,0.06227086247086265,0.06228111888111906,0.9997940479706536,0.7425961647036258,0.8503292378562768,0.06227086247086265,0.44586733416451885,0.9997940479768133,Twin
590000.0,-0.18,0.0647,0.000263,-0.205,-0.154,0.00759,5.76e-05,0.00883,0.1,0.0126,0.000159,-0.206,0.202,0.173,0.0301,0.18,0.0647,0.173,0.259,0.0,0.01175098,0.609909358,0.6023971523636356,0.5688279727700075,0.041081385229992495,0.034034786206456204,0.037899405725746245,0.00029226676468111916,0.6761068413528458,0.00195098,0.003274381912124425,0.0002299584466759078,0.07022957396155122,time,0.0647,0.0647,0.259,0.19127508768524978,0.9999999999845439,0.7385138520637501,0.8451041417264902,0.06062494172494191,0.06063263403263421,0.9998598534932216,0.7421233654630408,0.8538461760464489,0.06062494172494191,0.434065915724887,0.9998598534993816,Twin
600000.0,-0.184,0.0549,-0.00118,-0.212,-0.157,0.00807,6.51e-05,-0.00449,0.0981,0.0149,0.000221,-0.198,0.2,0.172,0.0294,0.184,0.0549,0.171,0.258,0.0,0.01195098,0.55509193,0.5617219261601724,0.581757999243022,-0.02666606924302195,-0.021471681321590535,0.03858746190076783,0.0002998164041681884,0.6935715808435787,0.00195098,0.003390795065574858,0.00023370416202287293,0.06892311611384627,time,0.0549,0.0549,0.258,0.19201927611570666,0.9999999999817851,0.7442607601355132,0.8660648938744423,0.05982867132867151,0.059783216783216964,1.0015472924403357,0.741913762664669,0.8557667992469383,0.05982867132867151,0.4279849812234704,1.001547292446506,Twin
610000.0,-0.186,0.0497,0.000912,-0.212,-0.159,0.0079,6.24e-05,-0.0164,0.093,0.0168,0.000284,-0.198,0.197,0.173,0.0299,0.186,0.0498,0.172,0.259,0.0,0.01215098,0.542155003,0.5587804324285706,0.593232825230413,-0.05107782223041302,-0.03940771791228443,0.042454237418519024,0.0003080368752218802,0.7125881690779888,0.00195098,0.003502149033214685,0.0002410737972099645,0.06883596184045845,time,0.0497,0.0498,0.259,0.19252771682020228,0.9979919678514461,0.743350257990189,0.8778813143676364,0.056774825174825336,0.05660442890442907,1.0043453743797683,0.7407437835340016,0.8630510380314611,0.056774825174825336,0.40522820191616554,1.004345374385956,Twin
620000.0,-0.182,0.0584,9.47e-06,-0.209,-0.152,0.00788,6.21e-05,-0.0012,0.0968,0.0137,0.000186,-0.199,0.201,0.175,0.0306,0.182,0.0584,0.174,0.26,0.0,0.01235098,0.624505647,0.6153631312294363,0.6000085612742635,0.0244970857257365,0.014929637521563949,0.04049032951300903,0.0003163162774940913,0.7317410841371531,0.00195098,0.0036190752361283207,0.0002455713699292258,0.06785472915228409,time,0.0584,0.0584,0.26,0.19114015823390149,0.9999999999828767,0.7351544547429475,0.859073359071286,0.05195081585081601,0.052114685314685466,0.995645260727944,0.7386209402145303,0.8729857544564816,0.05195081585081601,0.37308635794476436,0.995645260734078,Twin
630000.0,-0.183,0.0554,-0.00067,-0.21,-0.15,0.00825,6.8e-05,-0.00699,0.103,0.015,0.000225,-0.205,0.203,0.174,0.0303,0.183,0.0554,0.174,0.259,0.0,0.01255098,0.669230749,0.6576097952943714,0.6038772776004998,0.06535347139950021,0.05778860312465245,0.0429783814599089,0.0003246792331774065,0.7510872850559924,0.00195098,0.003746925044718148,0.0002540058486841353,0.0677904803679472,time,0.0554,0.0554,0.259,0.19120305672242793,0.9999999999819494,0.7382357402381842,0.8656644034896566,0.04798694638694653,0.04841165501165516,0.9889033955513562,0.7375507763095355,0.8811625877065303,0.04798694638694653,0.3465765540233855,0.9889033955574487,Twin
640000.0,-0.187,0.0458,0.000832,-0.214,-0.159,0.00831,6.91e-05,-0.0175,0.0868,0.0169,0.000284,-0.203,0.204,0.174,0.0303,0.187,0.0459,0.174,0.26,0.0,0.01275098,0.624111367,0.6239529400822502,0.6120777034531552,0.012033663546844875,0.01823430921963249,0.041894532120622524,0.000333235033608191,0.7708795977769219,0.00195098,0.0038760277020436894,0.0002625139910302904,0.06772758380748317,time,0.0458,0.0459,0.26,0.1925287828455787,0.9978213507407881,0.7404953186339931,0.88719587121925,0.046210722610722746,0.04664428904428919,0.9903085427081663,0.7363907030741385,0.8852566676750039,0.046210722610722746,0.3339240717539725,0.9903085427142674,Twin
650000.0,-0.186,0.033,-0.000999,-0.217,-0.159,0.00781,6.1e-05,-0.0443,0.0853,0.0185,0.000344,-0.199,0.2,0.175,0.0306,0.186,0.0338,0.174,0.258,0.0,0.01295098,0.562165523,0.5758586578095228,0.6240888848138609,-0.06192336181386093,-0.05548964868284683,0.04407981976978465,0.00034172097972709877,0.7905103150519601,0.00195098,0.003995700697746503,0.0002687576575575159,0.06726170899364158,time,0.033,0.0338,0.258,0.1889073794244153,0.9763313609178602,0.7321991450530353,0.9141696292511068,0.046503589743589875,0.04534358974358988,1.0564526390130569,0.7354628311262297,0.8881882524663898,0.0462031701631703,0.3246124322046023,1.0564526390195654,Twin
660000.0,-0.186,0.0372,-1.26e-05,-0.213,-0.161,0.00806,6.49e-05,-0.0605,0.0858,0.0224,0.000501,-0.205,0.202,0.176,0.0308,0.186,0.0398,0.175,0.26,0.0,0.01315098,0.595098495,0.5957939996623367,0.6354129695307342,-0.04031447453073422,-0.047649011606286,0.04381790966554911,0.0003505801531891129,0.8110044269737673,0.00195098,0.004111616428129186,0.0002801167784185198,0.06812813970246123,time,0.0372,0.0398,0.26,0.18968352632413812,0.9346733668106865,0.7295520243208022,0.900698602792164,0.04376268065268078,0.041551282051282175,0.9798039826612053,0.7344651213382425,0.896906473503156,0.04085037296037308,0.29746349603458383,0.9798039826672417,Twin
670000.0,-0.186,0.0448,0.000658,-0.212,-0.159,0.00773,5.98e-05,-0.0314,0.0859,0.015,0.000225,-0.202,0.205,0.176,0.0309,0.186,0.0449,0.175,0.26,0.0,0.01335098,0.670168442,0.6676951589523801,0.6448054898067066,0.02536295219329343,0.02772917043670962,0.04216395530978491,0.0003591172297251087,0.8307534253158717,0.00195098,0.0042376287412300515,0.0002846867936207614,0.06718068311433194,time,0.0448,0.0449,0.26,0.191320341218596,0.9977728284855729,0.7358474662225392,0.8893816210867471,0.03653459207459218,0.036594871794871905,0.8774678589385164,0.7327301635666499,0.9082998512420566,0.03360386946386956,0.2619808093431398,0.8774678589439223,Twin
680000.0,-0.187,0.0405,-0.00106,-0.217,-0.157,0.00767,5.88e-05,-0.0203,0.0902,0.0152,0.000231,-0.201,0.203,0.175,0.0307,0.187,0.0406,0.175,0.26,0.0,0.01355098,0.702912405,0.7050126288441548,0.6567383076884212,0.04617409731157873,0.05431527846198836,0.041190907524658545,0.0003674989057414613,0.850142932374062,0.00195098,0.004375953284414251,0.0002937229042313252,0.06712203836304022,time,0.0405,0.0406,0.26,0.19133837461418973,0.9975369457882381,0.7359168254363608,0.8991554893171905,0.026008974358974438,0.033739160839160946,0.8502978533991377,0.7316310527654817,0.9150166985979882,0.030154662004662096,0.24153692114971084,0.8502978534043762,Twin
690000.0,-0.188,0.0267,0.00039,-0.213,-0.162,0.00781,6.11e-05,-0.044,0.0754,0.02,0.000401,-0.202,0.203,0.174,0.0304,0.188,0.0289,0.174,0.259,0.0,0.01375098,0.679854515,0.673554503913419,0.6754079245508946,0.0044465904491054475,-0.0029401967275228605,0.03682383476355862,0.0003752641097637025,0.8681063418286612,0.00195098,0.0045143323192954185,0.00030009257461050866,0.06647551695027762,time,0.0267,0.0289,0.259,0.18988691924405957,0.9238754324939837,0.7331541283526116,0.9260680480917726,0.014996247086247133,0.03201491841491851,0.7791604400264478,0.7312441805388916,0.919183030656607,0.02663983682983691,0.22919315811266938,0.7791604400312481,Twin
700000.0,-0.189,-0.00179,0.000336,-0.226,-0.162,0.00802,6.43e-05,-0.0757,0.0696,0.0257,0.00066,-0.209,0.21,0.178,0.0315,0.189,0.0212,0.177,0.261,0.0,0.01395098,0.632658192,0.6574815206493496,0.6965664301420649,-0.06390823814206492,-0.04961074250383578,0.03668658280435019,0.00038262753595806045,0.8851403102007885,0.00195098,0.004646648594129185,0.00030614364378409264,0.06588482808252173,time,-0.00179,0.0212,0.261,0.1890087749179916,0.08443396226016821,0.724171551407155,0.9452479338818564,0.004961631701631724,0.02966923076923086,0.6574066690156002,0.7308530569757408,0.924914713291271,0.02176279720279727,0.21240050062426225,0.6574066690196504,Twin
710000.0,-0.188,-0.0178,-0.00081,-0.217,-0.162,0.00787,6.2e-05,-0.076,0.0709,0.0246,0.000607,-0.204,0.201,0.176,0.0311,0.188,0.0258,0.176,0.26,0.0,0.01415098,0.706634232,0.6915135750735921,0.7151221354267207,-0.008487903426720678,-0.020982055729744327,0.029886750631910194,0.00038937099274385847,0.9007400903270707,0.00195098,0.004780693077916198,0.00031377185760885813,0.06563313153448132,time,-0.0178,0.0258,0.26,0.18884251666401822,0.6899224805934139,0.7263173717818919,0.9338122113880611,-0.0034911655011655002,0.0257188811188812,0.5744828069899193,0.7296038930181079,0.9342160290266049,0.01612724941724947,0.1841201501864171,0.5744828069934586,Twin
720000.0,-0.19,-0.0241,0.000788,-0.217,-0.162,0.00784,6.15e-05,-0.0755,0.0362,0.0199,0.000396,-0.2,0.202,0.175,0.0307,0.19,0.0266,0.175,0.26,0.0,0.01435098,0.740056186,0.7466888265714275,0.7354693040317221,0.004586881968277945,0.012831320178706371,0.02848083517463531,0.0003951459105035453,0.9140993287948257,0.00195098,0.004924794844471175,0.00031571437071065,0.06410711119572564,time,-0.0241,0.0266,0.26,0.19152396963304621,0.9060150375599243,0.73663065243196,0.9320735444307149,-0.007008111888111898,0.02237062937062944,0.5259045133997694,0.7286387762491058,0.9421939792361257,0.011823449883449924,0.16015018773352227,0.5259045134030094,Twin
730000.0,-0.19,-0.00651,-0.000312,-0.216,-0.163,0.00785,6.16e-05,-0.0721,0.071,0.0265,0.000702,-0.206,0.201,0.176,0.031,0.19,0.023,0.176,0.261,0.0,0.01455098,0.769513401,0.7698829024718604,0.7628641609323739,0.006649240067626128,0.009675838069396397,0.024398831357263277,0.00040058830500780786,0.9266893342362168,0.00195098,0.005076836765034595,0.0003180898470617508,0.06265512597381752,time,-0.00651,0.023,0.261,0.19011174988411422,0.28304347824856335,0.7283975091317465,0.9408740359872986,-0.006509277389277403,0.02095757575757582,0.4712462304998256,0.728413586683141,0.9457327585656242,0.00965538461538465,0.15003420942737855,0.4712462305027289,Twin
740000.0,-0.189,0.00621,-0.000913,-0.222,-0.159,0.00781,6.11e-05,-0.0543,0.0742,0.0228,0.000518,-0.213,0.208,0.179,0.032,0.189,0.0191,0.178,0.261,0.0,0.01475098,0.790449455,0.7925670315844144,0.7955534159434584,-0.005103960943458441,-0.008127118286654647,0.020348611400053673,0.00040504866154488086,0.9370075706353442,0.00195098,0.0052329535472694436,0.0003190276831218613,0.06096512805628287,time,0.00621,0.0191,0.261,0.1891041979148004,0.3251308900353335,0.7245371567589114,0.9505309505284887,-0.004551655011655024,0.021041958041958107,0.5361791488784867,0.7292158709939827,0.9456966855901363,0.011168857808857843,0.15063829787126243,0.5361791488817901,Twin
750000.0,-0.19,0.0133,0.000458,-0.221,-0.166,0.00752,5.66e-05,-0.0497,0.0694,0.0196,0.000383,-0.2,0.207,0.177,0.0312,0.19,0.0192,0.176,0.261,0.0,0.01495098,0.829499117,0.8242383203809511,0.8270105197845529,0.0024885972154471414,-0.001379795629221161,0.01850284517159754,0.000409041685012011,0.946244715634553,0.00195098,0.005394388235914898,0.0003201063265773968,0.059340617059444226,time,0.0133,0.0192,0.261,0.1904654818175724,0.6927083332972549,0.7297528038959489,0.9501557632374088,-0.0011215151515151576,0.020174358974359034,0.5762537309748149,0.7298379458251678,0.947865953734143,0.011809720279720314,0.14442720066646747,0.5762537309783651,Twin
760000.0,-0.191,0.0103,-0.00025,-0.214,-0.165,0.00748,5.6e-05,-0.0495,0.0604,0.0187,0.00035,-0.207,0.204,0.177,0.0313,0.191,0.0175,0.176,0.261,0.0,0.01515098,0.859428795,0.8584060455324662,0.8544694673644663,0.00495932763553375,0.005774085522580939,0.008463265490028108,0.00041163543760573267,0.9522448979519139,0.00195098,0.00556265807224823,0.00032076706189004107,0.057664349978714106,time,0.0103,0.0175,0.261,0.1912776842708004,0.5885714285377959,0.732864690689914,0.9544863459012888,0.0014541025641025655,0.018526806526806584,0.47919244460116595,0.7295058791344037,0.9519533662812236,0.008877599067599096,0.1326324572372653,0.4791924446041182,Twin
770000.0,-0.19,-0.00753,0.000108,-0.215,-0.166,0.0077,5.92e-05,-0.0703,0.0554,0.0216,0.000466,-0.205,0.207,0.178,0.0316,0.19,0.0187,0.177,0.261,0.0,0.01535098,0.887228174,0.8900412128181806,0.884952225886088,0.002275948113911963,0.004725029010676963,0.008257863014165891,0.0004132974080998048,0.9560895691802512,0.00195098,0.0057377322548926015,0.000321677071567263,0.05606345107737763,time,-0.00753,0.0187,0.261,0.1901491850206043,0.4026737967699105,0.7285409387734704,0.9515167228391198,0.0029198508158508217,0.017582983682983735,0.5091999084221213,0.7298617000327645,0.9543027824363419,0.008617445221445249,0.12587567792984597,0.5091999084252584,Twin
780000.0,-0.191,-0.0142,0.000279,-0.218,-0.168,0.00782,6.11e-05,-0.0646,0.0405,0.0173,0.000298,-0.206,0.204,0.178,0.0316,0.191,0.0186,0.177,0.262,0.0,0.01555098,0.928837239,0.9242623655844143,0.921214983049797,0.00762225595020305,0.005528132013168026,0.006697458304479479,0.0004148854060177173,0.9597631180954902,0.00195098,0.005919201091898879,0.00032263152561987085,0.05450592412909065,time,-0.0142,0.0186,0.262,0.19152732922744994,0.7634408601740087,0.7310203405599959,0.9518882565935026,0.0015665641025641064,0.016815151515151568,0.5147596663890314,0.7309822434181545,0.9562850974009559,0.009017818181818207,0.12037880684102424,0.5147596663922027,Twin
790000.0,-0.191,-0.00267,-0.000549,-0.217,-0.167,0.00766,5.87e-05,-0.0605,0.0541,0.0184,0.000339,-0.204,0.207,0.179,0.0319,0.191,0.0149,0.178,0.262,0.0,0.01575098,0.962816626,0.9585263162337649,0.960251051427652,0.0025655745723479617,-0.004714851036040911,0.006568445416182367,0.0004162055658179263,0.9628170714711817,0.00195098,0.006107350124414464,0.0003232744258558341,0.05293202768309074,time,-0.00267,0.0149,0.262,0.19101945005941148,0.17919463086045673,0.7290818704529863,0.9611878093228414,-0.0006841585081585092,0.01638787878787884,0.47727212269783337,0.7310614010229622,0.957420532870582,0.008157118881118905,0.11731998331163437,0.4772721227007738,Twin
800000.0,-0.192,0.00772,0.000511,-0.221,-0.165,0.00723,5.22e-05,-0.0499,0.0678,0.019,0.000363,-0.202,0.204,0.177,0.0313,0.192,0.0166,0.176,0.262,0.0,0.01595098,0.994014158,0.9957835209653665,0.9969934372913045,-0.002979279291304482,6.328143929127747e-05,0.00560123271345394,0.00041746467320954506,0.9657297910286043,0.00195098,0.006302754298759701,0.000323900391028797,0.051390293144147524,time,0.00772,0.0166,0.262,0.19215582093967387,0.4650602409358398,0.7334191638890857,0.9568382735284534,-0.002760685314685321,0.015571095571095619,0.3916003211495225,0.7311496564480913,0.9595197962417794,0.006374764568764591,0.11147267417525568,0.39160032115193505,Twin
810000.0,-0.192,0.00877,-0.000133,-0.214,-0.165,0.00726,5.26e-05,-0.0376,0.0571,0.0158,0.000249,-0.208,0.205,0.178,0.0317,0.192,0.0145,0.178,0.262,0.0,0.01615098,1.032751239,1.031330980523808,1.0301216890450045,0.002629549954995536,0.005458747054289394,0.005334387744628139,0.00041856989888573547,0.968286532783783,0.00195098,0.006505671642811214,0.000324389744725173,0.04986260643566673,time,0.00877,0.0145,0.262,0.192200235663227,0.6048275861651843,0.7335886857347077,0.9622886866034791,-0.0018734592074592115,0.015052913752913798,0.3669812569224143,0.730766111826755,0.9608549998626452,0.005830475524475543,0.10776303712897434,0.3669812569246752,Twin
820000.0,-0.191,-0.000446,-0.000533,-0.219,-0.162,0.00771,5.95e-05,-0.0491,0.0557,0.0158,0.00025,-0.206,0.204,0.18,0.0322,0.191,0.0127,0.179,0.263,0.0,0.01635098,1.063494345,1.0652348853896088,1.0658100126574241,-0.002315667657424081,-0.003865382496328883,0.005326617545297504,0.0004196276411843621,0.9707334302449774,0.00195098,0.006715440279366194,0.0003248906319434382,0.04837964726478091,time,-0.000446,0.0127,0.263,0.19100126440680962,0.03511811023345527,0.7262405490725604,0.966814737389687,0.001949291375291379,0.014460606060606104,0.38608590945225124,0.730879855517663,0.9623665859024587,0.005784414918414937,0.10352273675353535,0.38608590945462984,Twin
