TimeStep,e,s_raw,s_sm,s_trend,E_tan,delta_sigma_serr,S_rms,A_sigma,A_sigma_norm,e_pol,P_obs,P_sm,R_P,A_P,A_P_norm
355000,0.00705098,0.29811874,0.3081179230909087,0.3310557855228181,52.59389854990595,-0.03293704552281812,0.022746864757046216,0.0001585397966676614,0.36675343934725396,,,,,,
360000,0.00715098,0.308816522,0.3188758720952376,0.33641103181249066,50.32380721334323,-0.027594509812490675,0.02314209013455002,0.00016083424441224123,0.37206123347475106,0.00715098,0.0991,0.10005238095238081,-6.9077922077921645,0.04002748355540577,0.282203930851315
365000,0.00725098,0.34075832,0.34029979023809476,0.34171254665223105,49.09688834574434,-0.0009542266522310494,0.023520653976495186,0.00016316738161779347,0.37745852874439906,,,,,,
370000,0.00735098,0.371469663,0.36281443032034577,0.347617487832562,49.51996894145362,0.023852175167437983,0.02376287420220709,0.0001655315580267286,0.38292762765473887,0.00735098,0.1,0.0980359307359306,-6.9974531961544875,0.041418008095800436,0.29200748222124856
375000,0.00745098,0.384611256,0.37663251340692583,0.3534679906603473,51.52747709612773,0.031143265339652726,0.02352825528440878,0.00016789611450105938,0.38839760577833593,,,,,,
380000,0.00755098,0.384145933,0.3772070910173155,0.3586553190592742,53.978660403016406,0.02549061394072577,0.02374946001586351,0.00017026000026607298,0.3938660323359915,0.00755098,0.0984,0.09678701298701285,-7.048726598077272,0.04282262607522361,0.3019103959177584
385000,0.00765098,0.370484349,0.36696684606493446,0.36363348215447944,55.3879873969417,0.0068508668455205535,0.024325814791961466,0.00017266376400646425,0.39942670945111824,,,,,,
390000,0.00775098,0.347016696,0.3539007256103891,0.3682398119939142,55.20484900514924,-0.021223115993914188,0.02452123343761388,0.00017510611641794304,0.4050766545490396,0.00775098,0.0937,0.09606363636363624,-7.1953111823240645,0.044247029853263745,0.3119528045224858
395000,0.00785098,0.340611014,0.35031376278354925,0.37281878874115476,53.36853320234575,-0.03220777474115477,0.024424936788936064,0.00017755342492927053,0.4107380646967685,,,,,,
400000,0.00795098,0.351425067,0.35797038746753196,0.3779812446621813,50.944608169250074,-0.026556177662181324,0.024604279426891768,0.0001800048857400619,0.416409080446003,0.00795098,0.0926,0.09450649350649337,-7.361916006071833,0.04570275257210333,0.32221601961861973
405000,0.00805098,0.372394626,0.37737362702597343,0.38337403128764524,49.4196517343251,-0.010979405287645239,0.025192185995546425,0.0001824947090111838,0.42216884087993983,,,,,,
410000,0.00815098,0.409835975,0.4023062841731596,0.3889497819063462,49.44362743150454,0.020886193093653804,0.025045259700320274,0.00018500658129597716,0.4279796077600068,0.00815098,0.0948,0.09213766233766221,-7.439329285433197,0.04718287710125384,0.3326512736784347
415000,0.00825098,0.423838866,0.41929851684848424,0.39500616049197423,51.20897191733001,0.028832705508025747,0.02488859827303125,0.00018750327419464472,0.43375525984753704,,,,,,
420000,0.00835098,0.434092314,0.4228466568831163,0.40038054168024634,53.80080078548682,0.03371177231975364,0.024979152001086725,0.0001899966617083506,0.4395232655186561,0.00835098,0.0925,0.09054155844155831,-7.4553437904086675,0.04867234440883801,0.34315239670039427
425000,0.00845098,0.42261769,0.41547702038960976,0.40568158361706763,55.60051892024485,0.01693610638293236,0.025593173944710636,0.0001925252780056405,0.4453727666742846,,,,,,
430000,0.00855098,0.394152788,0.40004951014285656,0.4107356076487447,55.90938988728887,-0.01658281964874475,0.02576618547745058,0.00019509324597674857,0.4513133008829397,0.00855098,0.0876,0.08986450216450204,-7.5327908022712995,0.05017115786810601,0.35371941246676925
435000,0.00865098,0.381495348,0.39188098732467475,0.41537520309619036,54.4488375811169,-0.03387985509619035,0.02586286447399208,0.00019767469847432073,0.45728502912970154,,,,,,
440000,0.00875098,0.389172276,0.39601058614285656,0.42037612757679615,51.9860815769618,-0.03120385157679617,0.025850206222200838,0.00020026035200913035,0.46326647572408364,0.00875098,0.0858,0.08846060606060593,-7.707778152583356,0.05169521476359148,0.3644644008733403
445000,0.00885098,0.402778582,0.41281263609090846,0.4256505248097038,50.014856352534686,-0.022871942809703782,0.02631306646132181,0.00020286851564330647,0.46929999540381234,,,,,,
450000,0.00895098,0.444718548,0.4388227971861466,0.4309167094119991,49.45577763126613,0.013801838588000881,0.02647697893523421,0.0002055080179131343,0.4754060114071853,0.00895098,0.0883,0.08615757575757563,-7.885146455276359,0.053254507224377454,0.3754578089693433
455000,0.00905098,0.470307686,0.4597359655324669,0.43668811578169275,50.64431122847796,0.03361957021830725,0.026729764589570156,0.0002081683550893745,0.4815602252368822,,,,,,
460000,0.00915098,0.473071899,0.46690924809523743,0.4425785598840537,53.03726970157911,0.030493339115946316,0.026642918870232665,0.00021083698926236462,0.4877336326833129,0.00915098,0.0872,0.08448138528138516,-7.962067802327508,0.05483922865013783,0.3866304977304253
465000,0.00925098,0.472419731,0.4622116641731595,0.4479824628808252,55.284577570537905,0.024437268119174793,0.02706984693987774,0.00021352262755287016,0.49394637611170467,,,,,,
470000,0.00935098,0.443910097,0.4464076402380946,0.45369480308358306,56.21139659055988,-0.009784706083583061,0.027345009419532208,0.00021624337037084066,0.5002403275803176,0.00935098,0.0823,0.08366839826839814,-8.054371169955585,0.05644087254736614,0.3979224942156954
475000,0.00945098,0.423538795,0.4351142511515145,0.4584820223195447,55.41268936318175,-0.03494322731954469,0.02770394993107336,0.00021899581833837093,0.5066076232368913,,,,,,
480000,0.00955098,0.429277566,0.43683216206926345,0.46328497647762357,53.04635679503619,-0.03400741047762357,0.027521395062097546,0.0002217570855880295,0.5129953207239273,0.00955098,0.0795,0.08236190476190464,-8.312194299207306,0.05807752909428243,0.4094613387786817
485000,0.00965098,0.440785982,0.45046352120346256,0.46825581524759635,50.52719770400532,-0.02746983324759633,0.027921299719317512,0.00022452922032710024,0.5194081582023267,,,,,,
490000,0.00975098,0.479054391,0.4759795388658002,0.47329350234720835,49.13689352588707,0.005760888652791674,0.028070904392918494,0.00022732883053271202,0.5258845552541795,0.00975098,0.0806,0.07989696969696958,-8.57032664305387,0.05976578118850854,0.42136394506166475
495000,0.00985098,0.509421912,0.5008538856883109,0.4784792059982405,49.430649290880815,0.030942706001759468,0.02868791038792861,0.0002301667712717544,0.532449623133567,,,,,,
500000,0.00995098,0.519027289,0.5121821410606053,0.48411235466676916,51.244303611820975,0.034914934333230785,0.02869783765330428,0.00023303605867381605,0.5390872059064765,0.00995098,0.081,0.07805238095238085,-8.720053972002106,0.06149481925001414,0.43355410277849976
505000,0.01005098,0.521190564,0.5117320712770556,0.48976321121548455,53.646674683145186,0.03142735278451542,0.028758825853218928,0.00023590889184914218,0.5457329911911039,,,,,,
510000,0.01015098,0.500578581,0.4970864208181811,0.4957610744227802,55.08860173467468,0.004817506577219743,0.029549846960466235,0.00023882432548982647,0.5524773250264188,0.01015098,0.0768,0.07726060606060595,-8.841336369258459,0.06325095828414021,0.44593532923920937
515000,0.01025098,0.471229171,0.48163940725541055,0.5015242910331038,55.05640870253702,-0.030295120033103806,0.030455982717994642,0.0002418246169737495,0.5594179622916455,,,,,,
520000,0.01035098,0.472413254,0.4777647724718608,0.5062622771740353,53.212441715698965,-0.033849023174035264,0.03120837666952559,0.0002449078349431255,0.5665504351362796,0.01035098,0.0729,0.07602467532467522,-9.177961432506839,0.06505288806431672,0.4586393920959208
525000,0.01045098,0.471823116,0.4862609773852806,0.511211298582474,50.471379381423425,-0.03938818258247406,0.03128891796283089,0.00024803269967474335,0.5737792503101643,,,,,,
530000,0.01055098,0.506728958,0.5086453155627698,0.5153959604464735,48.29786483589943,-0.00866700244647356,0.03144740005382043,0.0002511695155755759,0.5810357123746458,0.01055098,0.0742,0.07359177489177478,-9.693301287457194,0.06694001433631314,0.4719441118700984
535000,0.01065098,0.546458949,0.5367464442034624,0.5192450272614308,47.34420522381701,0.02721392173856918,0.03223546064660745,0.00025435365861059734,0.5884016572920326,,,,,,
540000,0.01075098,0.560288437,0.5558972390432892,0.5239049904182442,47.869881407256706,0.03638344658175574,0.03291743774299489,0.00025761130353007747,0.5959376356615265,0.01075098,0.0739,0.07077316017316007,-10.146345645696293,0.06892397902962849,0.485931567123158
545000,0.01085098,0.570568124,0.5605977114242415,0.5292267226932565,49.63406935225427,0.041341401306743464,0.03296549415023662,0.00026090545012473905,0.6035580541223798,,,,,,
550000,0.01095098,0.558835715,0.5496749035367957,0.5357037215184238,51.37290052743972,0.02313199348157613,0.03278706778312311,0.0002641930782214071,0.6111633932050028,0.01095098,0.0691,0.06897142857142846,-10.526314162028381,0.07099124501040097,0.5005063176213167
555000,0.01105098,0.526977145,0.5288805076233758,0.5432276371924502,52.537838082007696,-0.016250492192450117,0.03306582835028273,0.00026748572302807733,0.6187803375481736,,,,,,
560000,0.01115098,0.503988813,0.5170509949264062,0.5498022030865123,52.47101025202504,-0.04581339008651231,0.03421333248551817,0.00027084968106986737,0.6265622522949963,0.01115098,0.0648,0.06811818181818172,-10.891713048855948,0.07313304773148939,0.5156065710799823
565000,0.01125098,0.509710629,0.5184317197229429,0.555226403375574,50.832830488077214,-0.04551577437557408,0.034477528138180426,0.00027428422410105235,0.63450745277935,,,,,,
570000,0.01135098,0.519796558,0.5358914916320339,0.5594386288934416,48.50043755364112,-0.03964207089344163,0.03425743700149085,0.0002777209723580359,0.6424577546588307,0.01135098,0.064,0.06610173160173151,-11.295443020183269,0.07535176333839332,0.5312490799287528
575000,0.01145098,0.575676294,0.5650086633722935,0.5614831144818182,46.01748988473933,0.014193179518181775,0.03464317651905587,0.0002811660030340632,0.6504272164321314,,,,,,
580000,0.01155098,0.601224917,0.5920805263376616,0.5634119116239275,43.81007476848626,0.03781300537607257,0.036464457948316056,0.00028472138475743185,0.6586519555994915,0.01155098,0.0662,0.06237575757575747,-11.912726148310494,0.07767258025524269,0.5476114289586276
585000,0.01165098,0.612476774,0.6044307632034623,0.5654617872465552,42.685705692570785,0.04701498675344484,0.03827186739984244,0.00028845820102483974,0.6672964111058494,,,,,,
590000,0.01175098,0.609909358,0.6023971523636356,0.5688279727700075,42.24833639430511,0.041081385229992495,0.037899405725746245,0.00029226676468111916,0.6761068413528458,0.01175098,0.0647,0.06017878787878779,-13.143080339573872,0.08017816090403111,0.5652764092508396
595000,0.01185098,0.584591563,0.5820719952424234,0.574607782394337,42.66300242216477,0.009983780605663073,0.037252961057435086,0.0002960243830202783,0.6847994187284168,,,,,,
600000,0.01195098,0.55509193,0.5617219261601724,0.581757999243022,43.843377226783964,-0.02666606924302195,0.03858746190076783,0.0002998164041681884,0.6935715808435787,0.01195098,0.0549,0.05898311688311679,-15.178816270309754,0.08301035056501949,0.5852440660769562
605000,0.01205098,0.548039822,0.5532884971038954,0.5880967021040984,45.17951363079575,-0.04005688010409836,0.04168386087727437,0.00030382997030709046,0.7028562476365838,,,,,,
