Time,Px_mean,Py_mean,Pz_mean,Px_min,Px_max,Px_std,Px_var,Py_min,Py_max,Py_std,Py_var,Pz_min,Pz_max,Pz_std,Pz_var,absPx_mean,absPy_mean,absPz_mean,absP_mean,qdiff_absmax,strain,stress_raw,stress_sm,stress_trend,delta_sigma_serr,delta_sigma_serr_sm,S_rms,A_sigma,A_sigma_norm,onset_sigma,W_tot,W_serr,phi_serr,align_method,P_parallel,O_parallel,Pmag_mean,Pvec_norm,chi_parallel,chi_vec,eta_perp,P_parallel_sm,O_parallel_sm,chi_parallel_sm,chi_vec_sm,eta_perp_sm,P_parallel_abs_sm,O_parallel_rel,chi_parallel_rel,dataset
0.0,-0.0438,0.0255,-0.00337,-0.186,0.172,0.128,0.0165,-0.168,0.175,0.129,0.0166,-0.189,0.192,0.148,0.0218,0.134,0.13,0.147,0.239,0.0,0.0,0.0,0.005911592849044592,0.015126976940257511,-0.015126976940257511,-0.011243011216565022,0.0067785959785763,0.0,0.0,0.00445098,0.0,0.0,,time,0.0255,0.13,0.239,0.05079416206612724,0.19615384615233725,0.21252787475278123,0.6836982968353196,0.024167832167832182,0.13048251748251757,0.18523011331567488,0.21020833978561915,0.6819871175990665,0.024167832167832182,0.9999999999923361,0.9999999999946013,Single
10000.0,-0.0433,0.0221,-0.00422,-0.194,0.174,0.128,0.0164,-0.178,0.172,0.129,0.0167,-0.191,0.19,0.146,0.0214,0.134,0.13,0.145,0.238,0.0,0.00015098,0.0308181417174793,0.023224815272967787,0.02507434939086226,0.00574379232661704,-0.00013507347625105193,0.0062591542509446195,9.758609065138052e-07,0.005413057835876401,0.00445098,2.434342373566331e-06,6.591104512358421e-07,,time,0.0221,0.13,0.238,0.0487966023407368,0.1699999999986923,0.20502774092660409,0.682151589240386,0.023438041958041975,0.12964755244755255,0.18073914066057253,0.20781441353746205,0.6838091861039838,0.023438041958041975,0.993600943236932,0.9757546298726036,Single
20000.0,-0.0436,0.0223,-0.00349,-0.18,0.175,0.13,0.017,-0.168,0.171,0.128,0.0164,-0.189,0.188,0.146,0.0214,0.136,0.129,0.145,0.239,0.0,0.0003509799999999,0.0381345313921523,0.038136513401679464,0.03521571980500228,0.0029188115871500234,0.00226625270648191,0.0058973270889778676,2.189073891871952e-06,0.012142697288737311,0.00445098,8.60049429471849e-06,1.0679464750810256e-06,,time,0.0223,0.129,0.239,0.04909613121214339,0.1728682170529235,0.20542314314618396,0.685365853656865,0.022815477855477873,0.12877995337995346,0.17711948385738058,0.20592412842544094,0.6857173044091578,0.022815477855477873,0.9869517837607694,0.9562132241131434,Single
30000.0,-0.0441,0.0224,-0.00406,-0.189,0.176,0.129,0.0167,-0.174,0.17,0.128,0.0163,-0.187,0.19,0.148,0.0218,0.135,0.128,0.146,0.239,0.0,0.00055098,0.0508714507559192,0.047430999126716875,0.04555108818267759,0.005320362573241609,0.004599130887547172,0.005929945687482054,3.373968992493874e-06,0.018715258671512938,0.00445098,1.7275629655287596e-05,1.507876349463576e-06,,time,0.0224,0.128,0.239,0.04962916078274949,0.1749999999986328,0.20765339239557254,0.6870415647904963,0.022300139860139876,0.12787972027972036,0.17437114290609906,0.20453748444955586,0.6877114725145883,0.022300139860139876,0.9800525215638486,0.9413757827162207,Single
40000.0,-0.042,0.0221,-0.00392,-0.178,0.187,0.129,0.0167,-0.168,0.172,0.126,0.0159,-0.191,0.192,0.149,0.0223,0.135,0.127,0.148,0.239,0.0,0.0007509799999999,0.0651396675453906,0.0588426702868321,0.05608045452388818,0.009059213021502428,0.0033333945241064413,0.005718269393459762,4.537848012891541e-06,0.025171244774985987,0.00445098,2.7997922891805457e-05,2.145312713315476e-06,,time,0.0221,0.127,0.239,0.04762117596196045,0.17401574803012587,0.19925178226678325,0.6902439024373409,0.021892027972027987,0.12694685314685322,0.172494117806728,0.2036544816098068,0.6897916904202755,0.021892027972027987,0.9729031566461692,0.9312423056818355,Single
50000.0,-0.0432,0.0213,-0.00379,-0.183,0.174,0.13,0.0169,-0.168,0.173,0.125,0.0157,-0.185,0.193,0.148,0.022,0.136,0.126,0.147,0.238,0.0,0.00095098,0.0751719202315348,0.06894741813544182,0.06680381882863404,0.008368101402900757,0.0018409490566283857,0.005654227704920722,5.672193569028012e-06,0.031463410041828996,0.00445098,4.0789793949250865e-05,2.6040301483036178e-06,,time,0.0213,0.126,0.238,0.048314533010265136,0.16904761904627738,0.2030022395380762,0.6919315403406066,0.021591142191142255,0.12598135198135235,0.17148840855926778,0.20327511990619426,0.6919579581262214,0.021591142191142255,0.9655036890077339,0.9258127930099903,Single
60000.0,-0.0437,0.0214,-0.00353,-0.186,0.175,0.13,0.0168,-0.168,0.169,0.125,0.0156,-0.19,0.185,0.149,0.0222,0.135,0.125,0.148,0.238,0.0,0.0011509799999999,0.0795852347935555,0.07909461806547866,0.07772118109691518,0.0018640536966403193,0.0018390680672562157,0.004689886108871362,6.648841981447321e-06,0.0368808361385755,0.00445098,5.551933522864308e-05,2.927439883435199e-06,,time,0.0214,0.125,0.238,0.0487863802715471,0.1711999999986304,0.20498479105605932,0.6936274509786922,0.021758741258741325,0.12483916083916122,0.1743356561495344,0.20434611841112682,0.6945867755504802,0.021758741258741325,0.95675009378119,0.9411842007108476,Single
70000.0,-0.0439,0.0209,-0.00456,-0.182,0.18,0.131,0.017,-0.162,0.171,0.124,0.0153,-0.189,0.19,0.15,0.0224,0.136,0.124,0.149,0.239,0.0,0.00135098,0.0859028719874776,0.08806096831640985,0.08883254132873161,-0.002929669341254007,0.001234314261567403,0.004710648776082727,7.587840468981754e-06,0.04208941974603088,0.00445098,7.243604760014474e-05,3.1752385656242054e-06,,time,0.0209,0.124,0.239,0.04883455334084669,0.16854838709541492,0.2043286750654492,0.6968215158907168,0.021826573426573494,0.12380419580419619,0.17642046244450094,0.20504153666549446,0.6969164203534337,0.021826573426573494,0.9488182646371381,0.9524394240524341,Single
80000.0,-0.0437,0.0229,-0.0042,-0.186,0.174,0.131,0.0171,-0.165,0.17,0.121,0.0148,-0.189,0.196,0.151,0.0227,0.137,0.122,0.15,0.238,0.0,0.0015509799999999,0.0942945275755308,0.10021837811731601,0.10013789952408332,-0.005843371948552514,-0.001543876529248375,0.004702048508011403,8.527769082296776e-06,0.04730316272057573,0.00445098,9.123298612955174e-05,3.419649206729067e-06,,time,0.0229,0.122,0.238,0.04951504821768833,0.1877049180312483,0.20804642108184995,0.7017114914408272,0.021478554778554843,0.12279254079254116,0.17495971030592455,0.20529098330860968,0.699429447590088,0.021478554778554843,0.9410650802936278,0.9445532757776175,Single
90000.0,-0.0436,0.0219,-0.00383,-0.187,0.179,0.131,0.0171,-0.163,0.166,0.122,0.0149,-0.194,0.197,0.149,0.0222,0.137,0.122,0.148,0.238,0.0,0.00175098,0.115198698041794,0.11189972277954183,0.1116372556829703,0.003561442358823705,-0.0006820446502356709,0.004650672122482573,9.456433659459554e-06,0.05245442457844656,0.00445098,0.00011241531912226546,3.5918984842427997e-06,,time,0.0219,0.122,0.238,0.048941177958851785,0.17950819671984009,0.2056352015069166,0.7002457002439798,0.021372027972028036,0.12180419580419617,0.1754888463231721,0.2067500474562,0.7015447493369217,0.021372027972028036,0.9334905407506592,0.9474099172155187,Single
100000.0,-0.0448,0.0206,-0.00395,-0.188,0.182,0.132,0.0174,-0.16,0.168,0.121,0.0146,-0.187,0.187,0.15,0.0226,0.138,0.121,0.149,0.238,0.0,0.0019509799999999,0.117736301434357,0.12318370549504061,0.12333060980540012,-0.005594308371043119,-0.0012366439382649177,0.003956014700504477,1.0309605492254435e-05,0.05718693147982229,0.00445098,0.00013572666957913484,3.813528855037029e-06,,time,0.0206,0.121,0.238,0.049467186093409436,0.1702479338828905,0.20784531971933443,0.7034313725472956,0.02099020979020985,0.12075524475524511,0.17375185950275088,0.2066979549384359,0.704012529460072,0.02099020979020985,0.9254515247262821,0.9380324634672094,Single
110000.0,-0.0441,0.0211,-0.00417,-0.188,0.189,0.133,0.0176,-0.165,0.162,0.12,0.0143,-0.189,0.191,0.151,0.0227,0.139,0.12,0.15,0.238,0.0,0.00215098,0.130009033262754,0.13342651246276221,0.13449752459359052,-0.004488491330836508,-0.001852183067445283,0.0036020583686087763,1.1046735393343249e-05,0.06127575885318439,0.00445098,0.00016136619253555605,4.152816281526894e-06,,time,0.0211,0.12,0.238,0.049065353356518286,0.17583333333186807,0.20615694687526104,0.7066014669909375,0.020591142191142255,0.1198344988344992,0.17175404686759121,0.20682900881214805,0.7062390579497558,0.020591142191142255,0.9183950551048846,0.927246891945455,Single
120000.0,-0.0448,0.0185,-0.00383,-0.185,0.176,0.132,0.0175,-0.163,0.164,0.119,0.0141,-0.19,0.187,0.151,0.0227,0.139,0.119,0.15,0.238,0.0,0.0023509799999999,0.144200652466392,0.1476175062034929,0.14648254447450057,-0.002281892008108577,0.00046214766850180165,0.0035859897546847543,1.176667982349468e-05,0.0652692591696884,0.00445098,0.00018935879119999748,4.352285274054715e-06,,time,0.0185,0.119,0.238,0.04862056046571245,0.15546218487264316,0.2042880691828074,0.7083333333315973,0.020025174825174887,0.11901864801864837,0.16816145169361016,0.20672371962833308,0.7080705571085799,0.020025174825174887,0.9121424870859246,0.9078515835387757,Single
130000.0,-0.0449,0.0206,-0.00396,-0.183,0.173,0.132,0.0175,-0.157,0.16,0.118,0.0139,-0.188,0.187,0.151,0.0228,0.138,0.118,0.15,0.237,0.0,0.00255098,0.157284613686123,0.15958064932343724,0.15862537405816557,-0.0013407603720425598,-1.9940546649640893e-05,0.0033510921215167784,1.2476351595195287e-05,0.06920577749833806,0.00445098,0.00022007177366779597,4.547260064449247e-06,,time,0.0206,0.118,0.237,0.04955856737235248,0.17457627118496122,0.20910787920735602,0.7093596059095829,0.019418414918414978,0.11836829836829871,0.16401057556603713,0.20597541736747244,0.7096532645693532,0.019418414918414978,0.9071582971508109,0.8854422892115807,Single
140000.0,-0.0451,0.0186,-0.00432,-0.19,0.182,0.134,0.0179,-0.16,0.16,0.117,0.0136,-0.192,0.188,0.152,0.023,0.14,0.117,0.151,0.238,0.0,0.0027509799999999,0.168120150814309,0.17029009367511222,0.1711579686706775,-0.003037817856368502,-0.0009667221297351973,0.003024164140845284,1.3105421944661491e-05,0.07269520325744583,0.00445098,0.00025300196335346366,4.625307456011804e-06,,time,0.0186,0.117,0.238,0.04897583485761116,0.1589743589730002,0.20578081872859402,0.713235294115899,0.019431701631701694,0.1174592074592078,0.1654562877861277,0.20635313654406448,0.7118676987087036,0.019431701631701694,0.9001911499296842,0.8932472416256569,Single
150000.0,-0.0451,0.0199,-0.00373,-0.185,0.175,0.133,0.0178,-0.155,0.161,0.117,0.0136,-0.187,0.191,0.152,0.0232,0.14,0.117,0.151,0.239,0.0,0.00295098,0.18197158512639,0.18224620051328605,0.18394925342290686,-0.0019776682965168546,-0.002540567593997578,0.00298353132844393,1.3699759195808852e-05,0.07599196603685629,0.00445098,0.00028822856171875546,5.009261668814995e-06,,time,0.0199,0.117,0.239,0.049436149728715725,0.17008547008401637,0.20684581476363548,0.713235294115899,0.01953076923076929,0.11639627039627076,0.16786278928568643,0.20658226527403828,0.7142566506177356,0.01953076923076929,0.8920449470249823,0.9062391977199908,Single
160000.0,-0.0448,0.019,-0.0039,-0.185,0.183,0.134,0.0179,-0.155,0.169,0.116,0.0134,-0.188,0.194,0.152,0.023,0.14,0.116,0.151,0.238,0.0,0.0031509799999999,0.198570275907985,0.19644301455920654,0.19720520016548054,0.001365075742504468,-0.001464885560452188,0.0029258111073183564,1.4275167927342621e-05,0.0791837331445148,0.00445098,0.00032598416220540777,5.3787174090281145e-06,,time,0.019,0.116,0.238,0.04881854155953453,0.16379310344686382,0.2051199225181908,0.7149877149859584,0.019637995337995397,0.1155571095571099,0.17003870020053813,0.20670223058260645,0.7159960877290452,0.019637995337995397,0.8856137342054805,0.9179862666813519,Single
170000.0,-0.0446,0.0202,-0.00407,-0.182,0.174,0.133,0.0178,-0.156,0.157,0.114,0.013,-0.192,0.195,0.154,0.0236,0.139,0.115,0.153,0.238,0.0,0.00335098,0.211415367267445,0.21145916741078385,0.2104888145212257,0.0009265527462193057,0.0016099904021579176,0.0029831328444090807,1.4880719588825477e-05,0.08254270176836075,0.00445098,0.0003667912331860093,5.544183032351986e-06,,time,0.0202,0.115,0.238,0.04913008141658225,0.17565217391151605,0.2064289135141841,0.7174447174429548,0.019978554778554838,0.11479020979021015,0.174088184949509,0.20792880882978473,0.717783995435541,0.019978554778554838,0.8797363202676584,0.9398481803651585,Single
