dataset,Time,section,strain,P_parallel,Pabs_parallel_mean,Pmag_mean,chi_parallel,P_parallel_sm,dP_parallel_de,A_P_parallel,A_P_parallel_norm,onset_P_parallel,chi_parallel_sm,dchi_parallel_de,A_chi_parallel,A_chi_parallel_norm,onset_chi_parallel,H_sec_quick,H_sec_chi_quick,P_env_min,P_env_max,chi_env_min,chi_env_max,H_sec_quick_sm,dH_sec_quick_de,A_H_sec_quick,A_H_sec_quick_norm,onset_H_sec_quick,H_sec_chi_quick_sm,dH_sec_chi_quick_de,A_H_sec_chi_quick,A_H_sec_chi_quick_norm,onset_H_sec_chi_quick
Twin,250000.0,xy,0.00495098,0.116253,0.116253,0.2581609,0.999999999991398,0.11277922510822494,-6.20854822482717,0.0265762233498451,0.18634844411164586,0.00295098,0.9999999999911335,-4.918567028608348e-10,1.7038638082767267e-12,2.0963719277443686e-12,0.01295098,0.0049785513881847755,4.285460875085795e-14,0.115676,0.116253,0.9999999999913551,0.999999999991398,0.014101258914653402,2.201795415151713,0.004687786181652333,0.002306301803524673,0.01275098,1.2650246410860565e-13,2.7800840907284942e-11,5.739005588300245e-14,3.898924809625797e-14,0.01295098
Twin,260000.0,xy,0.00515098,0.1100904,0.1100904,0.2564988,0.9999999999909165,0.11284346796536779,-6.323846221397673,0.027829462794467588,0.1951359688675328,0.00295098,0.9999999999911346,-5.098380844775552e-10,1.804033287010566e-12,2.219616803428882e-12,0.01295098,0.024074895291246783,2.1627144519870327e-13,0.1100904,0.1127759,0.9999999999909165,0.9999999999911328,0.01818695182883582,1.6936705593355865,0.005077332779101064,0.0024979513339083823,0.01275098,1.621910878822929e-13,2.3922853166669173e-11,6.256242529039787e-14,4.250321564634296e-14,0.01295098
Twin,270000.0,xy,0.00535098,0.1129168,0.1129168,0.2579097,0.9999999999911439,0.11190144761904745,-6.484022247708991,0.029110249641378254,0.20411665182683122,0.00295098,0.9999999999910585,-5.34849729988848e-10,1.908502068457206e-12,2.3481513844714234e-12,0.01295098,0.02190899551453294,1.9617640845282509e-13,0.1104691,0.1129168,0.9999999999909477,0.9999999999911439,0.020626952734563185,1.3233640392355874,0.005379036238958182,0.002646383708303249,0.01275098,1.8509965085597622e-13,2.118410954448096e-11,6.707312156151288e-14,4.556766040590029e-14,0.01295098
Twin,280000.0,xy,0.00555098,0.108809,0.108809,0.2576752,0.9999999999908096,0.11053023246753231,-6.702548636644707,0.03042890672981362,0.21336287517135907,0.00295098,0.9999999999909488,-5.654830362696092e-10,2.0185353450830516e-12,2.48353231756927e-12,0.01295098,0.019956785288530197,1.815214645276913e-13,0.1085686,0.1107514,0.9999999999907891,0.9999999999909707,0.0219245863080918,0.9328862153369134,0.005604661264415431,0.002757386937326152,0.01275098,1.987851922527282e-13,1.8802410576071136e-11,7.107177357356809e-14,4.828423617760635e-14,0.01295098
Twin,290000.0,xy,0.00575098,0.1120169,0.1120169,0.2582937,0.9999999999910727,0.1090250822510821,-6.772134640748799,0.03177637505755298,0.2228111185526149,0.00295098,0.9999999999908262,-5.83966932977029e-10,2.1334803420077156e-12,2.624956452301752e-12,0.01295098,0.02552527756481787,2.299271884017266e-13,0.1092038,0.1120169,0.9999999999908428,0.9999999999910727,0.020952009364692107,0.7260463676859242,0.005770554522717715,0.0028390032709193123,0.01275098,1.9037296991499625e-13,1.764130779102919e-11,7.471614541027813e-14,5.076012360288044e-14,0.01295098
Twin,300000.0,xy,0.00595098,0.1063834,0.1063834,0.2558903,0.9999999999906,0.10760346623376607,-6.761049980884897,0.03312969351971635,0.23230038218845725,0.00295098,0.9999999999906971,-5.977680915609632e-10,2.2516538444615147e-12,2.7703528225656012e-12,0.01295098,0.018878062081675494,1.758593271020857e-13,0.1063834,0.1084119,0.9999999999906,0.9999999999907758,0.01857856072123768,0.7447456713049202,0.005917633726616799,0.002911363446931834,0.01275098,1.7208072389010128e-13,1.845213511819014e-11,7.832548970120006e-14,5.3212214263158874e-14,0.01295098
Twin,310000.0,xy,0.00615098,0.1060609,0.1060609,0.2589612,0.9999999999905714,0.10621954147186131,-6.756733307471766,0.03448147184855202,0.24177884664318333,0.00295098,0.9999999999905858,-6.128354397455767e-10,2.372714197592169e-12,2.9193010686831134e-12,0.01295098,0.01306280793530476,1.242339564566075e-13,0.1046817,0.1060609,0.9999999999904472,0.9999999999905714,0.015905465707782552,0.9409391178759613,0.0060862022055348875,0.0029942959382787764,0.01275098,1.4817007649808736e-13,2.1111920392943683e-11,8.228189525231345e-14,5.590008893462194e-14,0.01295098
Twin,320000.0,xy,0.00635098,0.1039566,0.1039566,0.2578727,0.9999999999903806,0.10445246432900418,-6.762230366840886,0.035833368215983284,0.25125813876662456,0.00295098,0.9999999999904197,-6.272484886581454e-10,2.496722590432541e-12,3.071876475410122e-12,0.01295098,0.011125510303283598,1.0669243266739558e-13,0.1036241,0.1047825,0.9999999999903497,0.9999999999904564,0.016566498643510546,1.67305781938732,0.006347601899261215,0.003122899624906252,0.01275098,1.5843699608784128e-13,2.955695569770427e-11,8.734878286137823e-14,5.934239501058088e-14,0.01295098
Twin,330000.0,xy,0.00655098,0.101908,0.101908,0.2553772,0.9999999999901872,0.1023093077489176,-6.67899122083541,0.03717749037475091,0.2606829193189672,0.00295098,0.9999999999902229,-6.346144535515511e-10,2.6229088846535103e-12,3.2271314926162674e-12,0.01295098,0.024538828799366367,2.383648833890889e-13,0.101908,0.1044446,0.9999999999901872,0.9999999999904255,0.017820633089334757,2.361304159366213,0.006751038097136568,0.00332138257500512,0.01275098,1.7562382524846925e-13,3.7799760885603544e-11,9.4084454519709e-14,6.391842772811258e-14,0.01295098
Twin,340000.0,xy,0.00675098,0.1042823,0.1042823,0.2578771,0.9999999999904106,0.10123217173160158,-6.640485270703329,0.03850943802390479,0.27002233405787274,0.00295098,0.9999999999901129,-6.463886215279964e-10,2.7510091921614652e-12,3.3847414420092903e-12,0.01295098,0.01251528669422437,1.2057022047533615e-13,0.1029867,0.1042823,0.99999999999029,0.9999999999904106,0.021785940916679652,2.7609469004091176,0.007263263203114103,0.003573387602527559,0.01275098,2.1678282065268827e-13,4.320433805439649e-11,1.0218486441370903e-13,6.942162660428043e-14,0.01295098
Twin,350000.0,xy,0.00695098,0.09687312,0.09687312,0.2582525,0.9999999999896771,0.10044806290043276,-6.717365627424501,0.03984522311371757,0.2793886563481916,0.00295098,0.9999999999900432,-6.737537290712285e-10,2.8830234272213874e-12,3.547166945208499e-12,0.01295098,0.03160744041093115,3.206324095146887e-13,0.09687312,0.09997847,0.9999999999896771,0.9999999999899978,0.021664669470426064,3.0399990228843055,0.007843357795443444,0.003858783128829593,0.01275098,2.158826268322842e-13,4.7457371703681866e-11,1.1125103538951685e-13,7.558093737720403e-14,0.01295098
Twin,360000.0,xy,0.00715098,0.09955592,0.09955592,0.2575832,0.9999999999899554,0.09956185943722931,-6.905866325968358,0.04120754630905686,0.2889410598062308,0.00295098,0.9999999999899574,-7.128486021944701e-10,3.0216836603479578e-12,3.717769442197403e-12,0.01295098,0.022149450846498945,2.2537527400096678e-13,0.09737142,0.09955592,0.99999999998973,0.9999999999899554,0.018313699476164375,2.8076387318771863,0.008428121570919595,0.004146475804595188,0.01275098,1.8222652824088312e-13,4.651020858964745e-11,1.206477934188498e-13,8.196484003192644e-14,0.01295098
Twin,370000.0,xy,0.00735098,0.09853547,0.09853547,0.256494,0.9999999999898513,0.09720683939393926,-6.970843118850842,0.04259521725353878,0.2986711978337113,0.00295098,0.9999999999896995,-7.420861327743518e-10,3.1671771338448397e-12,3.896779309081872e-12,0.01295098,0.01849151100134181,1.859623566263968e-13,0.09853547,0.1003754,0.9999999999898513,0.9999999999900373,0.016961306477977375,2.3404345057365425,0.008942928894680967,0.004399751234243745,0.01275098,1.748029330727594e-13,4.164669271658051e-11,1.294634835494726e-13,8.795398090928155e-14,0.01295098
Twin,380000.0,xy,0.00755098,0.09854717,0.09854717,0.2595729,0.9999999999898526,0.09546993701298688,-6.9832311696745055,0.04399062468239131,0.308455582915274,0.00295098,0.9999999999895135,-7.662595845634693e-10,3.3180117055786217e-12,4.082360668566144e-12,0.01295098,0.0038472736572229965,3.919087276962678e-14,0.09826106,0.09863995,0.9999999999898229,0.9999999999898621,0.019797555943073718,1.9081248635217647,0.009367784831606798,0.004608772289300663,0.01275098,2.0841577622169133e-13,3.674096377601466e-11,1.3730224919873208e-13,9.32794257788678e-14,0.01295098
Twin,390000.0,xy,0.00775098,0.09258784,0.09258784,0.2583066,0.9999999999891994,0.09514963419913405,-7.036882429864404,0.045392636042345204,0.31828627375930557,0.00295098,0.9999999999894738,-7.972417216470788e-10,3.474361836199677e-12,4.274728170675745e-12,0.01295098,0.016460924990899094,1.7674750552203691e-13,0.09258784,0.09412834,0.9999999999891994,0.9999999999893762,0.019059990685523463,1.528713224120084,0.009711468640370983,0.004777858198358844,0.01275098,2.0319820862195465e-13,3.243026868692552e-11,1.4421937244502613e-13,9.797873178602623e-14,0.01295098
Twin,400000.0,xy,0.00795098,0.0893941,0.0893941,0.2543046,0.9999999999888135,0.09377326428571414,-7.134426878056991,0.04680976697313734,0.32822298073904815,0.00295098,0.9999999999893279,-8.398315261787372e-10,3.638069160982258e-12,4.476147696328699e-12,0.01295098,0.03619986131492424,3.9812597663455265e-13,0.0893941,0.09269308,0.9999999999888135,0.9999999999892116,0.021425435483665423,1.5488581678370235,0.010019225779566694,0.004929268868058904,0.01275098,2.2911446669877876e-13,3.337127117736349e-11,1.50799526431455e-13,1.0244911001342298e-13,0.01295098
Twin,410000.0,xy,0.00815098,0.09603613,0.09603613,0.2585116,0.9999999999895872,0.09242264558441546,-7.219564523809538,0.048245166113323995,0.33828778163012496,0.00295098,0.9999999999891724,-8.820758386000378e-10,3.810259897460136e-12,4.68800490253049e-12,0.01295098,0.029434447327625655,3.1108449150294563e-13,0.09325073,0.09603613,0.9999999999892761,0.9999999999895872,0.023952092238703836,1.7150760775029588,0.010345619204100693,0.005089848236334619,0.01275098,2.593634782678818e-13,3.6812422640953056e-11,1.5781789581328667e-13,1.0721719990023666e-13,0.01295098
Twin,420000.0,xy,0.00835098,0.0933923,0.0933923,0.2599601,0.9999999999892925,0.09132736766233754,-7.281596625063187,0.049695282228211256,0.3484557757139059,0.00295098,0.9999999999890448,-9.193214530583855e-10,3.990399626625977e-12,4.909642259612853e-12,0.01295098,0.019455897550653203,2.0872192863155755e-13,0.09237264,0.09418822,0.9999999999891742,0.9999999999893829,0.030800090074823844,1.5151878558667964,0.010668645597437666,0.005248771089184648,0.01275098,3.4040206920994087e-13,3.5472771001520214e-11,1.6504641517753395e-13,1.1212805998784139e-13,0.01295098
Twin,430000.0,xy,0.00855098,0.0898656,0.0898656,0.2578436,0.9999999999888722,0.09079231476190464,-7.4144723466576465,0.05116488912538334,0.358760436204553,0.00295098,0.999999999988976,-9.702298011989849e-10,4.179354752051714e-12,5.142125758952253e-12,0.01295098,0.024700619922065625,2.777778007640719e-13,0.08767709,0.0898656,0.9999999999885945,0.9999999999888722,0.03231247854744268,1.3151129312535845,0.010951675676149705,0.005388016514571183,0.01275098,3.63892658193618e-13,3.499750104665691e-11,1.720934423823517e-13,1.1691561922266512e-13,0.01295098
Twin,440000.0,xy,0.00875098,0.08718582,0.08718582,0.2558265,0.9999999999885302,0.08930573800865788,-7.649760205487163,0.05267131238059783,0.3693232474094211,0.00295098,0.9999999999887961,-1.0396930530094556e-09,4.380347037472559e-12,5.389419341222539e-12,0.01295098,0.03396387468154974,3.9690473130772075e-13,0.08427002,0.08718582,0.9999999999881333,0.9999999999885302,0.030368043135590887,1.40347341814982,0.011223534311090046,0.005521765801712447,0.01275098,3.481361423323473e-13,3.990696568459768e-11,1.7958388905547717e-13,1.220044256229526e-13,0.01295098
Twin,450000.0,xy,0.00895098,0.08731749,0.08731749,0.2592891,0.9999999999885475,0.08603187203463192,-7.847986295890289,0.054221087030735575,0.3801900320151624,0.00295098,0.9999999999883731,-1.1088341394548985e-09,4.595199756718995e-12,5.653766296090554e-12,0.01295098,0.04549736482146503,5.303535388690355e-13,0.08423025,0.08816906,0.9999999999881277,0.9999999999886581,0.029457463583712852,1.4472777745092886,0.011508609430355959,0.005662017348226295,0.01275098,3.445329639706452e-13,4.340474245478327e-11,1.879150598694153e-13,1.2766439721209235e-13,0.01295098
Twin,460000.0,xy,0.00915098,0.08514372,0.08514372,0.2584655,0.9999999999882551,0.08407853584415571,-7.97860477258668,0.055803746137583266,0.3912873974398066,0.00295098,0.9999999999880997,-1.1693349636215445e-09,4.823016667026638e-12,5.934063919125007e-12,0.01295098,0.022827609243878597,2.6489921367837625e-13,0.08514372,0.08710798,0.9999999999882551,0.99999999998852,0.025966435047020158,1.4239701813933032,0.011795734225946215,0.005803277296578515,0.01275098,3.066623434298602e-13,4.2444168905178186e-11,1.964999510054114e-13,1.3349673950956439e-13,0.01295098
Twin,470000.0,xy,0.00935098,0.08239239,0.08239239,0.2552661,0.9999999999878629,0.0830400679220778,-8.054326916849382,0.05740703930652687,0.40252944577581345,0.00295098,0.9999999999879556,-1.2173595831195721e-09,5.06168612170075e-12,6.227714117197414e-12,0.01295098,0.013374646110021786,1.6286971771432772e-13,0.08163607,0.0827362,0.9999999999877505,0.9999999999879133,0.019042093853600082,2.328153076890142,0.01217094655177456,0.005987874637461837,0.01275098,2.251090127218308e-13,-0.04380944286824036,4.380944487568415e-06,2.976294915445942e-06,0.01295098
Twin,480000.0,xy,0.00955098,0.07932632,0.07932632,0.2594868,0.9999999999873938,0.0819058169264068,-8.357442021420159,0.05904821620035383,0.41403712904031387,0.00295098,0.9999999999877988,-1.33180232017667e-09,5.316602312030375e-12,6.541353706663812e-12,0.01295098,0.012748990644808608,1.6109336087498195e-13,0.07870461,0.07971495,0.9999999999872942,0.9999999999874553,0.016980983652234747,4.640147214889875,0.012867776580952563,0.0063307017824654754,0.01275098,2.0555130469524973e-13,-0.010222203243400235,9.78410909873249e-06,6.647058470007863e-06,0.01295098
Twin,490000.0,xy,0.00975098,0.08112039,0.08112039,0.2591957,0.9999999999876725,0.079779137099567,-8.699792431551085,0.06075393964565094,0.4259974029261715,0.00295098,0.9999999999874627,0.00031358134457551797,3.136358424009566e-08,3.8588610917724084e-08,0.01295098,0.012575761176648794,1.5576429035668863e-13,0.08010799,0.08112039,0.9999999999875168,0.9999999999876725,0.016003619056441536,7.392495470965805,0.014071040849538124,0.006922684958579008,0.01275098,2.0170589585548514e-13,0.07228491722294005,1.803482114536647e-05,1.2252368553915153e-05,0.01295098
Twin,500000.0,xy,0.00995098,0.08058144,0.08058144,0.2571188,0.9999999999875901,0.07768373770562759,-8.90949836903364,0.06251486872570942,0.43834477034328656,0.00295098,0.9999999999871052,0.007313819784360968,7.941036971337462e-07,9.770362456802824e-07,0.01295098,0.0220365844939867,2.701172618943498e-13,0.08058144,0.08237489,0.9999999999875901,0.9999999999878603,0.022634528349043684,10.396153887189868,0.015849905785353696,0.00779785273516309,0.01275098,2.9212755351199117e-13,0.17446999935042196,4.2710312802702735e-05,2.9016228622048875e-05,0.01295098
Twin,510000.0,xy,0.01015098,0.07575804,0.07575804,0.2590389,0.9999999999868,0.07630444562770552,-9.108343151177838,0.06431665287773057,0.45097860732359324,0.00295098,0.9999999999868716,0.012987381366449979,2.824223812214846e-06,3.474822042016641e-06,0.01295098,0.04007915039615903,5.179190409938286e-13,0.07575804,0.07885201,0.9999999999868,0.9999999999873179,0.027663097430893062,13.30288673440742,0.01821980984751343,0.008963800541001989,0.01275098,3.609267766856082e-13,0.20870061832685854,8.102737457043089e-05,5.504780159398018e-05,0.01295098
Twin,520000.0,xy,0.01035098,0.07167313,0.07167313,0.2581653,0.9999999999860477,0.07505268619047609,-9.378968777196782,0.06616538407056802,0.4639416298279903,0.00295098,0.999999999986671,0.042399578419083775,8.362919790768187e-06,1.0289431701161454e-05,0.01295098,0.0221637437318393,3.06421554800492e-13,0.07139177,0.07298795,0.9999999999859926,0.9999999999862991,0.025873921194606533,16.840903177789276,0.021234188838733084,0.010446817776550547,0.01275098,3.3248872630982455e-13,0.19002859145909187,0.0001209002955490257,8.213638313371974e-05,0.01295098
Twin,530000.0,xy,0.01055098,0.07246556,0.07246556,0.256174,0.9999999999862003,0.07278879376623366,-9.74125928768208,0.06807740687705591,0.4773484435202404,0.00295098,0.9999999999862701,-0.03878066169937043,1.648094380261363e-05,2.027755256183034e-05,0.01295098,0.032508919477598194,4.4253489762113866e-13,0.07246556,0.07486624,0.9999999999862003,0.9999999999866428,0.026140755288141998,21.673707706192495,0.025085649927131273,0.012341663511866684,0.01275098,3.5293845768464443e-13,0.39192524951471425,0.00017909567964640645,0.00012167274938601025,0.01295098
Twin,540000.0,xy,0.01075098,0.0737985,0.0737985,0.2576616,0.9999999999864495,0.07040275203463192,-10.047094177770276,0.07005624222360114,0.4912237366018657,0.00295098,0.9999999999857849,-0.18306276106981847,3.866528607953258e-05,4.7572358730547476e-05,0.01295098,0.020930210773439862,2.847722058199342e-13,0.07282065,0.07436238,0.9999999999862675,0.9999999999865523,0.030160538399443992,26.638403486312534,0.02991686104638179,0.01471852766176026,0.01275098,4.3640800449681696e-13,0.9486272281044394,0.00031315092740832217,0.00021274625041639849,0.01295098
Twin,550000.0,xy,0.01095098,0.06992874,0.06992874,0.2620121,0.9999999999856997,0.06896769731601723,-10.181829290774097,0.07207913457045559,0.5054079506822263,0.00295098,0.9999999999854674,-0.04150946044423483,6.112250823093797e-05,7.520290635098214e-05,0.01295098,0.014774089909158801,2.1294077612594962e-13,0.06899356,0.07002255,0.9999999999855058,0.9999999999857188,0.026346525910109334,31.985547717647595,0.035779256166777816,0.017602714763139096,0.01275098,3.954715343135809e-13,1.500341551251885,0.0005580478053439553,0.0003791225500195392,0.01295098
Twin,560000.0,xy,0.01115098,0.06501292,0.06501292,0.2573225,0.9999999999846183,0.06764492683982674,-10.319385750267095,0.0741292560745597,0.5197830914800949,0.00295098,0.9999999999851952,3.332615241975007,0.00039853497847286006,0.0004903429118197568,0.01295098,0.049591189737964385,7.884803921003365e-13,0.06184218,0.06501292,0.9999999999838298,0.9999999999846183,0.025902458978408812,29.7918317164047,0.041956994110183006,0.02064204454663963,0.01275098,3.456720239573331e-13,-5.876640105750619,0.0012957459710442013,0.0008802946844617364,0.01295098
Twin,570000.0,xy,0.01135098,0.06349057,0.06349057,0.256807,0.9999999999842495,0.06618484056277046,-10.581269164445935,0.076219321566031,0.5344383134542658,0.00295098,0.9999999999850144,2.040745838635508,0.0009358710865339129,0.0011514616744994419,0.01295098,0.05164569273084021,7.884803921001764e-13,0.06349057,0.06683598,0.9999999999842495,0.999999999985038,0.044295658447532874,37.83840277561562,0.048720017559385057,0.023969323687318477,0.01275098,-0.000674665420414076,-1.2365366034947458,0.0020070636419687394,0.0013635446259405923,0.01295098
Twin,580000.0,xy,0.01155098,0.06516163,0.06516163,0.2611734,0.9999999999846535,0.06193580913419905,-11.21829418221166,0.07839927790069677,0.5497238363763427,0.00295098,0.9999999999837801,-7.200720214075003,0.0018600176918049664,0.0022884979745837293,0.01295098,0.020995357474898554,3.1930014188671665e-13,0.06516163,0.06654657,0.9999999999846535,0.9999999999849728,0.07006177977722,56.00924346296858,0.0581047821832435,0.028586449712044767,0.01275098,0.0004497769485815387,16.782308114372256,0.0038089481137554442,0.0025876960861606225,0.01295098
Twin,590000.0,xy,0.01175098,0.06272053,0.06272053,0.259401,0.9999999999840562,0.059715075021644935,-12.529698164558416,0.08077407713537377,0.5663755681380026,0.00295098,1.0000048291583545,-17.913696486093713,0.004371459361821823,0.00537848426903743,0.01295098,0.07801783722500098,1.1932677068842917e-12,0.06272053,0.06779449,0.9999999999840562,0.9999999999852495,0.07903340611391128,65.23992943344436,0.07022969947288472,0.03455167882640478,0.01275098,0.0012481208083443415,36.15887472226336,0.009103066397418974,0.006184376522114468,0.01295098
Twin,600000.0,xy,0.01195098,0.05815912,0.05815912,0.2566339,0.9999999999828059,0.05853464679653672,-14.564944962613122,0.08348354144809093,0.5853739206279104,0.00295098,1.0001082865740756,-31.54306808192382,0.00931713581862359,0.011463464322831483,0.01295098,0.1545768366781124,2.893907336038649e-12,0.04978077,0.05815912,0.999999999979912,0.9999999999828059,0.08963848938058258,85.25412126383944,0.08527910454261314,0.04195570040702519,0.01275098,0.0016759734987452566,57.80166850442295,0.01849912072008763,0.01256780109760696,0.01295098
Twin,610000.0,xy,0.01215098,0.04693441,0.04693441,0.261355,0.9999999999786937,0.05655441675324667,-17.20742147486921,0.08666077809183917,0.6076522216996254,0.00295098,1.0000986844090503,-56.210503555346655,0.01809249298235066,0.022260343935277652,0.01295098,0.09617946822659344,0.007421319633906791,0.04693441,0.05170074,0.9925969937054987,0.9999999999806579,0.09260169620943097,130.6991315164953,0.10687442982064667,0.05258019045551872,0.01275098,0.0007970721160448527,92.77362198703901,0.033556649769233865,0.022797478117100044,0.01295098
Twin,620000.0,xy,0.01235098,0.05918042,0.05918042,0.2596757,0.9999999999831025,0.053212787575757495,-19.571925665429813,0.09033871280586905,0.6334413416389593,0.00295098,1.0004741278374394,-79.31117109802327,0.03164466044768757,0.03893443683895689,0.01295098,0.053935904665803995,8.965050923989438e-13,0.05833851,0.06155807,0.9999999999828587,0.9999999999837552,0.10666176723239539,192.48342917054543,0.13919268588935055,0.06848015887766035,0.01275098,6.207858159242019e-05,141.80048602031005,0.05701406056996863,0.03873380707398764,0.01295098
Twin,630000.0,xy,0.01255098,0.05440128,0.05440417,0.2578156,0.9999468790535736,0.0490849682683982,-21.10777583133746,0.09440668295554579,0.6619653308493862,0.00295098,0.9988184170900101,-101.78438689901837,0.04975421624739178,0.06121577424280547,0.01295098,0.1300732751964024,5.312187088601574e-05,0.05440128,0.06184696,0.9999468790535736,0.999999999983831,0.12733967362136311,269.69617501629176,0.1854106463080344,0.09121851795343013,0.01275098,0.003465044187456785,198.77665179765614,0.09107177435176535,0.06187169449714841,0.01295098
Twin,640000.0,xy,0.01275098,0.04599076,0.04604724,0.2602125,0.9987734335217751,0.04631870307359301,-21.630666567689914,0.09868052719544854,0.6919328779307528,0.00295098,0.9977284901676626,-125.4293287167046,0.07247558780896414,0.08917132166986455,0.01295098,0.10691269530722228,0.0006830994519185787,0.04128117,0.04603179,0.9986220953633214,0.9993044433995327,0.13736112993257368,367.8521764682963,0.24916548145649337,0.12258468645783104,0.01275098,0.009275550542367757,260.78056832188474,0.13702749636371955,0.09309276615143526,0.01295098
Twin,650000.0,xy,0.01295098,0.03961796,0.03969743,0.2592893,0.9979981071571133,0.046141512900432835,-21.7061438383932,0.10301420823605686,0.7223199915760107,0.00295098,1.0019032043456693,-148.00175279936627,0.0998186959605713,0.12281328534551875,0.01295098,0.20785673379041394,0.012636635482127899,0.03233353,0.03961796,0.9854463663617761,0.9979981071571133,0.15589458017283514,460.2903804100741,0.3319797371443306,0.16332772802358167,0.01275098,0.010126295702774353,320.6530768382284,0.195170860879731,0.1325937917104181,0.01295098
Twin,660000.0,xy,0.01315098,0.03799086,0.03833451,0.2578297,0.9910354925368543,0.04538289422510816,-21.424007507674055,0.10732722337066357,0.7525621990252729,0.00295098,1.051875124369482,-168.8814716919786,0.1315070184097056,0.16180144231967508,0.01295098,0.21525864400532532,0.028230164974349232,0.03695182,0.04560119,0.9697059875288122,0.9975436129343567,0.053319623801926896,540.9406708188993,0.43210284226722734,0.2125863949020346,0.01275098,-0.11096299282128838,372.40366781523295,0.26447653534507676,0.1796781880336525,0.01295098
Twin,670000.0,xy,0.01335098,0.04546679,0.04546679,0.259984,0.9999999999780059,0.041552031151515095,-21.004471132962287,0.11157007123472722,0.7823124042242101,0.00295098,0.9852063275791709,-186.10214414180254,0.16700537999308382,0.20547733257734696,0.01295098,0.1114960502429828,0.019860900605403287,0.04059044,0.04546679,0.9802697197511878,0.9999999999780059,0.2172463919450966,587.852089862611,0.5449821183353787,0.26812085570902805,0.01275098,0.06300381934916921,402.1807134260423,0.3419349734692045,0.23230135096151308,0.01295098
Twin,680000.0,xy,0.01355098,0.04537279,0.04539059,0.2619082,0.9996078482126007,0.032664514701298664,-20.267685390875336,0.11569728688711099,0.8112518139067161,0.00295098,0.8613031719381226,-196.43663409370896,0.20525925781663507,0.25254350958462995,0.01295098,0.14217045621416105,0.003134528893483111,0.03944686,0.04537279,0.996869152063156,0.9999999999751404,0.3999049152210537,616.4438788406472,0.6654117152057049,0.32736993100748446,0.01275098,0.27533681600455634,416.6088898693446,0.4238139337987434,0.28792769683335195,0.01295098
Twin,690000.0,xy,0.01375098,0.0279407,0.02950834,0.2588264,0.9468746801430756,0.018489199419913394,-19.511838364339088,0.1196752392626324,0.8391446121486064,0.00295098,0.8247722317560039,-205.5434113330477,0.24545726235931048,0.3020016692481275,0.01295098,0.18076550039448094,0.03011362066227066,0.02670947,0.03192614,0.9468746801430756,0.9757049732137456,0.30258003593939586,628.2850286245655,0.7898846059522253,0.3886082301308979,0.01275098,0.3237794147113829,434.53594708674825,0.5089284174943521,0.34575216956358096,0.01295098
Twin,700000.0,xy,0.01395098,-0.008296856,0.02300966,0.2610722,0.36058142535089255,0.003339706116883109,-18.27656045263394,0.12345407914432972,0.8656412638071812,0.00295098,0.7623369669464607,-206.42421110703978,0.28665402460331935,0.35268866398489984,0.01295098,1.4553242383569955,1.4106723773736647,-0.01270535,-0.001694833,0.07866822687651871,0.5383673067910647,0.4982810324662371,629.1286826712998,0.9156259770818121,0.45047059752061835,0.01275098,0.3910572546662382,448.0218810096186,0.5971842003039891,0.40571075574982557,0.01295098
Twin,710000.0,xy,0.01415098,-0.01877457,0.03081599,0.2607193,0.6092476665325616,-0.011350635246753234,-16.777973959436654,0.1269595325855368,0.8902209712424953,0.00295098,0.5685844799278257,-204.1553078803376,0.3277119765020572,0.40320487153217194,0.01295098,0.4757889172503027,0.46365359242022486,-0.02833456,-0.01800733,0.6092476665325616,0.9526319239714078,0.9308493772881707,625.4349960126681,1.0410823449502091,0.5121927487166341,0.01275098,0.6354320395197717,455.5801538363354,0.6875444037885847,0.4670990282908304,0.01295098
Twin,720000.0,xy,0.01435098,-0.02002077,0.02168614,0.2579008,0.9232057894616928,-0.014456077502164487,-15.014541473351292,0.13013878412881558,0.9125134004838759,0.00295098,0.5495711540556827,-200.23523387654143,0.36815103067774485,0.45295960987841705,0.01295098,0.20336905524970852,0.09769876713488002,-0.02458842,-0.02002077,0.8506896888927735,0.9390398340042468,1.2677644621735278,617.7266039973032,1.1653985049512054,0.5733539392887905,0.01275098,0.9154208659517349,453.45958412682387,0.7784483775849,0.5288567236397558,0.01295098
Twin,730000.0,xy,0.01455098,-0.00760965,0.02160804,0.2615772,0.352167526515493,-0.009393922454545442,-13.256883210209683,0.13296592659717169,0.9323368943387011,0.00295098,0.5141910262846445,-184.14767414523075,0.40658932147992216,0.5002526818931681,0.01295098,2.4492285638250566,1.1278063186464007,-0.00760965,0.02176189,0.28773823027427353,0.8465494048276142,1.6313407946598193,559.7546929729342,1.2831466346482294,0.6312837836457668,0.01275098,1.1293821994056537,409.9639637302819,0.8647907323706109,0.5875153787004536,0.01295098
Twin,740000.0,xy,0.01475098,-0.002147377,0.01949289,0.2610716,0.1101620642136614,0.0002512735627705643,-11.390914900534089,0.13543070640824606,0.9496195562438655,0.00295098,0.44756554825787326,-170.51118922042588,0.44205520781648794,0.5438886157908108,0.01295098,2.429566863624368,1.8555180997033287,-0.002147377,0.02492054,0.1101620642136614,0.9345583332170327,2.114120100839839,491.1858001995354,1.3882406839654766,0.6829880606942232,0.01275098,1.319747780848161,357.063378889397,0.9414934666325789,0.6396251369118401,0.01295098
