TimeStep,simtime,s1,s2,s3,p1,p2,p3,Px,Py,Pz,Px_mean,Py_mean,Pz_mean,Px_min,Px_max,Px_std,Px_var,Py_min,Py_max,Py_std,Py_var,Pz_min,Pz_max,Pz_std,Pz_var,absPx_mean,absPy_mean,absPz_mean,absP_mean,qdiff_absmax,strain_y,stress_y,M2y,M2y_sqrt,m_y,progress_M2y,stress_smooth,delta_sigma_serr,S_rms,H_M2_sections,E_t,stress_pred_M2,resid_M2
130000,6.3775,0.001113045,-0.00255098,0.000980908,-0.000444024,-0.157284614,-0.002277779,-17.71148843,-11.23233435,-13.70934426,-0.04494505,0.02056638,-0.003958791,-0.1832771,0.1729446,0.1322014,0.01747721,-0.1573794,0.1604052,0.117859,0.01389075,-0.1877282,0.1870432,0.1509156,0.02277553,0.1383453,0.1182047,0.1499256,0.2374989,0.0,0.00255098,0.157284614,0.0143137259863044,0.11963998489762694,0.8312184323501349,0.16878156764986507,0.15850950681818182,-0.001224892818181833,0.0033795815134572693,0.09126328693945368,62.97930861111104,0.16792291242986868,-0.010638298429868687
140000,6.8775,0.001159782,-0.00275098,0.001125746,-0.002030715,-0.168120151,-0.001514947,-17.73154029,-11.30240347,-13.7088781,-0.04512921,0.01862453,-0.004316908,-0.190399,0.1815427,0.1338076,0.01790449,-0.159629,0.1604439,0.1167141,0.01362217,-0.1916683,0.1884827,0.1517511,0.0230284,0.1399659,0.1168038,0.1508409,0.2382354,0.0,0.00275098,0.168120151,0.0139690431177209,0.11819070656240659,0.8112022077866593,0.1887977922133407,0.17151091218181816,-0.0033907611818181638,0.00261470405259648,0.07203575046725941,63.66065500000008,0.16613233198537553,0.00198781901462447
150000,7.3775,0.001323088,-0.00295098,0.001116131,-0.002096519,-0.181971585,-0.003628717,-17.75751401,-11.26834384,-13.71118768,-0.04513054,0.01992315,-0.003732207,-0.1845055,0.1750996,0.1334867,0.0178187,-0.1549865,0.1609925,0.1165757,0.01358989,-0.1869338,0.1907893,0.1523715,0.02321707,0.1396466,0.1168846,0.1514308,0.2385003,0.0,0.00295098,0.181971585,0.0139868219059225,0.11826589493984518,0.8122346473116411,0.18776535268835892,0.18424103109090906,-0.0022694460909090663,0.0026755797772950347,0.07938589476556998,67.99851638888907,0.21074859319371658,-0.02877700819371659
160000,7.8775,0.001323673,-0.00315098,0.001262726,-0.002086139,-0.198570276,-0.00374881,-17.74202673,-11.26755557,-13.70683125,-0.04478208,0.01901663,-0.003901212,-0.18483,0.1833172,0.1337793,0.01789689,-0.1552682,0.168699,0.1157702,0.01340273,-0.1877888,0.1941945,0.1515073,0.02295447,0.1398378,0.1159869,0.1505895,0.2375877,0.0,0.00315098,0.198570276,0.0137643622165569,0.11732161870924258,0.7993160966538669,0.20068390334613306,0.19717994218181817,0.0013903338181818214,0.0027688396650152715,0.08570812967136167,66.96795666666684,0.22460654168488947,-0.02603626568488948
170000,8.3775,0.001477351,-0.00335098,0.001290955,-0.001462021,-0.211415367,-0.004587808,-17.76460531,-11.19978005,-13.71538852,-0.0445748,0.02020843,-0.004074353,-0.1818102,0.1740567,0.1333523,0.01778283,-0.1558521,0.1570534,0.1140174,0.01299998,-0.1920203,0.1949419,0.1535055,0.02356392,0.1394022,0.1145221,0.1525448,0.2378427,0.0,0.00335098,0.211415367,0.0134083606430649,0.11579447587456364,0.7786425787930851,0.22135742120691493,0.2102419475454546,0.0011734194545453824,0.003017789644119404,0.07318170623403954,64.51948583333329,0.2213668001041183,-0.009951433104118307
180000,8.8775,0.001521609,-0.00355098,0.001444763,-0.001594746,-0.22480337,-0.002763888,-17.76758197,-11.20024551,-13.71705874,-0.04517849,0.0207234,-0.004277988,-0.1942398,0.1798039,0.1354441,0.01834509,-0.1499634,0.1546976,0.1123862,0.01263065,-0.199464,0.192435,0.151889,0.02307028,0.1415418,0.1129984,0.1509541,0.2373785,0.0,0.00355098,0.22480337,0.01306010930756,0.11428083525928572,0.7584191282785792,0.24158087172142084,0.22359821772727279,0.0012051522727272168,0.003120512363391004,0.07231126029060381,66.5016530555555,0.21911934021799373,0.005684029782006272
190000,9.3775,0.001648079,-0.00375098,0.001512648,-0.000749793,-0.237309987,-0.002572636,-17.78346415,-11.18905066,-13.72131919,-0.04532075,0.01967945,-0.003852738,-0.1873684,0.176433,0.1344134,0.01806697,-0.1503885,0.1559877,0.1118167,0.01250297,-0.1924252,0.1954309,0.1540345,0.02372663,0.1405369,0.1122492,0.1531167,0.2378058,0.0,0.00375098,0.237309987,0.0128902507523025,0.11353524013407687,0.7485552003147848,0.25144479968521516,0.23752771090909094,-0.0002177239090909444,0.003129323602039968,0.07443967322561904,69.8713686111113,0.239711938997325,-0.0024019519973250136
200000,9.8775,0.001773522,-0.00395098,0.001501049,-0.001466909,-0.255230006,-0.002337274,-17.80113922,-11.25479511,-13.72706084,-0.04484431,0.01986635,-0.004106963,-0.1863164,0.1799782,0.1342144,0.01801349,-0.149481,0.158797,0.1122767,0.01260606,-0.1936442,0.1906426,0.1532949,0.02349932,0.1403502,0.1127222,0.1523718,0.2374014,0.0,0.00395098,0.255230006,0.013000731862322501,0.11402075189333959,0.7549709955565685,0.24502900444343145,0.2515689550909091,0.0036610509090909127,0.0030046748735932482,0.08346901465200492,70.15028194444443,0.296197102443861,-0.040967096443860984
210000,10.3775,0.001782335,-0.00415098,0.001719567,-0.002755238,-0.260064323,-0.002354203,-17.81333181,-11.24072627,-13.72173862,-0.04631497,0.01957987,-0.004495278,-0.1855789,0.1789153,0.1352844,0.01830186,-0.1546626,0.1535936,0.1102997,0.01216602,-0.1982542,0.1946764,0.1535394,0.02357434,0.1417307,0.1107055,0.1526948,0.2374954,0.0,0.00415098,0.260064323,0.0125493913092169,0.11202406575917917,0.7287610075096099,0.2712389924903901,0.26554350181818187,-0.005479178818181885,0.003095221519994687,0.07420281599033948,68.9666091666664,0.28075088095701184,-0.020686557957011853
220000,10.8775,0.001996241,-0.00435098,0.001688055,-0.001081243,-0.273691092,-0.003238368,-17.83356795,-11.30630998,-13.72112195,-0.04460694,0.01904904,-0.003777104,-0.1877164,0.1825331,0.1353933,0.01833135,-0.1472763,0.1502732,0.1088012,0.0118377,-0.1956251,0.2013818,0.1554925,0.02417791,0.141381,0.1090368,0.1545091,0.2377549,0.0,0.00435098,0.273691092,0.0122005659249216,0.11045617196391336,0.7085042211651387,0.29149577883486133,0.27925594518181823,-0.005564853181818208,0.0036445254682180247,0.09564549592942669,69.13333749999983,0.27842992421730706,-0.004738832217307032
230000,11.3775,0.002028608,-0.00455098,0.001814331,-0.000341244,-0.291119624,-0.004117975,-17.84820791,-11.27512798,-13.73692649,-0.04568511,0.01945698,-0.00388572,-0.184593,0.1804006,0.136168,0.01854171,-0.1421075,0.1501804,0.1083889,0.01174816,-0.1954982,0.1948033,0.1548995,0.02399385,0.1423728,0.1088195,0.1539717,0.2378635,0.0,0.00455098,0.291119624,0.0121267340707204,0.11012145145574681,0.7042167003501291,0.29578329964987093,0.2942442903636364,-0.003124666363636397,0.003767878750287459,0.05574002348352168,73.2169333333332,0.311317053540612,-0.02019742954061199
