TimeStep,simtime,s1,s2,s3,p1,p2,p3,Px,Py,Pz,Px_mean,Py_mean,Pz_mean,Px_min,Px_max,Px_std,Px_var,Py_min,Py_max,Py_std,Py_var,Pz_min,Pz_max,Pz_std,Pz_var,absPx_mean,absPy_mean,absPz_mean,absP_mean,qdiff_absmax,strain_y,stress_y,M2y,M2y_sqrt,m_y,progress_M2y,stress_smooth,delta_sigma_serr,S_rms,H_M2_sections,E_t,stress_pred_M2,resid_M2
240000,11.8775,0.00209479,-0.00475098,0.001907561,-9.42e-05,-0.310509039,-0.004182515,-17.8686243,-11.30760846,-13.72686863,-0.04619592,0.01850318,-0.004153841,-0.1880865,0.1777252,0.1365781,0.01865358,-0.1472974,0.1521139,0.1069084,0.0114294,-0.1938188,0.1971968,0.1554073,0.02415142,0.1429577,0.1071974,0.1544952,0.2377619,0.0,0.00475098,0.310509039,0.011771767670112399,0.10849777725885631,0.683603296451475,0.316396703548525,0.30905779154545454,0.0014512474545454457,0.003787821590571713,0.09552619738253007,75.41640388888895,0.30820984764523485,0.00229919135476514
250000,12.3775,0.002198976,-0.00495098,0.001977523,-0.000728464,-0.322573837,-0.002755078,-17.85427363,-11.32175421,-13.731465,-0.04539061,0.01822593,-0.003618832,-0.1850906,0.1842625,0.1367506,0.01870074,-0.1441552,0.1455147,0.1062198,0.01128265,-0.1904102,0.1943973,0.1556586,0.02422959,0.1428774,0.106462,0.1547226,0.2375512,0.0,0.00495098,0.322573837,0.0116148345243649,0.1077721416896078,0.6744899654070758,0.32551003459292416,0.324330742,-0.0017569050000000308,0.0037875582938050596,0.06734926692310995,77.15833222222246,0.33045731783289345,-0.007883480832893475
260000,12.8775,0.002255397,-0.00515098,0.002120189,-0.002381992,-0.335691599,-0.003701527,-17.89349878,-11.28062427,-13.73919366,-0.04637286,0.01894073,-0.004463791,-0.1864947,0.1835487,0.1370722,0.01878879,-0.1663465,0.1481324,0.1053875,0.01110653,-0.1946785,0.200508,0.1553365,0.02412944,0.1434651,0.1057377,0.1544805,0.2373897,0.0,0.00515098,0.335691599,0.0114652812529329,0.10707605359244848,0.6658051941636215,0.3341948058363785,0.3390421157272727,-0.003350516727272712,0.003873197741352185,0.07532449279880685,80.17004000000004,0.353649651159497,-0.017958052159496973
270000,13.3775,0.002321091,-0.00535098,0.002204977,-0.00209526,-0.349407153,-0.004321875,-17.88080152,-11.32705034,-13.73989413,-0.04600206,0.01808181,-0.004164328,-0.1865009,0.1808052,0.1374229,0.01888506,-0.1475205,0.1515623,0.1044133,0.01090215,-0.1980804,0.1978693,0.1564099,0.02446407,0.1436613,0.1043947,0.1555115,0.2377285,0.0,0.00535098,0.349407153,0.0112291018528761,0.10596745657453566,0.6520899203867973,0.34791007961320275,0.35593837754545454,-0.006531224545454517,0.004294992054005547,0.08817408285865919,82.82433444444423,0.36575103194302216,-0.01634387894302214
280000,13.8775,0.002443754,-0.00555098,0.002243976,-0.000620923,-0.376287164,-0.003293992,-17.88433473,-11.52284698,-13.74814856,-0.04527882,0.01589492,-0.004261172,-0.1898197,0.1858999,0.1385607,0.01919906,-0.1425071,0.140065,0.1033258,0.01067622,-0.2053124,0.1933788,0.1566637,0.02454353,0.1445981,0.1031787,0.1557322,0.2377921,0.0,0.00555098,0.376287164,0.0109288684818064,0.10454122862204365,0.6346549413828304,0.3653450586171696,0.3729056404545455,0.0033815235454545123,0.004369985514116395,0.07335335692515019,84.61820111111116,0.36965142805855156,0.006635735941448451
290000,14.3775,0.00247063,-0.00575098,0.002399896,-0.003447833,-0.387751883,-0.003052857,-17.90823491,-11.57989754,-13.75541266,-0.04696276,0.01511435,-0.004246391,-0.1870061,0.1832213,0.1383933,0.01915271,-0.1424683,0.1385202,0.1025577,0.01051809,-0.1908622,0.199403,0.1563126,0.02443363,0.1449451,0.1021623,0.1554375,0.2374185,0.0,0.00575098,0.387751883,0.010746533575922501,0.1036654888375225,0.6240664939878936,0.3759335060121064,0.38951537254545454,-0.0017634895454545219,0.004450508936650915,0.11563955296528504,83.63188472222241,0.3886466495233828,-0.0008947665233827728
300000,14.8775,0.002626916,-0.00595098,0.00242307,-0.001967519,-0.405312442,-0.00253018,-17.91420369,-11.60095518,-13.7505429,-0.04602996,0.0154969,-0.00457921,-0.1902041,0.1854567,0.1380882,0.01906836,-0.1385486,0.1405713,0.1016834,0.01033951,-0.1958361,0.1997467,0.1577595,0.02488805,0.1443188,0.1013161,0.1568805,0.2376637,0.0,0.00595098,0.405312442,0.01057966390961,0.10285749321080112,0.6143761350574667,0.3856238649425333,0.40547201454545456,-0.00015957254545456712,0.004440832250213211,0.12839397743004644,83.77592833333333,0.40962192297572253,-0.004309480975722535
310000,15.3775,0.002643744,-0.00615098,0.002591184,-0.001499516,-0.417055117,-0.002040032,-17.92248838,-11.57412922,-13.75201608,-0.04588178,0.01634541,-0.003265909,-0.1873237,0.1892868,0.1388148,0.01926956,-0.1456069,0.1437006,0.09969629,0.00993935,-0.2021066,0.2034883,0.1580556,0.02498158,0.1449929,0.09961131,0.1571393,0.2374468,0.0,0.00615098,0.417055117,0.0102065224280681,0.1010273350537769,0.5927072783510555,0.4072927216489445,0.42159604045454546,-0.004540923454545487,0.004411199213485399,0.11279660250245988,83.57540861111124,0.40418771755601535,0.012867399443984628
320000,15.8775,0.002738228,-0.00635098,0.002651447,-0.002064014,-0.445923203,-0.003417508,-17.9384579,-11.31427699,-13.75525709,-0.04697091,0.01959991,-0.004398871,-0.1934363,0.1879128,0.1386836,0.01923315,-0.1395167,0.1443591,0.1007317,0.01014687,-0.2009756,0.1952999,0.1568959,0.02461632,0.1451934,0.1012391,0.1559872,0.2375131,0.0,0.00635098,0.445923203,0.0105310264720081,0.1026207896676307,0.6115516898588049,0.3884483101411951,0.4376818647272727,0.008241338272727272,0.004452937376271485,0.07135967327353636,79.68874194444462,0.4880747543278424,-0.04215155132784243
330000,16.3775,0.002891388,-0.00655098,0.002696317,-0.000490394,-0.460330984,-0.00516973,-17.95952442,-11.30872499,-13.74509694,-0.04675874,0.01821401,-0.004952002,-0.1888949,0.1883307,0.1382305,0.01910768,-0.1402632,0.1392659,0.09910374,0.009821552,-0.1933241,0.1969031,0.1584611,0.02510992,0.1446563,0.09936363,0.1576005,0.2374716,0.0,0.00655098,0.460330984,0.010153302160280101,0.10076359541163714,0.5896167016834344,0.4103832983165656,0.45415720281818184,0.006173781181818161,0.003994961266422835,0.10384872486873607,77.56458083333334,0.48205379808694604,-0.02172281408694604
340000,16.8775,0.002958343,-0.00675098,0.002824746,-0.000476911,-0.473826677,-0.003692988,-17.97266865,-11.30372004,-13.75943263,-0.04633512,0.01846587,-0.004448324,-0.188398,0.1863028,0.139392,0.01943014,-0.134706,0.1453146,0.09781222,0.009567231,-0.1960974,0.2026342,0.1586925,0.0251833,0.1456869,0.09815136,0.1577705,0.2376851,0.0,0.00675098,0.473826677,0.0099082193548569,0.09954003895346285,0.5753843944899918,0.4246156055100082,0.46963426,0.004192416999999948,0.0038627753032923224,0.0727851221427043,78.91842777777748,0.4930152543701135,-0.019188577370113535
350000,17.3775,0.003004608,-0.00695098,0.002958974,4.51e-05,-0.486032101,-0.002117363,-17.97480136,-11.32025641,-13.76295656,-0.04744891,0.01895184,-0.004344875,-0.1956155,0.1831699,0.14005,0.01961399,-0.1326445,0.1362706,0.09628734,0.009271252,-0.1951534,0.2011745,0.1589421,0.02526258,0.1466261,0.09680533,0.1580726,0.2378554,0.0,0.00695098,0.486032101,0.0096304242393856,0.09813472494171266,0.5592524369118241,0.44074756308817586,0.4849552104545455,0.001076890545454512,0.004453365316753677,0.10717178788740907,77.90265888888864,0.49978847456242026,-0.013756373562420265
360000,17.8775,0.003077024,-0.00715098,0.00302946,-0.002293341,-0.499938122,-0.001755218,-17.97687771,-11.31785862,-13.77055255,-0.04694451,0.01829082,-0.004011455,-0.1875287,0.1815771,0.1410063,0.01988277,-0.1424039,0.140354,0.09515387,0.009054259,-0.1979482,0.1960531,0.1584055,0.0250923,0.1474603,0.09539811,0.1575335,0.2374773,0.0,0.00715098,0.499938122,0.0093888130962724,0.09689588792241083,0.5452217340879028,0.45477826591209725,0.500386760909091,-0.00044863890909097037,0.004846257368483772,0.0927916810573858,74.54542083333318,0.5111944161589346,-0.011256294158934588
370000,18.3775,0.003251307,-0.00735098,0.00307022,-0.000943795,-0.512635666,-0.003568132,-18.01225021,-11.29520106,-13.76900309,-0.04646213,0.0178036,-0.003935264,-0.1871515,0.186735,0.1402548,0.0196714,-0.1336478,0.1367918,0.09375244,0.008789521,-0.1975551,0.20276,0.1599146,0.02557267,0.1466092,0.09383204,0.15904,0.2373404,0.0,0.00735098,0.512635666,0.00910648917296,0.09542792658839444,0.5288267821952081,0.47117321780479193,0.516546633,-0.003910967000000043,0.004794568694444601,0.13300501180919283,73.2275055555556,0.5173878021414045,-0.004752136141404462
380000,18.8775,0.00325987,-0.00755098,0.003211891,-0.001830502,-0.530635872,-0.003920933,-18.02070412,-11.31891328,-13.77311068,-0.04731028,0.01820409,-0.004163225,-0.1930224,0.1831723,0.141319,0.01997107,-0.1391511,0.1471578,0.09256323,0.008567952,-0.2017524,0.1996123,0.1604035,0.02572929,0.1477849,0.09282607,0.1595086,0.238017,0.0,0.00755098,0.530635872,0.0088993408927281,0.09433631799433398,0.5167973868495702,0.4832026131504298,0.5309498795454545,-0.0003140075454545199,0.0056807861314789754,0.09308395382109676,73.61526777777779,0.5332061073374814,-0.0025702353374814635
390000,19.3775,0.003335161,-0.00775098,0.003305641,-0.0004556,-0.546534793,-0.004009654,-18.0178354,-11.31212009,-13.76602476,-0.04716399,0.01923204,-0.004341723,-0.1949823,0.1928578,0.1422309,0.02022964,-0.1339552,0.1358905,0.09104204,0.008288653,-0.2094134,0.2049245,0.1598346,0.02554711,0.1486278,0.09120462,0.1589424,0.2376571,0.0,0.00775098,0.546534793,0.0086585243625616,0.09305119216088314,0.50281282832997,0.49718717167003,0.5464389063636363,9.588663636361794e-05,0.005576200171414833,0.09797104608809383,76.4473377777777,0.5447137851494066,0.0018210078505933591
400000,19.8775,0.003427925,-0.00795098,0.003400672,-0.000104105,-0.556282338,-0.003332339,-18.03239004,-11.32405245,-13.76368569,-0.04701345,0.01830666,-0.004085777,-0.1963574,0.1862711,0.1413709,0.01998575,-0.1366495,0.1335034,0.09000475,0.008100854,-0.1985465,0.2008378,0.1607287,0.02583371,0.1478308,0.09028398,0.1598331,0.237241,0.0,0.00795098,0.556282338,0.0084359878003556,0.09184763361325973,0.4898898135569858,0.5101101864430142,0.5638411488181818,-0.0075588108181817715,0.0064217933713149366,0.11677909064555196,86.10872222222237,0.5585618914250925,-0.002279553425092451
410000,20.3775,0.003554837,-0.00815098,0.003450254,-0.001198599,-0.575059497,-0.003016522,-18.05119959,-11.36171121,-13.78332972,-0.04763533,0.01736941,-0.004501371,-0.194118,0.1875968,0.1414641,0.02001209,-0.1276012,0.1332894,0.08903056,0.007926441,-0.1972713,0.2016786,0.1615466,0.02609731,0.1480695,0.08909682,0.1607162,0.2375471,0.0,0.00815098,0.575059497,0.0082281374037481,0.09070908115369761,0.47781964531450655,0.5221803546854935,0.58140116,-0.006341662999999942,0.006556778396694724,0.09717012109160598,92.18605000000035,0.5742903029652351,0.0007691940347649417
420000,20.8775,0.003570543,-0.00835098,0.003620464,-0.002558561,-0.59481371,-0.00254961,-18.05254358,-11.34879002,-13.77671854,-0.04744027,0.01845808,-0.003805542,-0.1903657,0.1864473,0.1428054,0.02039339,-0.1309396,0.1338681,0.08774106,0.007698494,-0.2027329,0.2018913,0.1615641,0.02610297,0.1493098,0.08788729,0.1606278,0.2378882,0.0,0.00835098,0.59481371,0.0080391947172864,0.08966155651831167,0.4668474747004409,0.533152525299559,0.598704526,-0.0038908159999999636,0.006685679595243859,0.12308262898737798,90.60995388888897,0.5924395143177956,0.0023741956822044274
430000,21.3775,0.003696033,-0.00855098,0.003655347,-0.001019603,-0.604358915,-0.003505034,-18.07334885,-11.31245204,-13.78422892,-0.04728681,0.01968768,-0.004481179,-0.1938018,0.1874648,0.1423389,0.02026036,-0.1256226,0.1295187,0.08613581,0.007419378,-0.2076049,0.2007688,0.1621355,0.02628792,0.1488245,0.08645026,0.1612466,0.2375111,0.0,0.00855098,0.604358915,0.0078069827437824,0.0883571318218422,0.4533625950280475,0.5466374049719525,0.6173987585454546,-0.01303984354545451,0.00668391720192219,0.111523035749786,92.04908527777725,0.6050488543084769,-0.0006899393084768279
440000,21.8775,0.003813472,-0.00875098,0.003736702,0.00041567,-0.630710279,-0.00327872,-18.06613217,-10.82189374,-13.78468735,-0.04798862,0.02495365,-0.004042981,-0.1970104,0.1838279,0.1422151,0.02022513,-0.1248124,0.1357222,0.08477502,0.007186804,-0.1968264,0.1978235,0.1616866,0.02614256,0.1489685,0.08643505,0.1608373,0.2372675,0.0,0.00875098,0.630710279,0.0078094886483225,0.08837131122894183,0.4535081164698743,0.5464918835301257,0.6357267542727273,-0.005016475272727305,0.0068551001379700245,0.12812941223555654,96.58303277777796,0.6477096913211997,-0.016999412321199725
450000,22.3775,0.003797706,-0.00895098,0.003931834,-0.003064799,-0.665251344,-0.003755246,-18.06690987,-10.31034914,-13.78922196,-0.04801234,0.0289073,-0.004720584,-0.1914489,0.1866497,0.1422341,0.02023055,-0.1243976,0.1253634,0.08348195,0.006969237,-0.204631,0.2055116,0.1635869,0.02676068,0.1489435,0.0866086,0.1627046,0.2385557,0.0,0.00895098,0.665251344,0.00780486899329,0.08834516960926614,0.45323984652969335,0.5467601534703066,0.653885782,0.01136556199999994,0.008473639551179152,0.12845803654259744,96.44058000000028,0.6894582257259549,-0.024206881725954976
460000,22.8775,0.003920455,-0.00915098,0.003977563,-0.002265741,-0.679192224,-0.003129645,-18.09760411,-10.33489245,-13.78619355,-0.04788466,0.0290729,-0.004556614,-0.1926655,0.1842732,0.1431491,0.02049166,-0.116377,0.1304072,0.0818955,0.006706874,-0.1975718,0.2006578,0.1625204,0.02641286,0.1498221,0.08502777,0.1616638,0.2378384,0.0,0.00915098,0.679192224,0.00755210751441,0.08690286252138073,0.4385616278440651,0.5614383721559348,0.674672187,0.004520037000000032,0.00823436452494902,0.11304183538889587,100.37324555555577,0.6994365628941952,-0.02024433889419519
470000,23.3775,0.004017031,-0.00935098,0.004079026,0.000154904,-0.690275148,-0.003475119,-18.0974716,-10.25287775,-13.78293626,-0.04826206,0.0309515,-0.003940443,-0.191979,0.1912056,0.1428519,0.02040668,-0.1305123,0.1313055,0.07955264,0.006328622,-0.1981765,0.2037405,0.1638012,0.02683082,0.1495529,0.08330369,0.1629132,0.2380338,0.0,0.00935098,0.690275148,0.00728661735225,0.08536168550497349,0.4231442364111029,0.5768557635888971,0.6946315149090909,-0.004356366909090914,0.010358831575153236,0.16736955878235357,105.65896444444463,0.7077852159886409,-0.017510067988640854
480000,23.8775,0.004061844,-0.00955098,0.004204165,-0.001060476,-0.718272224,-0.002990247,-18.09129091,-9.98719672,-13.79329089,-0.04802309,0.03136973,-0.004312593,-0.1933556,0.1871618,0.1437711,0.02067013,-0.1216881,0.1251088,0.07783423,0.006058167,-0.1979757,0.2045654,0.1637999,0.02683041,0.1504116,0.08180143,0.162872,0.2380172,0.0,0.00955098,0.718272224,0.0070422269602729,0.0839179775749684,0.40895213865158103,0.5910478613484189,0.7143945345454545,0.0038776894545454743,0.015263483592016864,0.08204552162798505,103.26384333333317,0.7188353236382357,-0.0005630996382356424
490000,24.3775,0.004190245,-0.00975098,0.004269241,-0.000755498,-0.732243825,-0.004387059,-18.11543612,-9.807139064,-13.79220525,-0.04789259,0.03200147,-0.004216753,-0.1938536,0.1912098,0.1441852,0.02078937,-0.1137336,0.1233744,0.07698155,0.00592616,-0.2010672,0.207167,0.1641997,0.02696156,0.1507204,0.08161669,0.1633215,0.23833,0.0,0.00975098,0.732243825,0.006950254082160899,0.08336818387227167,0.40361114276859883,0.5963888572314011,0.7373027514545455,-0.0050589264545455315,0.01642624359099079,0.06682175264020075,103.49850111111104,0.7493998138401616,-0.017155988840161673
500000,24.8775,0.00424712,-0.00995098,0.004386229,-0.000495785,-0.746284098,-0.003817886,-18.14078845,-9.683498441,-13.78958692,-0.04816942,0.03356824,-0.004256385,-0.1930109,0.1920602,0.1442595,0.02081081,-0.1168458,0.1252997,0.07342586,0.005391357,-0.2002367,0.2059669,0.1650112,0.02722869,0.150928,0.0782409,0.1641308,0.2380735,0.0,0.00995098,0.746284098,0.0065181837366976,0.08073526947188323,0.3785202030954054,0.6214797969045947,0.7628044205454545,-0.016520322545454547,0.01635872589744955,0.039088852656963304,117.53732555555531,0.7364208035960276,0.009863294403972378
510000,25.3775,0.004294555,-0.01015098,0.004489813,-0.001751675,-0.784932793,-0.002858906,-18.12828474,-9.641618112,-13.80109793,-0.04746629,0.03524138,-0.004002317,-0.1981479,0.1881773,0.1443531,0.02083781,-0.1141254,0.121167,0.07320832,0.005359458,-0.2036603,0.2025828,0.1644932,0.02705802,0.1508153,0.07938675,0.1636192,0.2378277,0.0,0.01015098,0.784932793,0.0066014128643044,0.08124907915973202,0.38335343694670226,0.6166465630532978,0.7885604274545455,-0.003627634454545503,0.016106338005970958,0.10032327931377134,136.20241305555464,0.7894168298913617,-0.004484036891361787
520000,25.8775,0.004362538,-0.01035098,0.004622091,-0.001890661,-0.794612104,-0.002074884,-18.15351102,-9.459367793,-13.79844681,-0.04827432,0.0364869,-0.00438984,-0.1974768,0.1884035,0.1452439,0.0210958,-0.1194641,0.1187513,0.07157317,0.005122718,-0.2007313,0.2082385,0.1648352,0.02717065,0.1518669,0.07794042,0.1639495,0.2384587,0.0,0.01035098,0.794612104,0.00645401187161,0.0803368649600543,0.37479365159161554,0.6252063484083845,0.8164002578181818,-0.021788153818181777,0.01648723970526723,0.05293227353128192,145.95844611110974,0.8128847246648074,-0.018272620664807393
530000,26.3775,0.00454946,-0.01055098,0.004616545,-0.000528087,-0.812206926,-0.004326661,-18.17110047,-9.136730974,-13.79204963,-0.04800129,0.0418922,-0.00438703,-0.1949485,0.1918655,0.1449643,0.02101466,-0.1127401,0.1181125,0.06708867,0.00450089,-0.2066453,0.2056322,0.1658509,0.02750653,0.1515543,0.07658394,0.1649791,0.238513,0.0,0.01055098,0.812206926,0.006255846420839999,0.07909390887318693,0.36328590193281923,0.6367140980671808,0.8495899754545455,-0.037383049454545514,0.022760934056634027,0.0425924637222831,163.96565305555555,0.8298531232200832,-0.017646197220083204
540000,26.8775,0.004577674,-0.01075098,0.004759333,-0.000260751,-0.856349301,-0.002902445,-18.16178279,-8.21484042,-13.82155712,-0.04834486,0.05112232,-0.004275798,-0.1986824,0.1886691,0.145523,0.02117693,-0.1135266,0.1190348,0.06047644,0.0036574,-0.2046017,0.2038114,0.1652847,0.02731903,0.1521692,0.07642942,0.1644297,0.238552,0.0,0.01075098,0.856349301,0.0062708916021824,0.07918896136572572,0.364159597018349,0.635840402981651,0.8803359751818183,-0.023986674181818324,0.023797094310240702,0.1552784144879751,175.92009444444608,0.8741193941376413,-0.01777009313764133
550000,27.3775,0.00467154,-0.01095098,0.004800083,-0.00180309,-0.911228639,-0.003491481,-18.1676835,-7.340908755,-13.81825395,-0.04849806,0.05959633,-0.004799501,-0.2011608,0.1920316,0.1454479,0.02115509,-0.10439,0.1327052,0.05327285,0.002837996,-0.2088815,0.2087824,0.1658663,0.02751164,0.1521652,0.07727641,0.1649692,0.2392008,0.0,0.01095098,0.911228639,0.0063897185494689,0.07993571510575795,0.37106004690393035,0.6289399530960696,0.9121318573636364,-0.0009032183636364932,0.024652209338179094,0.09585140072112656,168.68329416666774,0.9316730952935786,-0.020444456293578606
560000,27.8775,0.004754127,-0.01115098,0.004915549,-0.000575608,-0.94856742,-0.003677473,-18.18350554,-6.667285753,-13.80654924,-0.048066,0.06645275,-0.004261793,-0.1996853,0.1897358,0.1446607,0.02092671,-0.09459337,0.124257,0.04500632,0.002025569,-0.2050871,0.2090617,0.1659509,0.02753969,0.1513562,0.07775157,0.1650768,0.238802,0.0,0.01115098,0.94856742,0.006441536982562501,0.08025918628146252,0.3740692170364392,0.6259307829635608,0.9423188745454546,0.006248545454545451,0.024218354116989423,0.09495246014196768,161.33192194444408,0.9806475344797858,-0.03208011447978576
570000,28.3775,0.004880192,-0.01135098,0.004932159,-0.001403026,-0.985430358,-0.003417719,-18.17758553,-5.64351454,-13.81438041,-0.04848985,0.07965237,-0.004138402,-0.1942191,0.1908625,0.145702,0.02122909,-0.05252723,0.1261067,0.02311099,0.000534118,-0.2085681,0.1995832,0.1646784,0.02711899,0.1523742,0.08118075,0.1638194,0.2395601,0.0,0.01135098,0.985430358,0.0068786180466169,0.08293743453119888,0.39945113626703277,0.6005488637329672,0.9729005864545455,0.012529771545454538,0.024613548278646463,0.08242369441235638,164.6816336111112,1.0789480791314108,-0.09351772113141077
580000,28.8775,0.00488984,-0.01155098,0.005082779,-0.001819061,-1.055362042,-0.002567308,-18.15118915,-4.924184458,-13.8010609,-0.04847131,0.08340829,-0.005046483,-0.2013817,0.1829764,0.1448416,0.0209791,0.01497396,0.1214105,0.01264709,0.0001599489,-0.207819,0.2033358,0.1653635,0.02734507,0.1515608,0.08340829,0.1645473,0.2400182,0.0,0.01155098,1.055362042,0.0071168917407240994,0.08436167222574538,0.41328802867894326,0.5867119713210567,1.003136383181818,0.052225658818181975,0.023725264456416848,0.023908446145145323,161.10590694444454,1.1517948358751309,-0.09643279387513082
590000,29.3775,0.00505599,-0.01175098,0.005104928,-0.001346676,-1.056478221,-0.002605569,-18.19237038,-5.175638086,-13.80251667,-0.04837746,0.08116384,-0.003596184,-0.1971242,0.1912683,0.1450278,0.02103307,0.03632156,0.1204258,0.0129828,0.000168553,-0.2050445,0.2073552,0.165739,0.0274694,0.1516921,0.08116384,0.1648424,0.2395931,0.0,0.01175098,1.056478221,0.006756121923545601,0.08219563202230153,0.3923376121234437,0.6076623878765564,1.0331181302727273,0.023360090727272853,0.0208863608190391,0.050007542700041936,139.34279777777743,1.1479446045347415,-0.09146638353474135
600000,29.8775,0.005091891,-0.01195098,0.005266744,-0.002943249,-1.081998529,-0.002097928,-18.18756154,-5.234172083,-13.82283937,-0.04849411,0.07961009,-0.004457597,-0.1991782,0.1913445,0.1464462,0.0214465,0.03650295,0.118539,0.01213728,0.0001473136,-0.2135748,0.2091752,0.1658703,0.02751294,0.1531318,0.07961009,0.1650249,0.2400013,0.0,0.01195098,1.081998529,0.0064850800298080985,0.08052999459709469,0.37659782373925466,0.6234021762607453,1.0600595285454544,0.021939000454545665,0.019619674660688775,0.02637412715872076,120.80965750000027,1.155582456021918,-0.07358392702191785
610000,30.3775,0.005277191,-0.01215098,0.005291306,-0.000390785,-1.078341287,-0.002704306,-18.22634775,-5.519207792,-13.80942956,-0.04879584,0.07532834,-0.004389623,-0.2005672,0.1903181,0.1465566,0.02147884,0.02070065,0.1180985,0.01299199,0.0001687918,-0.2085656,0.2070347,0.1670826,0.0279166,0.1533345,0.07532834,0.1661875,0.2396192,0.0,0.01215098,1.078341287,0.005843150607155599,0.07644050370814938,0.3393200688844266,0.6606799311155733,1.0846413518181817,-0.006300064818181683,0.019902662847790933,0.020986313976789257,111.20433305555578,1.1157346810899291,-0.037393394089929144
620000,30.8775,0.005263282,-0.01235098,0.005431561,-0.001139118,-1.121331624,-0.00362373,-18.20310833,-5.504610333,-13.8126317,-0.04867289,0.07457585,-0.004404929,-0.19602,0.1930735,0.1471097,0.02164126,0.02688888,0.1097667,0.01293274,0.0001672557,-0.2091963,0.209379,0.1676956,0.02812182,0.1537787,0.07457585,0.1668148,0.2401182,0.0,0.01235098,1.121331624,0.005728813103222499,0.07568892325315837,0.3326803273615671,0.667319672638433,1.1063170097272728,0.015014614272727211,0.01981345364493304,0.037108963927290635,91.06554222222285,1.1434357742133607,-0.022104150213360763
630000,31.3775,0.005398551,-0.01255098,0.005511851,-0.00058113,-1.127205868,-0.003678431,-18.22303038,-5.721634369,-13.83011023,-0.04855558,0.07236231,-0.004747401,-0.1956341,0.1894591,0.1471745,0.02166033,0.01728053,0.1145809,0.01340257,0.0001796288,-0.2053727,0.2115441,0.1670135,0.02789351,0.1538185,0.07236231,0.1661919,0.2390326,0.0,0.01255098,1.127205868,0.0054159327085361,0.07359302078686605,0.3145109177030923,0.6854890822969077,1.1256569302727273,0.0015489377272728255,0.01948713840478346,0.048323102142053924,75.92468833333324,1.1457169413390833,-0.018511073339083195
640000,31.8775,0.005477259,-0.01275098,0.005637511,-0.001580555,-1.142006144,-0.002877703,-18.24169241,-5.875398087,-13.82215053,-0.04923103,0.07332574,-0.004770717,-0.1964756,0.185577,0.1473711,0.02171824,0.02981501,0.1184988,0.01280061,0.0001638557,-0.2013675,0.2044973,0.168695,0.02845799,0.1542094,0.07332574,0.1678539,0.2407183,0.0,0.01275098,1.142006144,0.0055405198465476,0.07443466831085901,0.3217458700591732,0.6782541299408268,1.1399173097272728,0.0020888342727272136,0.011598524067644916,0.030140449565316304,75.53304166666523,1.2040081336305966,-0.062001989630596555
650000,32.3775,0.005573917,-0.01295098,0.005707318,-0.002199111,-1.152704682,-0.00267575,-18.24872076,-6.084488164,-13.82207888,-0.04957506,0.07075749,-0.004145534,-0.2005248,0.1923093,0.1479032,0.02187535,0.02227767,0.1083173,0.01347894,0.0001816818,-0.2032766,0.2083431,0.1680727,0.02824842,0.1548297,0.07075749,0.1673053,0.2399411,0.0,0.01295098,1.152704682,0.0051883041911001005,0.07202988401420692,0.30129220584551064,0.6987077941544894,1.1560164427272728,-0.0033117607272727945,0.009216116619324588,0.02447026081890517,79.2930788888887,1.201253112284126,-0.04854843028412592
660000,32.8775,0.005587332,-0.01315098,0.005892133,-0.001203421,-1.181628695,-0.002930334,-18.2571626,-6.15738174,-13.83608035,-0.04877305,0.06865703,-0.004458194,-0.1995365,0.1938946,0.1481045,0.02193495,0.01329141,0.1116856,0.01342338,0.000180187,-0.2081191,0.2110436,0.1688652,0.02851546,0.1548255,0.06865703,0.1679679,0.2398428,0.0,0.01315098,1.181628695,0.0048939747684208995,0.06995694939332975,0.28420007752420473,0.7157999224757953,1.1705001863636364,0.011128508636363499,0.00675878591666074,0.04039628457683479,76.44874499999989,1.2059094051764745,-0.024280710176474596
670000,33.3775,0.005779441,-0.01335098,0.00587612,-0.001506875,-1.186999657,-0.004345243,-18.28356572,-6.408161762,-13.82973105,-0.04901685,0.06667845,-0.005175333,-0.1997999,0.1952025,0.1482191,0.0219689,0.01912809,0.1056099,0.01315832,0.0001731414,-0.2029728,0.2083677,0.1689961,0.02855969,0.1549597,0.06667845,0.1681668,0.2394746,0.0,0.01335098,1.186999657,0.0046191570944025,0.06796438107128248,0.268241024207252,0.7317589757927481,1.1872658266363636,-0.0002661696363635002,0.006486455887348502,0.07917927031221954,70.98487416666644,1.2130638343917184,-0.02606417739171829
680000,33.8775,0.00581648,-0.01355098,0.006076923,-0.001461072,-1.198169484,-0.002173569,-18.28476098,-6.606494169,-13.82882599,-0.04949059,0.06653197,-0.003912827,-0.2003947,0.1929672,0.1485854,0.02207763,0.01246472,0.1084855,0.0132687,0.0001760583,-0.2051947,0.2075982,0.16936,0.0286828,0.1554435,0.06653197,0.1684997,0.2400116,0.0,0.01355098,1.198169484,0.0046025613320809,0.0678421795941205,0.26727728467822826,0.7327227153217717,1.2021603449999998,-0.003990860999999901,0.005276336712632251,0.045297773909845344,77.42295666666723,1.2532790388450739,-0.05510955484507396
